Date,Team,Opponent,Week,Location,Spread,Total (O/U),Money Line,MOV,ATS Margin,Combined,O/U Margin,Score Team,Score Opponent,Won
2017-09-07,Kansas City,New England,1,Away,8.0,47.5,365.0,15.0,23.0,69.0,21.5,42,27,1
2017-09-07,New England,Kansas City,1,Home,-8.0,47.5,-425.0,-15.0,-23.0,69.0,21.5,27,42,0
2017-09-10,NY Jets,Buffalo,1,Away,7.0,42.0,295.0,-9.0,-2.0,33.0,-9.0,12,21,0
2017-09-10,Buffalo,NY Jets,1,Home,-7.0,42.0,-365.0,9.0,2.0,33.0,-9.0,21,12,1
2017-09-10,Atlanta,Chicago,1,Away,-6.5,48.0,-290.0,6.0,-0.5,40.0,-8.0,23,17,1
2017-09-10,Chicago,Atlanta,1,Home,6.5,48.0,245.0,-6.0,0.5,40.0,-8.0,17,23,0
2017-09-10,Baltimore,Cincinnati,1,Away,2.5,41.5,129.0,20.0,22.5,20.0,-21.5,20,0,1
2017-09-10,Cincinnati,Baltimore,1,Home,-2.5,41.5,-143.0,-20.0,-22.5,20.0,-21.5,0,20,0
2017-09-10,Pittsburgh,Cleveland,1,Away,-10.0,47.0,-450.0,3.0,-7.0,39.0,-8.0,21,18,1
2017-09-10,Cleveland,Pittsburgh,1,Home,10.0,47.0,385.0,-3.0,7.0,39.0,-8.0,18,21,0
2017-09-10,Arizona,Detroit,1,Away,-2.5,48.5,-130.0,-12.0,-14.5,58.0,9.5,23,35,0
2017-09-10,Detroit,Arizona,1,Home,2.5,48.5,110.0,12.0,14.5,58.0,9.5,35,23,1
2017-09-10,Jacksonville,Houston,1,Away,5.0,38.0,205.0,22.0,27.0,36.0,-2.0,29,7,1
2017-09-10,Houston,Jacksonville,1,Home,-5.0,38.0,-245.0,-22.0,-27.0,36.0,-2.0,7,29,0
2017-09-10,Oakland,Tennessee,1,Away,3.0,50.5,120.0,10.0,13.0,42.0,-8.5,26,16,1
2017-09-10,Tennessee,Oakland,1,Home,-3.0,50.5,-140.0,-10.0,-13.0,42.0,-8.5,16,26,0
2017-09-10,Philadelphia,Washington,1,Away,-1.0,49.5,-120.0,13.0,12.0,47.0,-2.5,30,17,1
2017-09-10,Washington,Philadelphia,1,Home,1.0,49.5,100.0,-13.0,-12.0,47.0,-2.5,17,30,0
2017-09-10,Indianapolis,LA Rams,1,Away,3.5,41.5,155.0,-37.0,-33.5,55.0,13.5,9,46,0
2017-09-10,LA Rams,Indianapolis,1,Home,-3.5,41.5,-175.0,37.0,33.5,55.0,13.5,46,9,1
2017-09-10,Seattle,Green Bay,1,Away,2.5,49.5,125.0,-8.0,-5.5,26.0,-23.5,9,17,0
2017-09-10,Green Bay,Seattle,1,Home,-2.5,49.5,-145.0,8.0,5.5,26.0,-23.5,17,9,1
2017-09-10,Carolina,San Francisco,1,Away,-4.0,45.0,-220.0,20.0,16.0,26.0,-19.0,23,3,1
2017-09-10,San Francisco,Carolina,1,Home,4.0,45.0,184.0,-20.0,-16.0,26.0,-19.0,3,23,0
2017-09-10,NY Giants,Dallas,1,Away,6.0,46.5,215.0,-16.0,-10.0,22.0,-24.5,3,19,0
2017-09-10,Dallas,NY Giants,1,Home,-6.0,46.5,-255.0,16.0,10.0,22.0,-24.5,19,3,1
2017-09-11,New Orleans,Minnesota,1,Away,3.0,47.5,152.0,-10.0,-7.0,48.0,0.5,19,29,0
2017-09-11,Minnesota,New Orleans,1,Home,-3.0,47.5,-172.0,10.0,7.0,48.0,0.5,29,19,1
2017-09-11,LA Chargers,Denver,1,Away,3.0,41.5,130.0,-3.0,0.0,45.0,3.5,21,24,0
2017-09-11,Denver,LA Chargers,1,Home,-3.0,41.5,-150.0,3.0,0.0,45.0,3.5,24,21,1
2017-09-14,Houston,Cincinnati,2,Away,5.0,38.5,195.0,4.0,9.0,22.0,-16.5,13,9,1
2017-09-14,Cincinnati,Houston,2,Home,-5.0,38.5,-235.0,-4.0,-9.0,22.0,-16.5,9,13,0
2017-09-17,Cleveland,Baltimore,2,Away,7.5,39.5,285.0,-14.0,-6.5,34.0,-5.5,10,24,0
2017-09-17,Baltimore,Cleveland,2,Home,-7.5,39.5,-355.0,14.0,6.5,34.0,-5.5,24,10,1
2017-09-17,Buffalo,Carolina,2,Away,6.0,43.5,225.0,-6.0,0.0,12.0,-31.5,3,9,0
2017-09-17,Carolina,Buffalo,2,Home,-6.0,43.5,-265.0,6.0,0.0,12.0,-31.5,9,3,1
2017-09-17,Arizona,Indianapolis,2,Away,-6.5,44.0,-300.0,3.0,-3.5,29.0,-15.0,16,13,1
2017-09-17,Indianapolis,Arizona,2,Home,6.5,44.0,250.0,-3.0,3.5,29.0,-15.0,13,16,0
2017-09-17,Tennessee,Jacksonville,2,Away,-1.0,41.5,-120.0,21.0,20.0,53.0,11.5,37,16,1
2017-09-17,Jacksonville,Tennessee,2,Home,1.0,41.5,100.0,-21.0,-20.0,53.0,11.5,16,37,0
2017-09-17,Philadelphia,Kansas City,2,Away,4.0,46.5,174.0,-7.0,-3.0,47.0,0.5,20,27,0
2017-09-17,Kansas City,Philadelphia,2,Home,-4.0,46.5,-194.0,7.0,3.0,47.0,0.5,27,20,1
2017-09-17,New England,New Orleans,2,Away,-6.0,55.0,-255.0,16.0,10.0,56.0,1.0,36,20,1
2017-09-17,New Orleans,New England,2,Home,6.0,55.0,215.0,-16.0,-10.0,56.0,1.0,20,36,0
2017-09-17,Minnesota,Pittsburgh,2,Away,8.5,43.0,305.0,-17.0,-8.5,35.0,-8.0,9,26,0
2017-09-17,Pittsburgh,Minnesota,2,Home,-8.5,43.0,-350.0,17.0,8.5,35.0,-8.0,26,9,1
2017-09-17,Chicago,Tampa Bay,2,Away,7.0,44.0,249.0,-22.0,-15.0,36.0,-8.0,7,29,0
2017-09-17,Tampa Bay,Chicago,2,Home,-7.0,44.0,-305.0,22.0,15.0,36.0,-8.0,29,7,1
2017-09-17,Miami,LA Chargers,2,Away,3.5,46.0,163.0,2.0,5.5,36.0,-10.0,19,17,1
2017-09-17,LA Chargers,Miami,2,Home,-3.5,46.0,-183.0,-2.0,-5.5,36.0,-10.0,17,19,0
2017-09-17,NY Jets,Oakland,2,Away,14.0,43.5,671.0,-25.0,-11.0,65.0,21.5,20,45,0
2017-09-17,Oakland,NY Jets,2,Home,-14.0,43.5,-850.0,25.0,11.0,65.0,21.5,45,20,1
2017-09-17,Dallas,Denver,2,Away,-2.5,44.0,-140.0,-25.0,-27.5,59.0,15.0,17,42,0
2017-09-17,Denver,Dallas,2,Home,2.5,44.0,120.0,25.0,27.5,59.0,15.0,42,17,1
2017-09-17,Washington,LA Rams,2,Away,3.0,47.0,140.0,7.0,10.0,47.0,0.0,27,20,1
2017-09-17,LA Rams,Washington,2,Home,-3.0,47.0,-160.0,-7.0,-10.0,47.0,0.0,20,27,0
2017-09-17,San Francisco,Seattle,2,Away,13.5,41.0,665.0,-3.0,10.5,21.0,-20.0,9,12,0
2017-09-17,Seattle,San Francisco,2,Home,-13.5,41.0,-1002.0,3.0,-10.5,21.0,-20.0,12,9,1
2017-09-17,Green Bay,Atlanta,2,Away,3.0,54.0,153.0,-11.0,-8.0,57.0,3.0,23,34,0
2017-09-17,Atlanta,Green Bay,2,Home,-3.0,54.0,-170.0,11.0,8.0,57.0,3.0,34,23,1
2017-09-18,Detroit,NY Giants,2,Away,3.0,42.5,150.0,14.0,17.0,34.0,-8.5,24,10,1
2017-09-18,NY Giants,Detroit,2,Home,-3.0,42.5,-170.0,-14.0,-17.0,34.0,-8.5,10,24,0
2017-09-21,LA Rams,San Francisco,3,Away,-3.0,40.5,-155.0,2.0,-1.0,80.0,39.5,41,39,1
2017-09-21,San Francisco,LA Rams,3,Home,3.0,40.5,135.0,-2.0,1.0,80.0,39.5,39,41,0
2017-09-24,Baltimore,Jacksonville,3,Neutral,-3.0,38.0,-160.0,-37.0,-40.0,51.0,13.0,7,44,0
2017-09-24,Jacksonville,Baltimore,3,Neutral,3.0,38.0,140.0,37.0,40.0,51.0,13.0,44,7,1
2017-09-24,Denver,Buffalo,3,Away,-3.5,40.0,-180.0,-10.0,-13.5,42.0,2.0,16,26,0
2017-09-24,Buffalo,Denver,3,Home,3.5,40.0,155.0,10.0,13.5,42.0,2.0,26,16,1
2017-09-24,New Orleans,Carolina,3,Away,5.0,46.5,195.0,21.0,26.0,47.0,0.5,34,13,1
2017-09-24,Carolina,New Orleans,3,Home,-5.0,46.5,-235.0,-21.0,-26.0,47.0,0.5,13,34,0
2017-09-24,Pittsburgh,Chicago,3,Away,-7.0,43.5,-325.0,-6.0,-13.0,40.0,-3.5,17,23,0
