Date,Team,Opponent,Week,Location,Spread,Total (O/U),Money Line,MOV,ATS Margin,Combined,O/U Margin,Score Team,Score Opponent,Won
2000-09-03,Arizona,NY Giants,1,Away,7.0,40.0,,-5.0,2.0,37.0,-3.0,16,21,0
2000-09-03,NY Giants,Arizona,1,Home,-7.0,40.0,,5.0,-2.0,37.0,-3.0,21,16,1
2000-09-03,Baltimore,Pittsburgh,1,Away,-3.0,37.0,,16.0,13.0,16.0,-21.0,16,0,1
2000-09-03,Pittsburgh,Baltimore,1,Home,3.0,37.0,,-16.0,-13.0,16.0,-21.0,0,16,0
2000-09-03,Carolina,Washington,1,Away,10.0,47.5,,-3.0,7.0,37.0,-10.5,17,20,0
2000-09-03,Washington,Carolina,1,Home,-10.0,47.5,,3.0,-7.0,37.0,-10.5,20,17,1
2000-09-03,Chicago,Minnesota,1,Away,4.5,47.0,,-3.0,1.5,57.0,10.0,27,30,0
2000-09-03,Minnesota,Chicago,1,Home,-4.5,47.0,,3.0,-1.5,57.0,10.0,30,27,1
2000-09-04,Denver,St Louis,1,Away,6.5,49.5,,-5.0,1.5,77.0,27.5,36,41,0
2000-09-04,St Louis,Denver,1,Home,-6.5,49.5,,5.0,-1.5,77.0,27.5,41,36,1
2000-09-03,Detroit,New Orleans,1,Away,1.0,39.5,,4.0,5.0,24.0,-15.5,14,10,1
2000-09-03,New Orleans,Detroit,1,Home,-1.0,39.5,,-4.0,-5.0,24.0,-15.5,10,14,0
2000-09-03,Indianapolis,Kansas City,1,Away,-3.0,44.0,,13.0,10.0,41.0,-3.0,27,14,1
2000-09-03,Kansas City,Indianapolis,1,Home,3.0,44.0,,-13.0,-10.0,41.0,-3.0,14,27,0
2000-09-03,Jacksonville,Cleveland,1,Away,-10.0,38.0,,20.0,10.0,34.0,-4.0,27,7,1
2000-09-03,Cleveland,Jacksonville,1,Home,10.0,38.0,,-20.0,-10.0,34.0,-4.0,7,27,0
2000-09-03,NY Jets,Green Bay,1,Away,2.5,45.0,,4.0,6.5,36.0,-9.0,20,16,1
2000-09-03,Green Bay,NY Jets,1,Home,-2.5,45.0,,-4.0,-6.5,36.0,-9.0,16,20,0
2000-09-03,Philadelphia,Dallas,1,Away,6.0,40.0,,27.0,33.0,55.0,15.0,41,14,1
2000-09-03,Dallas,Philadelphia,1,Home,-6.0,40.0,,-27.0,-33.0,55.0,15.0,14,41,0
2000-09-03,San Diego,Oakland,1,Away,7.0,39.5,,-3.0,4.0,15.0,-24.5,6,9,0
2000-09-03,Oakland,San Diego,1,Home,-7.0,39.5,,3.0,-4.0,15.0,-24.5,9,6,1
2000-09-03,Seattle,Miami,1,Away,3.0,36.0,,-23.0,-20.0,23.0,-13.0,0,23,0
2000-09-03,Miami,Seattle,1,Home,-3.0,36.0,,23.0,20.0,23.0,-13.0,23,0,1
2000-09-03,San Francisco,Atlanta,1,Away,7.0,46.0,,-8.0,-1.0,64.0,18.0,28,36,0
2000-09-03,Atlanta,San Francisco,1,Home,-7.0,46.0,,8.0,1.0,64.0,18.0,36,28,1
2000-09-03,Tampa Bay,New England,1,Away,-3.0,35.5,,5.0,2.0,37.0,1.5,21,16,1
2000-09-03,New England,Tampa Bay,1,Home,3.0,35.5,,-5.0,-2.0,37.0,1.5,16,21,0
2000-09-03,Tennessee,Buffalo,1,Away,-1.0,40.5,,-3.0,-4.0,29.0,-11.5,13,16,0
2000-09-03,Buffalo,Tennessee,1,Home,1.0,40.5,,3.0,4.0,29.0,-11.5,16,13,1
2000-09-10,Atlanta,Denver,2,Away,4.0,46.0,,-28.0,-24.0,56.0,10.0,14,42,0
2000-09-10,Denver,Atlanta,2,Home,-4.0,46.0,,28.0,24.0,56.0,10.0,42,14,1
2000-09-10,Carolina,San Francisco,2,Away,-3.0,49.0,,16.0,13.0,60.0,11.0,38,22,1
2000-09-10,San Francisco,Carolina,2,Home,3.0,49.0,,-16.0,-13.0,60.0,11.0,22,38,0
2000-09-10,Chicago,Tampa Bay,2,Away,7.0,38.0,,-41.0,-34.0,41.0,3.0,0,41,0
2000-09-10,Tampa Bay,Chicago,2,Home,-7.0,38.0,,41.0,34.0,41.0,3.0,41,0,1
2000-09-10,Cleveland,Cincinnati,2,Away,6.0,41.0,,17.0,23.0,31.0,-10.0,24,7,1
2000-09-10,Cincinnati,Cleveland,2,Home,-6.0,41.0,,-17.0,-23.0,31.0,-10.0,7,24,0
2000-09-10,Dallas,Arizona,2,Away,3.0,38.5,,-1.0,2.0,63.0,24.5,31,32,0
2000-09-10,Arizona,Dallas,2,Home,-3.0,38.5,,1.0,-2.0,63.0,24.5,32,31,1
2000-09-10,Green Bay,Buffalo,2,Away,6.5,39.5,,-9.0,-2.5,45.0,5.5,18,27,0
2000-09-10,Buffalo,Green Bay,2,Home,-6.5,39.5,,9.0,2.5,45.0,5.5,27,18,1
2000-09-10,Jacksonville,Baltimore,2,Away,3.0,36.0,,-3.0,0.0,75.0,39.0,36,39,0
2000-09-10,Baltimore,Jacksonville,2,Home,-3.0,36.0,,3.0,0.0,75.0,39.0,39,36,1
2000-09-10,Kansas City,Tennessee,2,Away,9.0,38.0,,-3.0,6.0,31.0,-7.0,14,17,0
2000-09-10,Tennessee,Kansas City,2,Home,-9.0,38.0,,3.0,-6.0,31.0,-7.0,17,14,1
2000-09-10,Miami,Minnesota,2,Away,3.0,41.0,,-6.0,-3.0,20.0,-21.0,7,13,0
2000-09-10,Minnesota,Miami,2,Home,-3.0,41.0,,6.0,3.0,20.0,-21.0,13,7,1
