Date,Team,Opponent,Week,Location,Spread,Total (O/U),Money Line,MOV,ATS Margin,Combined,O/U Margin,Score Team,Score Opponent,Won
2003-09-07,Atlanta,Dallas,1,Away,2.0,36.5,,14.0,16.0,40.0,3.5,27,13,1
2003-09-07,Arizona,Detroit,1,Away,4.0,39.0,,-18.0,-14.0,66.0,27.0,24,42,0
2003-09-07,Minnesota,Green Bay,1,Away,4.0,47.0,,5.0,9.0,55.0,8.0,30,25,1
2003-09-07,Oakland,Tennessee,1,Away,3.0,46.5,,-5.0,-2.0,45.0,-1.5,20,25,0
2003-09-07,San Diego,Kansas City,1,Away,4.5,47.0,,-13.0,-8.5,41.0,-6.0,14,27,0
2003-09-07,Houston,Miami,1,Away,13.5,35.0,,1.0,14.5,41.0,6.0,21,20,1
2003-09-07,St Louis,NY Giants,1,Away,0.0,47.0,,-10.0,-10.0,36.0,-11.0,13,23,0
2003-09-07,Baltimore,Pittsburgh,1,Away,4.5,39.0,,-19.0,-14.5,49.0,10.0,15,34,0
2003-09-07,Chicago,San Francisco,1,Away,7.0,40.5,,-42.0,-35.0,56.0,15.5,7,49,0
2003-09-07,New Orleans,Seattle,1,Away,3.0,48.0,,-17.0,-14.0,37.0,-11.0,10,27,0
2003-09-07,Jacksonville,Carolina,1,Away,4.0,34.5,,-1.0,3.0,47.0,12.5,23,24,0
2003-09-08,Tampa Bay,Philadelphia,1,Away,3.0,36.5,,17.0,20.0,17.0,-19.5,17,0,1
2003-09-04,NY Jets,Washington,1,Away,3.0,40.5,,-3.0,0.0,29.0,-11.5,13,16,0
2003-09-07,New England,Buffalo,1,Away,1.0,43.5,,-31.0,-30.0,31.0,-12.5,0,31,0
2003-09-07,Denver,Cincinnati,1,Away,-6.0,44.0,,20.0,14.0,40.0,-4.0,30,10,1
2003-09-07,Indianapolis,Cleveland,1,Away,1.5,48.0,,3.0,4.5,15.0,-33.0,9,6,1
2003-09-07,Seattle,New Orleans,1,Home,-3.0,48.0,,17.0,14.0,37.0,-11.0,27,10,1
