Date,Team,Opponent,Week,Location,Spread,Total (O/U),Money Line,MOV,ATS Margin,Combined,O/U Margin,Score Team,Score Opponent,Won
2011-09-08,New Orleans,Green Bay,1,Away,4.5,47.5,213.0,-8.0,-3.5,76.0,28.5,34,42,0
2011-09-08,Green Bay,New Orleans,1,Home,-4.5,47.5,-239.0,8.0,3.5,76.0,28.5,42,34,1
2011-09-11,Atlanta,Chicago,1,Away,-1.5,40.5,-116.0,-18.0,-19.5,42.0,1.5,12,30,0
2011-09-11,Chicago,Atlanta,1,Home,1.5,40.5,105.0,18.0,19.5,42.0,1.5,30,12,1
2011-09-11,Indianapolis,Houston,1,Away,9.0,44.0,369.0,-27.0,-18.0,41.0,-3.0,7,34,0
2011-09-11,Houston,Indianapolis,1,Home,-9.0,44.0,-430.0,27.0,18.0,41.0,-3.0,34,7,1
2011-09-11,Buffalo,Kansas City,1,Away,4.0,39.5,185.0,34.0,38.0,48.0,8.5,41,7,1
2011-09-11,Kansas City,Buffalo,1,Home,-4.0,39.5,-215.0,-34.0,-38.0,48.0,8.5,7,41,0
2011-09-11,Tennessee,Jacksonville,1,Away,-1.0,38.0,-128.0,-2.0,-3.0,30.0,-8.0,14,16,0
2011-09-11,Jacksonville,Tennessee,1,Home,1.0,38.0,108.0,2.0,3.0,30.0,-8.0,16,14,1
2011-09-11,Cincinnati,Cleveland,1,Away,7.0,36.5,270.0,10.0,17.0,44.0,7.5,27,17,1
2011-09-11,Cleveland,Cincinnati,1,Home,-7.0,36.5,-320.0,-10.0,-17.0,44.0,7.5,17,27,0
2011-09-11,Philadelphia,St Louis,1,Away,-3.5,44.0,-215.0,18.0,14.5,44.0,0.0,31,13,1
2011-09-11,St Louis,Philadelphia,1,Home,3.5,44.0,185.0,-18.0,-14.5,44.0,0.0,13,31,0
2011-09-11,Pittsburgh,Baltimore,1,Away,1.0,37.0,108.0,-28.0,-27.0,42.0,5.0,7,35,0
