Date,Team,Opponent,Week,Location,Spread,Total (O/U),Money Line,MOV,ATS Margin,Combined,O/U Margin,Score Team,Score Opponent,Won
2013-09-05,Baltimore,Denver,1,Away,7.5,48.0,269.0,-22.0,-14.5,76.0,28.0,27,49,0
2013-09-05,Denver,Baltimore,1,Home,-7.5,48.0,-305.0,22.0,14.5,76.0,28.0,49,27,1
2013-09-08,New England,Buffalo,1,Away,-10.0,50.5,-440.0,2.0,-8.0,44.0,-6.5,23,21,1
2013-09-08,Buffalo,New England,1,Home,10.0,50.5,365.0,-2.0,8.0,44.0,-6.5,21,23,0
2013-09-08,Tennessee,Pittsburgh,1,Away,6.0,42.0,227.0,7.0,13.0,25.0,-17.0,16,9,1
2013-09-08,Pittsburgh,Tennessee,1,Home,-6.0,42.0,-255.0,-7.0,-13.0,25.0,-17.0,9,16,0
2013-09-08,Atlanta,New Orleans,1,Away,3.5,54.5,165.0,-6.0,-2.5,40.0,-14.5,17,23,0
2013-09-08,New Orleans,Atlanta,1,Home,-3.5,54.5,-190.0,6.0,2.5,40.0,-14.5,23,17,1
2013-09-08,Tampa Bay,NY Jets,1,Away,-4.5,39.5,-195.0,-1.0,-5.5,35.0,-4.5,17,18,0
2013-09-08,NY Jets,Tampa Bay,1,Home,4.5,39.5,170.0,1.0,5.5,35.0,-4.5,18,17,1
2013-09-08,Kansas City,Jacksonville,1,Away,-3.5,43.0,-180.0,26.0,22.5,30.0,-13.0,28,2,1
2013-09-08,Jacksonville,Kansas City,1,Home,3.5,43.0,160.0,-26.0,-22.5,30.0,-13.0,2,28,0
2013-09-08,Seattle,Carolina,1,Away,-3.0,44.5,-160.0,5.0,2.0,19.0,-25.5,12,7,1
2013-09-08,Carolina,Seattle,1,Home,3.0,44.5,144.0,-5.0,-2.0,19.0,-25.5,7,12,0
2013-09-08,Cincinnati,Chicago,1,Away,3.0,41.5,144.0,-3.0,0.0,45.0,3.5,21,24,0
2013-09-08,Chicago,Cincinnati,1,Home,-3.0,41.5,-160.0,3.0,0.0,45.0,3.5,24,21,1
2013-09-08,Miami,Cleveland,1,Away,2.5,40.5,120.0,13.0,15.5,33.0,-7.5,23,10,1
2013-09-08,Cleveland,Miami,1,Home,-2.5,40.5,-140.0,-13.0,-15.5,33.0,-7.5,10,23,0
2013-09-08,Minnesota,Detroit,1,Away,4.0,46.5,180.0,-10.0,-6.0,58.0,11.5,24,34,0
2013-09-08,Detroit,Minnesota,1,Home,-4.0,46.5,-210.0,10.0,6.0,58.0,11.5,34,24,1
2013-09-08,Oakland,Indianapolis,1,Away,11.0,45.0,468.0,-4.0,7.0,38.0,-7.0,17,21,0
2013-09-08,Indianapolis,Oakland,1,Home,-11.0,45.0,-560.0,4.0,-7.0,38.0,-7.0,21,17,1
2013-09-08,Green Bay,San Francisco,1,Away,5.0,47.0,190.0,-6.0,-1.0,62.0,15.0,28,34,0
2013-09-08,San Francisco,Green Bay,1,Home,-5.0,47.0,-220.0,6.0,1.0,62.0,15.0,34,28,1
2013-09-08,Arizona,St Louis,1,Away,3.5,42.5,166.0,-3.0,0.5,51.0,8.5,24,27,0
2013-09-08,St Louis,Arizona,1,Home,-3.5,42.5,-185.0,3.0,-0.5,51.0,8.5,27,24,1
2013-09-08,NY Giants,Dallas,1,Away,3.5,49.5,159.0,-5.0,-1.5,67.0,17.5,31,36,0
2013-09-08,Dallas,NY Giants,1,Home,-3.5,49.5,-176.0,5.0,1.5,67.0,17.5,36,31,1
2013-09-09,Philadelphia,Washington,1,Away,4.0,52.0,176.0,6.0,10.0,60.0,8.0,33,27,1
2013-09-09,Washington,Philadelphia,1,Home,-4.0,52.0,-196.0,-6.0,-10.0,60.0,8.0,27,33,0
2013-09-09,Houston,San Diego,1,Away,-6.0,44.0,-218.0,3.0,-3.0,59.0,15.0,31,28,1
2013-09-09,San Diego,Houston,1,Home,6.0,44.0,195.0,-3.0,3.0,59.0,15.0,28,31,0
2013-09-12,NY Jets,New England,2,Away,10.5,43.0,439.0,-3.0,7.5,23.0,-20.0,10,13,0
2013-09-12,New England,NY Jets,2,Home,-10.5,43.0,-520.0,3.0,-7.5,23.0,-20.0,13,10,1
2013-09-15,St Louis,Atlanta,2,Away,4.0,47.5,185.0,-7.0,-3.0,55.0,7.5,24,31,0
2013-09-15,Atlanta,St Louis,2,Home,-4.0,47.5,-215.0,7.0,3.0,55.0,7.5,31,24,1
2013-09-15,San Diego,Philadelphia,2,Away,7.5,53.0,271.0,3.0,10.5,63.0,10.0,33,30,1
2013-09-15,Philadelphia,San Diego,2,Home,-7.5,53.0,-308.0,-3.0,-10.5,63.0,10.0,30,33,0
2013-09-15,Dallas,Kansas City,2,Away,3.0,45.0,130.0,-1.0,2.0,33.0,-12.0,16,17,0
2013-09-15,Kansas City,Dallas,2,Home,-3.0,45.0,-150.0,1.0,-2.0,33.0,-12.0,17,16,1
2013-09-15,Miami,Indianapolis,2,Away,2.5,43.5,120.0,4.0,6.5,44.0,0.5,24,20,1
2013-09-15,Indianapolis,Miami,2,Home,-2.5,43.5,-140.0,-4.0,-6.5,44.0,0.5,20,24,0
2013-09-15,Tennessee,Houston,2,Away,8.0,41.5,310.0,-6.0,2.0,54.0,12.5,24,30,0
