Date,Team,Opponent,Week,Location,Spread,Total (O/U),Money Line,MOV,ATS Margin,Combined,O/U Margin,Score Team,Score Opponent,Won
2002-09-08,Arizona,Washington,1,Away,7.0,44.5,,-8.0,-1.0,54.0,9.5,23,31,0
2002-09-08,Washington,Arizona,1,Home,-7.0,44.5,,8.0,1.0,54.0,9.5,31,23,1
2002-09-08,Atlanta,Green Bay,1,Away,7.0,42.5,,-3.0,4.0,71.0,28.5,34,37,0
2002-09-08,Green Bay,Atlanta,1,Home,-7.0,42.5,,3.0,-4.0,71.0,28.5,37,34,1
2002-09-08,Baltimore,Carolina,1,Away,-1.5,33.5,,-3.0,-4.5,17.0,-16.5,7,10,0
2002-09-08,Carolina,Baltimore,1,Home,1.5,33.5,,3.0,4.5,17.0,-16.5,10,7,1
2002-09-08,Dallas,Houston,1,Away,-9.5,34.0,,-9.0,-18.5,29.0,-5.0,10,19,0
2002-09-08,Houston,Dallas,1,Home,9.5,34.0,,9.0,18.5,29.0,-5.0,19,10,1
2002-09-08,Detroit,Miami,1,Away,9.0,36.0,,-28.0,-19.0,70.0,34.0,21,49,0
2002-09-08,Miami,Detroit,1,Home,-9.0,36.0,,28.0,19.0,70.0,34.0,49,21,1
2002-09-08,Indianapolis,Jacksonville,1,Away,-3.5,43.5,,3.0,-0.5,53.0,9.5,28,25,1
2002-09-08,Jacksonville,Indianapolis,1,Home,3.5,43.5,,-3.0,0.5,53.0,9.5,25,28,0
2002-09-08,Kansas City,Cleveland,1,Away,1.0,36.0,,1.0,2.0,79.0,43.0,40,39,1
2002-09-08,Cleveland,Kansas City,1,Home,-1.0,36.0,,-1.0,-2.0,79.0,43.0,39,40,0
2002-09-08,Minnesota,Chicago,1,Away,4.5,41.0,,-4.0,0.5,50.0,9.0,23,27,0
2002-09-08,Chicago,Minnesota,1,Home,-4.5,41.0,,4.0,-0.5,50.0,9.0,27,23,1
2002-09-08,New Orleans,Tampa Bay,1,Away,6.0,37.5,,6.0,12.0,46.0,8.5,26,20,1
2002-09-08,Tampa Bay,New Orleans,1,Home,-6.0,37.5,,-6.0,-12.0,46.0,8.5,20,26,0
2002-09-08,NY Jets,Buffalo,1,Away,-3.0,42.0,,6.0,3.0,68.0,26.0,37,31,1
2002-09-08,Buffalo,NY Jets,1,Home,3.0,42.0,,-6.0,-3.0,68.0,26.0,31,37,0
2002-09-08,Philadelphia,Tennessee,1,Away,1.0,37.0,,-3.0,-2.0,51.0,14.0,24,27,0
2002-09-08,Tennessee,Philadelphia,1,Home,-1.0,37.0,,3.0,2.0,51.0,14.0,27,24,1
2002-09-09,Pittsburgh,New England,1,Away,-2.5,38.0,,-16.0,-18.5,44.0,6.0,14,30,0
2002-09-09,New England,Pittsburgh,1,Home,2.5,38.0,,16.0,18.5,44.0,6.0,30,14,1
2002-09-08,San Diego,Cincinnati,1,Away,3.0,37.5,,28.0,31.0,40.0,2.5,34,6,1
2002-09-08,Cincinnati,San Diego,1,Home,-3.0,37.5,,-28.0,-31.0,40.0,2.5,6,34,0
2002-09-08,Seattle,Oakland,1,Away,7.0,40.0,,-14.0,-7.0,48.0,8.0,17,31,0
2002-09-08,Oakland,Seattle,1,Home,-7.0,40.0,,14.0,7.0,48.0,8.0,31,17,1
2002-09-05,San Francisco,NY Giants,1,Away,-4.0,39.5,,3.0,-1.0,29.0,-10.5,16,13,1
2002-09-05,NY Giants,San Francisco,1,Home,4.0,39.5,,-3.0,1.0,29.0,-10.5,13,16,0
2002-09-08,St Louis,Denver,1,Away,-3.0,51.0,,-7.0,-10.0,39.0,-12.0,16,23,0
2002-09-08,Denver,St Louis,1,Home,3.0,51.0,,7.0,10.0,39.0,-12.0,23,16,1
2002-09-15,Arizona,Seattle,2,Away,3.5,40.0,,11.0,14.5,37.0,-3.0,24,13,1
2002-09-15,Seattle,Arizona,2,Home,-3.5,40.0,,-11.0,-14.5,37.0,-3.0,13,24,0
2002-09-15,Buffalo,Minnesota,2,Away,3.5,49.0,,6.0,9.5,84.0,35.0,45,39,1
2002-09-15,Minnesota,Buffalo,2,Home,-3.5,49.0,,-6.0,-9.5,84.0,35.0,39,45,0
2002-09-15,Chicago,Atlanta,2,Away,3.0,44.0,,1.0,4.0,27.0,-17.0,14,13,1
2002-09-15,Atlanta,Chicago,2,Home,-3.0,44.0,,-1.0,-4.0,27.0,-17.0,13,14,0
2002-09-15,Cincinnati,Cleveland,2,Away,4.0,38.0,,-13.0,-9.0,27.0,-11.0,7,20,0
2002-09-15,Cleveland,Cincinnati,2,Home,-4.0,38.0,,13.0,9.0,27.0,-11.0,20,7,1
2002-09-15,Denver,San Francisco,2,Away,3.5,44.5,,10.0,13.5,38.0,-6.5,24,14,1
2002-09-15,San Francisco,Denver,2,Home,-3.5,44.5,,-10.0,-13.5,38.0,-6.5,14,24,0
2002-09-15,Detroit,Carolina,2,Away,3.0,35.5,,-24.0,-21.0,38.0,2.5,7,31,0
2002-09-15,Carolina,Detroit,2,Home,-3.0,35.5,,24.0,21.0,38.0,2.5,31,7,1
2002-09-15,Green Bay,New Orleans,2,Away,-1.5,45.5,,-15.0,-16.5,55.0,9.5,20,35,0
2002-09-15,New Orleans,Green Bay,2,Home,1.5,45.5,,15.0,16.5,55.0,9.5,35,20,1
2002-09-15,Houston,San Diego,2,Away,13.5,34.0,,-21.0,-7.5,27.0,-7.0,3,24,0
2002-09-15,San Diego,Houston,2,Home,-13.5,34.0,,21.0,7.5,27.0,-7.0,24,3,1
