Date,Team,Opponent,Week,Location,Spread,Total (O/U),Money Line,MOV,ATS Margin,Combined,O/U Margin,Score Team,Score Opponent,Won
2005-09-08,Oakland,New England,1,Away,7.5,50.0,,-10.0,-2.5,50.0,0.0,20,30,0
2005-09-11,Houston,Buffalo,1,Away,4.5,39.0,,-15.0,-10.5,29.0,-10.0,7,22,0
2005-09-11,Cincinnati,Cleveland,1,Away,-2.5,44.0,,14.0,11.5,40.0,-4.0,27,13,1
2005-09-11,Green Bay,Detroit,1,Away,3.0,45.5,,-14.0,-11.0,20.0,-25.5,3,17,0
2005-09-11,NY Jets,Kansas City,1,Away,3.5,49.0,,-20.0,-16.5,34.0,-15.0,7,27,0
2005-09-11,Denver,Miami,1,Away,-4.5,38.5,,-24.0,-28.5,44.0,5.5,10,34,0
2005-09-11,Tampa Bay,Minnesota,1,Away,6.0,43.0,,11.0,17.0,37.0,-6.0,24,13,1
2005-09-11,Arizona,NY Giants,1,Away,2.5,37.5,,-23.0,-20.5,61.0,23.5,19,42,0
2005-09-11,Tennessee,Pittsburgh,1,Away,7.0,40.5,,-27.0,-20.0,41.0,0.5,7,34,0
2005-09-11,Dallas,San Diego,1,Away,4.0,42.0,,4.0,8.0,52.0,10.0,28,24,1
2005-09-11,St Louis,San Francisco,1,Away,-4.5,46.0,,-3.0,-7.5,53.0,7.0,25,28,0
2005-09-11,Chicago,Washington,1,Away,6.5,33.0,,-2.0,4.5,16.0,-17.0,7,9,0
2005-09-11,New Orleans,Carolina,1,Away,6.0,46.0,,3.0,9.0,43.0,-3.0,23,20,1
2005-09-11,Seattle,Jacksonville,1,Away,3.0,41.5,,-12.0,-9.0,40.0,-1.5,14,26,0
2005-09-11,Indianapolis,Baltimore,1,Away,-3.0,47.0,,17.0,14.0,31.0,-16.0,24,7,1
2005-09-12,Philadelphia,Atlanta,1,Away,-1.5,42.0,,-4.0,-5.5,24.0,-18.0,10,14,0
2005-09-08,New England,Oakland,1,Home,-7.5,50.0,,10.0,2.5,50.0,0.0,30,20,1
2005-09-11,Buffalo,Houston,1,Home,-4.5,39.0,,15.0,10.5,29.0,-10.0,22,7,1
2005-09-11,Cleveland,Cincinnati,1,Home,2.5,44.0,,-14.0,-11.5,40.0,-4.0,13,27,0
2005-09-11,Detroit,Green Bay,1,Home,-3.0,45.5,,14.0,11.0,20.0,-25.5,17,3,1
2005-09-11,Kansas City,NY Jets,1,Home,-3.5,49.0,,20.0,16.5,34.0,-15.0,27,7,1
2005-09-11,Miami,Denver,1,Home,4.5,38.5,,24.0,28.5,44.0,5.5,34,10,1
2005-09-11,Minnesota,Tampa Bay,1,Home,-6.0,43.0,,-11.0,-17.0,37.0,-6.0,13,24,0
2005-09-11,NY Giants,Arizona,1,Home,-2.5,37.5,,23.0,20.5,61.0,23.5,42,19,1
2005-09-11,Pittsburgh,Tennessee,1,Home,-7.0,40.5,,27.0,20.0,41.0,0.5,34,7,1
2005-09-11,San Diego,Dallas,1,Home,-4.0,42.0,,-4.0,-8.0,52.0,10.0,24,28,0
2005-09-11,San Francisco,St Louis,1,Home,4.5,46.0,,3.0,7.5,53.0,7.0,28,25,1
2005-09-11,Washington,Chicago,1,Home,-6.5,33.0,,2.0,-4.5,16.0,-17.0,9,7,1
2005-09-11,Carolina,New Orleans,1,Home,-6.0,46.0,,-3.0,-9.0,43.0,-3.0,20,23,0
2005-09-11,Jacksonville,Seattle,1,Home,-3.0,41.5,,12.0,9.0,40.0,-1.5,26,14,1
2005-09-11,Baltimore,Indianapolis,1,Home,3.0,47.0,,-17.0,-14.0,31.0,-16.0,7,24,0
