week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,log_prob
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,Philadelphia,Seattle,Carolina,Minnesota,Arizona,New England,Denver,Tennessee,Kansas City,NY Giants,-4.004805763264983
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,Minnesota,Seattle,Carolina,New Orleans,Arizona,Kansas City,Denver,Tennessee,New England,NY Giants,-4.005223840633057
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,Baltimore,Dallas,Philadelphia,Seattle,Carolina,Minnesota,Arizona,Kansas City,Denver,New Orleans,Tennessee,New England,-4.005615334607502
Buffalo,Oakland,Pittsburgh,Arizona,Cincinnati,Atlanta,Green Bay,Philadelphia,Seattle,Carolina,Minnesota,New England,Dallas,Denver,Tennessee,Kansas City,NY Giants,-4.006893247047593
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,New England,Seattle,Tampa Bay,Minnesota,Arizona,Kansas City,Denver,Tennessee,Carolina,NY Giants,-4.007247727428131
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,Philadelphia,Seattle,Carolina,Minnesota,Arizona,Kansas City,Denver,New Orleans,New England,Tennessee,-4.007308521658183
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,New England,Miami,Philadelphia,Seattle,Carolina,Minnesota,Arizona,Dallas,Denver,Tennessee,Kansas City,NY Giants,-4.007963784885128
Buffalo,Oakland,Pittsburgh,Atlanta,Cincinnati,New England,Green Bay,Philadelphia,Seattle,Carolina,Minnesota,Arizona,Dallas,Denver,Tennessee,Kansas City,NY Giants,-4.0085961171400415
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,New England,Seattle,Carolina,Minnesota,Philadelphia,Arizona,Denver,Tennessee,Kansas City,NY Giants,-4.011878332998427
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,New England,Dallas,Philadelphia,Seattle,NY Giants,New Orleans,Arizona,Kansas City,Denver,Tennessee,Carolina,Minnesota,-4.012190333703711
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,New England,Seattle,Carolina,Minnesota,Arizona,Kansas City,Denver,New Orleans,Tennessee,NY Giants,-4.012779214217202
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,New England,Dallas,Philadelphia,Seattle,Carolina,Minnesota,Arizona,Kansas City,Denver,Tennessee,Baltimore,NY Giants,-4.015496090987619
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Miami,New England,Seattle,Carolina,Minnesota,Arizona,Dallas,Denver,Tennessee,Kansas City,NY Giants,-4.016474755244983
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,New England,Dallas,Philadelphia,Seattle,Carolina,Minnesota,Arizona,Tennessee,Denver,New Orleans,Kansas City,NY Giants,-4.016653482851992
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,New Orleans,Seattle,Carolina,Minnesota,Arizona,Kansas City,Denver,Tennessee,New England,NY Giants,-4.017837128580177
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,Baltimore,Dallas,Philadelphia,Seattle,Carolina,New Orleans,Arizona,Kansas City,Denver,Tennessee,New England,Minnesota,-4.018420516841644
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,New England,Seattle,NY Giants,New Orleans,Arizona,Kansas City,Denver,Tennessee,Carolina,Minnesota,-4.020701304063566
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,New England,Tennessee,Philadelphia,Seattle,Carolina,Minnesota,Arizona,Dallas,Denver,New Orleans,Kansas City,NY Giants,-4.02107758303423
Buffalo,Oakland,Pittsburgh,Arizona,Cincinnati,Atlanta,Green Bay,New England,Seattle,Carolina,Minnesota,Philadelphia,Dallas,Denver,Tennessee,Kansas City,NY Giants,-4.022037601608975
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Baltimore,Dallas,Atlanta,Seattle,Carolina,Minnesota,Arizona,Kansas City,Denver,Tennessee,New England,NY Giants,-4.023729564407648
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,New England,Seattle,Carolina,Minnesota,Arizona,Kansas City,Denver,Tennessee,Baltimore,NY Giants,-4.024007061347474
Buffalo,Oakland,Pittsburgh,Arizona,Cincinnati,Atlanta,Dallas,Philadelphia,Seattle,Carolina,Minnesota,New England,Green Bay,Denver,Tennessee,Kansas City,NY Giants,-4.024434642119512
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,New England,Seattle,Carolina,Minnesota,Arizona,Tennessee,Denver,New Orleans,Kansas City,NY Giants,-4.025164453211847
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,Baltimore,Dallas,Philadelphia,Seattle,Carolina,Minnesota,New England,Arizona,Denver,Tennessee,Kansas City,NY Giants,-4.025367677421411
Buffalo,Oakland,Pittsburgh,Kansas City,Cincinnati,Atlanta,Dallas,Philadelphia,Seattle,Carolina,Minnesota,Arizona,Green Bay,Denver,Tennessee,New England,NY Giants,-4.02544483002834
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,Philadelphia,Seattle,Carolina,New Orleans,New England,Arizona,Denver,Tennessee,Kansas City,Minnesota,-4.025510083076097
Buffalo,Oakland,Pittsburgh,Atlanta,Cincinnati,New England,Dallas,Philadelphia,Seattle,Carolina,Minnesota,Arizona,Green Bay,Denver,Tennessee,Kansas City,NY Giants,-4.026137512211961
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,New England,Dallas,Philadelphia,Seattle,Tampa Bay,New Orleans,Arizona,Kansas City,Denver,Tennessee,Carolina,Minnesota,-4.0275128617073275
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,Philadelphia,Seattle,Carolina,Minnesota,Arizona,Kansas City,Denver,New Orleans,Baltimore,New England,-4.028321948584209
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Philadelphia,New England,Seattle,Carolina,Minnesota,Arizona,Dallas,Denver,Tennessee,Kansas City,NY Giants,-4.029580277070615
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Tennessee,New England,Seattle,Carolina,Minnesota,Arizona,Dallas,Denver,New Orleans,Kansas City,NY Giants,-4.029588553394085
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,New England,Dallas,Philadelphia,Seattle,NY Giants,Minnesota,Arizona,Kansas City,Denver,New Orleans,Carolina,Tennessee,-4.029712037504616
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,Baltimore,Dallas,Philadelphia,Seattle,Carolina,Minnesota,Arizona,Kansas City,Denver,New Orleans,New England,NY Giants,-4.029756878033392
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,New England,Carolina,Philadelphia,Seattle,Tampa Bay,Minnesota,Arizona,Dallas,Denver,Tennessee,Kansas City,NY Giants,-4.030406517192074
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,Philadelphia,Seattle,Carolina,Minnesota,Arizona,Kansas City,Denver,Tennessee,New England,LA Rams,-4.0313601706357245
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,Minnesota,Seattle,Carolina,New Orleans,Arizona,Kansas City,Denver,Tennessee,Baltimore,New England,-4.032422610168239
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,New England,Dallas,Atlanta,Seattle,Tampa Bay,Minnesota,Arizona,Kansas City,Denver,Tennessee,Carolina,NY Giants,-4.032821909273332
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,Baltimore,Dallas,Philadelphia,Seattle,Carolina,Minnesota,Arizona,New England,Denver,Tennessee,Kansas City,NY Giants,-4.033439462249348
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,Philadelphia,Seattle,Carolina,New Orleans,Arizona,New England,Denver,Tennessee,Kansas City,Minnesota,-4.033581867904035
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,Baltimore,Dallas,Minnesota,Seattle,Carolina,New Orleans,Arizona,Kansas City,Denver,Tennessee,New England,NY Giants,-4.033857539617422
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,Baltimore,Dallas,New England,Seattle,Tampa Bay,Minnesota,Arizona,Kansas City,Denver,Tennessee,Carolina,NY Giants,-4.035881426412496
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,Baltimore,Dallas,Philadelphia,Seattle,Carolina,Minnesota,Arizona,Kansas City,Denver,New Orleans,New England,Tennessee,-4.035942220642549
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,New England,Seattle,Tampa Bay,New Orleans,Arizona,Kansas City,Denver,Tennessee,Carolina,Minnesota,-4.036023832067182
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,Philadelphia,Seattle,Carolina,Minnesota,New England,Arizona,Denver,New Orleans,Kansas City,NY Giants,-4.0368464442678444
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,New England,Dallas,Atlanta,Seattle,Carolina,Minnesota,Philadelphia,Arizona,Denver,Tennessee,Kansas City,NY Giants,-4.037452514843629
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,New England,Seattle,NY Giants,Minnesota,Arizona,Kansas City,Denver,New Orleans,Carolina,Tennessee,-4.038223007864471
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,New England,Dallas,Atlanta,Seattle,Carolina,Minnesota,Arizona,Kansas City,Denver,New Orleans,Tennessee,NY Giants,-4.038353396062404
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,New England,Dallas,Philadelphia,Seattle,Tampa Bay,Minnesota,Arizona,Kansas City,Denver,New Orleans,Carolina,NY Giants,-4.038849222899075
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Carolina,New England,Seattle,Tampa Bay,Minnesota,Arizona,Dallas,Denver,Tennessee,Kansas City,NY Giants,-4.038917487551929
Buffalo,Oakland,Pittsburgh,Arizona,Cincinnati,Atlanta,Dallas,New England,Seattle,Carolina,Minnesota,Philadelphia,Green Bay,Denver,Tennessee,Kansas City,NY Giants,-4.039578996680894
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Baltimore,Dallas,Atlanta,Seattle,Carolina,Minnesota,Arizona,Kansas City,Denver,New Orleans,Tennessee,New England,-4.039700486812559
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,Baltimore,Dallas,New England,Seattle,Carolina,Minnesota,Philadelphia,Arizona,Denver,Tennessee,Kansas City,NY Giants,-4.040512031982793
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,New England,Seattle,Carolina,New Orleans,Philadelphia,Arizona,Denver,Tennessee,Kansas City,Minnesota,-4.040654437637479
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,Minnesota,Seattle,Carolina,New Orleans,New England,Arizona,Denver,Tennessee,Kansas City,NY Giants,-4.040947105851876
Buffalo,Oakland,Pittsburgh,Green Bay,NY Giants,Atlanta,Dallas,Philadelphia,Seattle,Carolina,Minnesota,Arizona,Kansas City,Denver,Tennessee,Cincinnati,New England,-4.041148839625284
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,Baltimore,Dallas,New England,Seattle,Carolina,Minnesota,Arizona,Kansas City,Denver,New Orleans,Tennessee,NY Giants,-4.041412913201568
Buffalo,Oakland,Pittsburgh,Kansas City,Cincinnati,Atlanta,Dallas,Philadelphia,Seattle,Carolina,Minnesota,Arizona,Green Bay,Denver,New Orleans,Tennessee,New England,-4.041415752433251
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,New England,Miami,Atlanta,Seattle,Carolina,Minnesota,Arizona,Dallas,Denver,Tennessee,Kansas City,NY Giants,-4.042048937090184
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,New England,Dallas,Minnesota,Seattle,Tampa Bay,New Orleans,Arizona,Kansas City,Denver,Tennessee,Carolina,NY Giants,-4.0429498844831055
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,Philadelphia,Seattle,Carolina,Minnesota,New England,Arizona,Denver,New Orleans,Kansas City,Tennessee,-4.043031786877002
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,New England,Dallas,Philadelphia,Seattle,Carolina,New Orleans,Arizona,Kansas City,Denver,Tennessee,Baltimore,Minnesota,-4.044272195626671
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,Philadelphia,Seattle,Carolina,Minnesota,Arizona,New England,Denver,New Orleans,Kansas City,NY Giants,-4.044918229095782
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,New England,Dallas,Philadelphia,Seattle,Tampa Bay,Minnesota,Arizona,Kansas City,Denver,New Orleans,Carolina,Tennessee,-4.0450345655082325
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,New Orleans,Seattle,Carolina,Minnesota,Arizona,Kansas City,Denver,Tennessee,Baltimore,New England,-4.0450358981153585
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,Baltimore,Seattle,Carolina,Minnesota,Arizona,Kansas City,Denver,Tennessee,New England,NY Giants,-4.045423568054016
Atlanta,Oakland,Pittsburgh,Kansas City,Cincinnati,New England,Green Bay,Philadelphia,Seattle,Tampa Bay,Minnesota,Arizona,Dallas,Denver,Tennessee,Carolina,NY Giants,-4.04562947880647
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Baltimore,Dallas,Philadelphia,Seattle,Carolina,Minnesota,Arizona,Kansas City,Denver,Tennessee,New England,NY Giants,-4.0456449560713645
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,New England,Dallas,Atlanta,Seattle,NY Giants,New Orleans,Arizona,Kansas City,Denver,Tennessee,Carolina,Minnesota,-4.046275485908768
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,Philadelphia,Seattle,Carolina,Minnesota,New England,Kansas City,Denver,Arizona,Tennessee,NY Giants,-4.046287172452712
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,Baltimore,Dallas,New Orleans,Seattle,Carolina,Minnesota,Arizona,Kansas City,Denver,Tennessee,New England,NY Giants,-4.046470827564542
Buffalo,Oakland,Pittsburgh,Arizona,Cincinnati,Atlanta,Green Bay,Philadelphia,Seattle,Carolina,Minnesota,New England,Dallas,Denver,New Orleans,Kansas City,NY Giants,-4.047005712878392
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,New England,Seattle,Tampa Bay,Minnesota,Arizona,Kansas City,Denver,New Orleans,Carolina,NY Giants,-4.04736019325893
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,New England,Dallas,Minnesota,Seattle,Carolina,New Orleans,Philadelphia,Arizona,Denver,Tennessee,Kansas City,NY Giants,-4.047580490053403
Buffalo,Oakland,Pittsburgh,Arizona,Cincinnati,New England,Green Bay,Atlanta,Seattle,Carolina,Minnesota,Philadelphia,Dallas,Denver,Tennessee,Kansas City,NY Giants,-4.047611783454177
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,New England,Miami,Philadelphia,Seattle,Carolina,Minnesota,Arizona,Dallas,Denver,New Orleans,Kansas City,NY Giants,-4.048076250715927
Buffalo,Oakland,Pittsburgh,Atlanta,Cincinnati,New England,Green Bay,Philadelphia,Seattle,Carolina,Minnesota,Arizona,Dallas,Denver,New Orleans,Kansas City,NY Giants,-4.048708582970841
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,Minnesota,Seattle,Carolina,New Orleans,Arizona,New England,Denver,Tennessee,Kansas City,NY Giants,-4.049018890679813
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,Baltimore,Dallas,New England,Seattle,NY Giants,New Orleans,Arizona,Kansas City,Denver,Tennessee,Carolina,Minnesota,-4.049335003047931
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,New England,Dallas,Atlanta,Seattle,Carolina,Minnesota,Arizona,Kansas City,Denver,Tennessee,Baltimore,NY Giants,-4.049581243192676
Atlanta,Oakland,Pittsburgh,Arizona,Cincinnati,Baltimore,Green Bay,New England,Seattle,Carolina,Minnesota,Philadelphia,Dallas,Denver,Tennessee,Kansas City,NY Giants,-4.050671300593341
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,New England,Dallas,Atlanta,Seattle,Carolina,Minnesota,Arizona,Tennessee,Denver,New Orleans,Kansas City,NY Giants,-4.050738635057049
Buffalo,Oakland,Pittsburgh,Seattle,Cincinnati,Atlanta,Dallas,Philadelphia,Green Bay,Carolina,Minnesota,Arizona,Kansas City,Denver,Tennessee,New England,NY Giants,-4.050857074299682
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,Philadelphia,Seattle,Carolina,Minnesota,Arizona,New England,Denver,New Orleans,Kansas City,Tennessee,-4.05110357170494
Atlanta,Oakland,Pittsburgh,Kansas City,Cincinnati,New England,Green Bay,Philadelphia,Seattle,Carolina,Minnesota,Arizona,Dallas,Denver,New Orleans,Tennessee,NY Giants,-4.051160965595542
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,Philadelphia,Seattle,Carolina,New Orleans,Arizona,Kansas City,Denver,Tennessee,New England,NY Giants,-4.051980074362551
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,New England,Seattle,Carolina,Minnesota,Philadelphia,Arizona,Denver,New Orleans,Kansas City,NY Giants,-4.051990798829227
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,New England,Miami,Minnesota,Seattle,Carolina,New Orleans,Arizona,Dallas,Denver,Tennessee,Kansas City,NY Giants,-4.0521769122999585
Buffalo,Oakland,Pittsburgh,Kansas City,Cincinnati,Atlanta,Dallas,Philadelphia,Seattle,Carolina,Minnesota,Arizona,Green Bay,Denver,Tennessee,Baltimore,New England,-4.052643599563522
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,Philadelphia,Seattle,Carolina,Minnesota,Arizona,Kansas City,Houston,Tennessee,Denver,New England,-4.0527011316519514
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,New England,Seattle,Carolina,New Orleans,Arizona,Kansas City,Denver,Tennessee,Baltimore,Minnesota,-4.052783165986526
Buffalo,Oakland,Pittsburgh,Atlanta,Cincinnati,New England,Green Bay,Minnesota,Seattle,Carolina,New Orleans,Arizona,Dallas,Denver,Tennessee,Kansas City,NY Giants,-4.052809244554872
Atlanta,Oakland,Pittsburgh,Arizona,Cincinnati,Baltimore,Dallas,Philadelphia,Seattle,Carolina,Minnesota,New England,Green Bay,Denver,Tennessee,Kansas City,NY Giants,-4.053068341103877
Buffalo,Oakland,Pittsburgh,Arizona,Cincinnati,Atlanta,Green Bay,Philadelphia,Seattle,Carolina,Minnesota,New England,Dallas,Denver,New Orleans,Kansas City,Tennessee,-4.05319105548755
Buffalo,Oakland,Pittsburgh,Arizona,Cincinnati,Atlanta,Dallas,Philadelphia,Seattle,Carolina,New Orleans,New England,Green Bay,Denver,Tennessee,Kansas City,Minnesota,-4.053210746758563
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,New England,Seattle,Tampa Bay,Minnesota,Arizona,Kansas City,Denver,New Orleans,Carolina,Tennessee,-4.053545535868087
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,New Orleans,Seattle,Carolina,Minnesota,New England,Arizona,Denver,Tennessee,Kansas City,NY Giants,-4.053560393798995
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,New England,Dallas,Philadelphia,Seattle,NY Giants,Minnesota,Arizona,Kansas City,Denver,Tennessee,Carolina,LA Rams,-4.0537636864821565
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,Baltimore,Dallas,New England,Seattle,Carolina,Minnesota,Arizona,Tennessee,Denver,New Orleans,Kansas City,NY Giants,-4.0537981521962125
Atlanta,Oakland,Pittsburgh,Kansas City,Cincinnati,Baltimore,Dallas,Philadelphia,Seattle,Carolina,Minnesota,Arizona,Green Bay,Denver,Tennessee,New England,NY Giants,-4.054078529012705
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,Baltimore,Dallas,Philadelphia,Seattle,Carolina,New Orleans,New England,Arizona,Denver,Tennessee,Kansas City,Minnesota,-4.054143782060462
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,New England,Miami,Philadelphia,Seattle,Carolina,Minnesota,Arizona,Dallas,Denver,New Orleans,Kansas City,Tennessee,-4.0542615933250845
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,New England,Dallas,Philadelphia,Seattle,Tampa Bay,Minnesota,Arizona,Kansas City,Denver,Tennessee,Carolina,NY Giants,-4.054737300937048
Buffalo,Oakland,Pittsburgh,Atlanta,Cincinnati,New England,Green Bay,Philadelphia,Seattle,Carolina,Minnesota,Arizona,Dallas,Denver,New Orleans,Kansas City,Tennessee,-4.054893925579998
Buffalo,Oakland,Pittsburgh,Atlanta,Cincinnati,New England,Dallas,Philadelphia,Seattle,Carolina,New Orleans,Arizona,Green Bay,Denver,Tennessee,Kansas City,Minnesota,-4.054913616851013
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,New England,Tennessee,Atlanta,Seattle,Carolina,Minnesota,Arizona,Dallas,Denver,New Orleans,Kansas City,NY Giants,-4.0551627352392865
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,New England,Dallas,New Orleans,Seattle,Tampa Bay,Minnesota,Arizona,Kansas City,Denver,Tennessee,Carolina,NY Giants,-4.055563172430226
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,New England,Dallas,Philadelphia,Seattle,Carolina,Minnesota,Arizona,Kansas City,Denver,New Orleans,Baltimore,NY Giants,-4.055608556818418
Houston,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,Philadelphia,Seattle,Carolina,Minnesota,Arizona,Kansas City,Denver,Tennessee,New England,NY Giants,-4.055611661153009
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Miami,New England,Seattle,Carolina,Minnesota,Arizona,Dallas,Denver,New Orleans,Kansas City,NY Giants,-4.056587221075782
Buffalo,Oakland,Pittsburgh,Green Bay,NY Giants,Atlanta,Dallas,Philadelphia,Seattle,Carolina,Minnesota,Arizona,Kansas City,Cincinnati,Tennessee,Denver,New England,-4.056810410850515
Atlanta,Oakland,Pittsburgh,Arizona,Cincinnati,New England,Green Bay,Minnesota,Seattle,Carolina,New Orleans,Philadelphia,Dallas,Denver,Tennessee,Kansas City,NY Giants,-4.057739758663951
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,New England,Seattle,Carolina,Minnesota,Philadelphia,Arizona,Denver,New Orleans,Kansas City,Tennessee,-4.058176141438384
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,Baltimore,Tennessee,New England,Seattle,Carolina,Minnesota,Arizona,Dallas,Denver,New Orleans,Kansas City,NY Giants,-4.05822225237845
Atlanta,Oakland,Pittsburgh,Green Bay,Minnesota,New England,Dallas,Philadelphia,Seattle,Carolina,New Orleans,Cincinnati,Arizona,Denver,Tennessee,Kansas City,NY Giants,-4.058387171284515
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Atlanta,Dallas,Philadelphia,Seattle,Carolina,Minnesota,New England,Tennessee,Denver,Arizona,Kansas City,NY Giants,-4.058672411447358
Buffalo,Oakland,Pittsburgh,Green Bay,Minnesota,Atlanta,Dallas,Philadelphia,Seattle,Carolina,New Orleans,Arizona,Kansas City,Denver,Tennessee,Cincinnati,New England,-4.059208160217762
Buffalo,Oakland,Pittsburgh,Arizona,Cincinnati,Atlanta,Dallas,Philadelphia,Seattle,Green Bay,Minnesota,New England,Kansas City,Denver,Tennessee,Carolina,NY Giants,-4.059381440630944
Buffalo,Oakland,Pittsburgh,Green Bay,Cincinnati,Baltimore,Dallas,Atlanta,Seattle,Carolina,Minnesota,New England,Arizona,Denver,Tennessee,Kansas City,NY Giants,-4.0594528296264665
Buffalo,Oakland,Pittsburgh,Kansas City,Cincinnati,Atlanta,Green Bay,New England,Seattle,Carolina,Minnesota,Arizona,Dallas,Denver,New Orleans,Tennessee,NY Giants,-4.0596719359553965
Atlanta,Oakland,Pittsburgh,Green Bay,Cincinnati,New England,Dallas,Minnesota,Seattle,Carolina,New Orleans,Arizona,Kansas City,Denver,Tennessee,Baltimore,NY Giants,-4.05970921840245
