week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,log_prob
Seattle,Baltimore,Dallas,LA Chargers,New England,Atlanta,Green Bay,New Orleans,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,Kansas City,Houston,LA Rams,-3.9503363489837056
Seattle,Baltimore,Dallas,LA Chargers,New England,Atlanta,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Kansas City,Houston,New Orleans,Philadelphia,LA Rams,-3.980398656325808
Baltimore,Kansas City,Dallas,LA Chargers,New Orleans,New England,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,Philadelphia,Seattle,LA Rams,-3.9846347363349564
Baltimore,Kansas City,Dallas,LA Chargers,New England,Atlanta,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Philadelphia,Houston,New Orleans,Seattle,LA Rams,-3.9846379727540473
Seattle,Baltimore,Dallas,LA Chargers,New Orleans,New England,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Kansas City,Houston,Philadelphia,Atlanta,LA Rams,-3.9849324108519615
Baltimore,Kansas City,Dallas,LA Chargers,New England,Atlanta,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,New Orleans,Philadelphia,Seattle,LA Rams,-3.9861056434904576
Baltimore,Kansas City,Dallas,LA Chargers,New England,New Orleans,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,Philadelphia,Seattle,LA Rams,-3.9869301772266814
Seattle,Baltimore,Dallas,LA Chargers,New England,New Orleans,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Kansas City,Houston,Philadelphia,Atlanta,LA Rams,-3.9872278517436865
Seattle,Baltimore,Dallas,LA Chargers,New England,Atlanta,Green Bay,New Orleans,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,Kansas City,Philadelphia,LA Rams,-3.9879559243153504
Seattle,New England,Dallas,LA Chargers,New Orleans,Baltimore,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Kansas City,Houston,Philadelphia,Atlanta,LA Rams,-3.988510194271868
Baltimore,Kansas City,Dallas,LA Chargers,New England,Atlanta,Green Bay,Houston,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,New Orleans,Philadelphia,Seattle,LA Rams,-3.988564364341398
Baltimore,New England,Dallas,LA Chargers,Kansas City,Atlanta,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Philadelphia,Houston,New Orleans,Seattle,LA Rams,-3.989943510163693
Seattle,Baltimore,Dallas,LA Chargers,New England,Atlanta,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Kansas City,New Orleans,Philadelphia,Houston,LA Rams,-3.9900062586937524
Baltimore,New England,Dallas,LA Chargers,Kansas City,Atlanta,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,New Orleans,Philadelphia,Seattle,LA Rams,-3.991411180900103
Baltimore,New England,Dallas,LA Chargers,Kansas City,New Orleans,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,Philadelphia,Seattle,LA Rams,-3.992235714636327
Seattle,Kansas City,Dallas,LA Chargers,New England,Baltimore,Green Bay,New Orleans,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,Philadelphia,Atlanta,LA Rams,-3.9923195806173553
Baltimore,Kansas City,Dallas,LA Chargers,New England,Atlanta,Green Bay,New Orleans,Pittsburgh,Chicago,San Francisco,Houston,Carolina,Cleveland,Philadelphia,Seattle,LA Rams,-3.9925569434697676
Philadelphia,Kansas City,Dallas,LA Chargers,New England,Baltimore,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,New Orleans,Seattle,LA Rams,-3.9929092682998397
Baltimore,New England,Dallas,LA Chargers,Kansas City,Atlanta,Green Bay,Houston,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,New Orleans,Philadelphia,Seattle,LA Rams,-3.9938699017510437
Seattle,Baltimore,Dallas,LA Chargers,Kansas City,New England,Green Bay,New Orleans,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,Philadelphia,Atlanta,LA Rams,-3.994047334607094
Philadelphia,Baltimore,Dallas,LA Chargers,Kansas City,New England,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,New Orleans,Seattle,LA Rams,-3.9946370222895786
Baltimore,Kansas City,Dallas,LA Chargers,Philadelphia,New England,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,New Orleans,Seattle,LA Rams,-3.995453270356022
Seattle,Baltimore,Dallas,LA Chargers,Kansas City,Atlanta,Green Bay,New Orleans,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,New England,Houston,LA Rams,-3.9955792798204164
Seattle,Baltimore,Dallas,LA Chargers,Philadelphia,New England,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Kansas City,Houston,New Orleans,Atlanta,LA Rams,-3.995750944873026
Seattle,New England,Dallas,LA Chargers,Kansas City,Baltimore,Green Bay,New Orleans,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,Philadelphia,Atlanta,LA Rams,-3.997625118027001
Philadelphia,New England,Dallas,LA Chargers,Kansas City,Baltimore,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,New Orleans,Seattle,LA Rams,-3.9982148057094853
Seattle,Kansas City,Dallas,LA Chargers,New England,Baltimore,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,New Orleans,Atlanta,LA Rams,-3.9992525976128745
Seattle,New England,Dallas,LA Chargers,Philadelphia,Baltimore,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Kansas City,Houston,New Orleans,Atlanta,LA Rams,-3.999328728292933
Seattle,Baltimore,Dallas,LA Chargers,New Orleans,New England,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,Kansas City,Atlanta,LA Rams,-3.999422695837023
Seattle,Baltimore,Dallas,LA Chargers,Kansas City,New England,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,New Orleans,Atlanta,LA Rams,-4.000980351602613
Seattle,Kansas City,Dallas,LA Chargers,New England,Baltimore,Green Bay,Houston,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,New Orleans,Atlanta,LA Rams,-4.001711318463815
Seattle,Baltimore,Dallas,LA Chargers,New England,New Orleans,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,Kansas City,Atlanta,LA Rams,-4.001718136728748
Seattle,Baltimore,Dallas,LA Chargers,New Orleans,New England,Green Bay,Houston,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,Kansas City,Atlanta,LA Rams,-4.001881416687962
Seattle,Kansas City,Dallas,LA Chargers,New England,Baltimore,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,New Orleans,Houston,LA Rams,-4.002855538299164
Seattle,New England,Dallas,LA Chargers,New Orleans,Baltimore,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,Kansas City,Atlanta,LA Rams,-4.003000479256929
Seattle,Baltimore,Dallas,LA Chargers,New Orleans,New England,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,Kansas City,Houston,LA Rams,-4.003025636523312
Seattle,Baltimore,Dallas,LA Chargers,Philadelphia,New England,Green Bay,New Orleans,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,Kansas City,Atlanta,LA Rams,-4.003308212862568
Seattle,Baltimore,Dallas,LA Chargers,Kansas City,New England,Green Bay,Houston,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,New Orleans,Atlanta,LA Rams,-4.003439072453554
Seattle,Baltimore,Dallas,LA Chargers,New England,New Orleans,Green Bay,Houston,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,Kansas City,Atlanta,LA Rams,-4.004176857579687
Seattle,New England,Dallas,LA Chargers,Kansas City,Baltimore,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,New Orleans,Atlanta,LA Rams,-4.00455813502252
Seattle,Baltimore,Dallas,LA Chargers,Kansas City,New England,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,New Orleans,Houston,LA Rams,-4.004583292288903
Seattle,Baltimore,Dallas,LA Chargers,New England,New Orleans,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,Kansas City,Houston,LA Rams,-4.005321077415037
Seattle,New England,Dallas,LA Chargers,New Orleans,Baltimore,Green Bay,Houston,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,Kansas City,Atlanta,LA Rams,-4.005459200107869
Seattle,New England,Dallas,LA Chargers,New Orleans,Baltimore,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,Kansas City,Houston,LA Rams,-4.006603419943219
Seattle,New England,Dallas,LA Chargers,Philadelphia,Baltimore,Green Bay,New Orleans,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,Kansas City,Atlanta,LA Rams,-4.006885996282475
Seattle,New England,Dallas,LA Chargers,Kansas City,Baltimore,Green Bay,Houston,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,New Orleans,Atlanta,LA Rams,-4.00701685587346
Seattle,New England,Dallas,LA Chargers,Kansas City,Baltimore,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,New Orleans,Houston,LA Rams,-4.008161075708809
Philadelphia,Kansas City,Dallas,LA Chargers,New England,Atlanta,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,New Orleans,Seattle,LA Rams,-4.023806503322051
Baltimore,Kansas City,Dallas,LA Chargers,New England,Atlanta,Green Bay,New Orleans,Pittsburgh,Chicago,San Francisco,Houston,Carolina,Philadelphia,Cleveland,Seattle,LA Rams,-4.028256602263867
Philadelphia,New England,Dallas,LA Chargers,Kansas City,Atlanta,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,New Orleans,Seattle,LA Rams,-4.029112040731697
Baltimore,New England,Dallas,LA Chargers,Kansas City,Atlanta,Green Bay,New Orleans,Pittsburgh,Chicago,San Francisco,Houston,Carolina,Philadelphia,Cleveland,Seattle,LA Rams,-4.033562139673513
Seattle,Kansas City,Dallas,LA Chargers,New England,Atlanta,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,New Orleans,Houston,LA Rams,-4.033752773321376
Seattle,Baltimore,Dallas,LA Chargers,New England,Atlanta,Green Bay,New Orleans,Pittsburgh,Chicago,San Francisco,Cleveland,Kansas City,Houston,Philadelphia,Carolina,LA Rams,-4.036995110954257
Baltimore,Kansas City,Dallas,LA Chargers,New England,Atlanta,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,New Orleans,Houston,LA Rams,-4.038951814999387
Seattle,New England,Dallas,LA Chargers,Kansas City,Atlanta,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,New Orleans,Houston,LA Rams,-4.039058310731021
Seattle,Kansas City,Dallas,LA Chargers,New England,Baltimore,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,New Orleans,Philadelphia,LA Rams,-4.040475113630809
Seattle,Baltimore,Dallas,LA Chargers,Kansas City,New England,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,New Orleans,Philadelphia,LA Rams,-4.0422028676205475
Seattle,Baltimore,Dallas,LA Chargers,New England,Atlanta,Green Bay,New Orleans,Pittsburgh,Chicago,San Francisco,Cleveland,Kansas City,Minnesota,Philadelphia,Houston,LA Rams,-4.043622492459133
Seattle,Baltimore,Dallas,LA Chargers,New England,Atlanta,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Kansas City,Philadelphia,New Orleans,Carolina,LA Rams,-4.043928127949776
Baltimore,New England,Dallas,LA Chargers,Kansas City,Atlanta,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,New Orleans,Houston,LA Rams,-4.044257352409033
Seattle,Kansas City,Dallas,LA Chargers,New England,Baltimore,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Philadelphia,Houston,New Orleans,Atlanta,LA Rams,-4.045012104576053
Seattle,Baltimore,Dallas,LA Chargers,New Orleans,New England,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Philadelphia,Houston,Kansas City,Atlanta,LA Rams,-4.045182202800202
Seattle,New England,Dallas,LA Chargers,Kansas City,Baltimore,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,New Orleans,Philadelphia,LA Rams,-4.045780651040454
Seattle,Baltimore,Dallas,LA Chargers,New England,Atlanta,Green Bay,Houston,Pittsburgh,Chicago,San Francisco,Cleveland,Kansas City,Philadelphia,New Orleans,Carolina,LA Rams,-4.046386848800717
Seattle,Kansas City,Dallas,LA Chargers,New England,Baltimore,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,New Orleans,Philadelphia,Atlanta,LA Rams,-4.046479775312464
Seattle,Baltimore,Dallas,LA Chargers,Kansas City,New England,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Philadelphia,Houston,New Orleans,Atlanta,LA Rams,-4.046739858565792
Seattle,Kansas City,Dallas,LA Chargers,Philadelphia,Baltimore,Green Bay,New Orleans,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,New England,Atlanta,LA Rams,-4.046823389709541
Seattle,Baltimore,Dallas,LA Chargers,New England,New Orleans,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Philadelphia,Houston,Kansas City,Atlanta,LA Rams,-4.047477643691927
Seattle,Baltimore,Dallas,LA Chargers,Kansas City,New England,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,New Orleans,Philadelphia,Atlanta,LA Rams,-4.048207529302203
Seattle,New England,Dallas,LA Chargers,New Orleans,Baltimore,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Philadelphia,Houston,Kansas City,Atlanta,LA Rams,-4.048759986220109
Seattle,Kansas City,Dallas,LA Chargers,New England,Baltimore,Green Bay,Houston,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,New Orleans,Philadelphia,Atlanta,LA Rams,-4.048938496163404
Seattle,Kansas City,Dallas,LA Chargers,New England,Baltimore,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,New Orleans,Philadelphia,Houston,LA Rams,-4.050082715998753
Seattle,Baltimore,Dallas,LA Chargers,New England,Atlanta,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Philadelphia,New Orleans,Kansas City,Houston,LA Rams,-4.050256050641993
Seattle,New England,Dallas,LA Chargers,Kansas City,Baltimore,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Philadelphia,Houston,New Orleans,Atlanta,LA Rams,-4.050317641985699
Seattle,Baltimore,Dallas,LA Chargers,Kansas City,New England,Green Bay,Houston,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,New Orleans,Philadelphia,Atlanta,LA Rams,-4.050666250153143
Seattle,New England,Dallas,LA Chargers,Kansas City,Baltimore,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,New Orleans,Philadelphia,Atlanta,LA Rams,-4.051785312722109
Seattle,Baltimore,Dallas,LA Chargers,Kansas City,New England,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,New Orleans,Philadelphia,Houston,LA Rams,-4.051810469988492
Seattle,Kansas City,Dallas,LA Chargers,New England,Baltimore,Green Bay,New Orleans,Pittsburgh,Chicago,San Francisco,Houston,Carolina,Cleveland,Philadelphia,Atlanta,LA Rams,-4.052931075291774
Seattle,New England,Dallas,LA Chargers,Kansas City,Baltimore,Green Bay,Houston,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,New Orleans,Philadelphia,Atlanta,LA Rams,-4.05424403357305
Seattle,Baltimore,Dallas,LA Chargers,Kansas City,New England,Green Bay,New Orleans,Pittsburgh,Chicago,San Francisco,Houston,Carolina,Cleveland,Philadelphia,Atlanta,LA Rams,-4.054658829281513
Seattle,New England,Dallas,LA Chargers,Kansas City,Baltimore,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,New Orleans,Philadelphia,Houston,LA Rams,-4.055388253408399
Seattle,Baltimore,Dallas,LA Chargers,New England,Atlanta,Green Bay,New Orleans,Pittsburgh,Chicago,San Francisco,Cleveland,Kansas City,Tennessee,Philadelphia,Houston,LA Rams,-4.057007226559411
Seattle,Baltimore,Dallas,LA Chargers,Philadelphia,New England,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,New Orleans,Kansas City,Atlanta,LA Rams,-4.057468407557677
Seattle,New England,Dallas,LA Chargers,Kansas City,Baltimore,Green Bay,New Orleans,Pittsburgh,Chicago,San Francisco,Houston,Carolina,Cleveland,Philadelphia,Atlanta,LA Rams,-4.058236612701419
Seattle,Baltimore,Dallas,LA Chargers,Philadelphia,New England,Green Bay,Houston,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,New Orleans,Kansas City,Atlanta,LA Rams,-4.059927128408617
Seattle,New England,Dallas,LA Chargers,Philadelphia,Baltimore,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,New Orleans,Kansas City,Atlanta,LA Rams,-4.061046190977583
Seattle,Baltimore,Dallas,LA Chargers,Philadelphia,New England,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,New Orleans,Kansas City,Houston,LA Rams,-4.061071348243966
Seattle,New England,Dallas,LA Chargers,Philadelphia,Baltimore,Green Bay,Houston,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,New Orleans,Kansas City,Atlanta,LA Rams,-4.063504911828524
Seattle,Baltimore,Dallas,LA Chargers,New England,Atlanta,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Kansas City,Houston,Philadelphia,New Orleans,LA Rams,-4.063845417962341
Seattle,Baltimore,Dallas,LA Chargers,Philadelphia,New England,Green Bay,New Orleans,Pittsburgh,Chicago,San Francisco,Houston,Carolina,Cleveland,Kansas City,Atlanta,LA Rams,-4.063919707536987
Seattle,Baltimore,Dallas,LA Chargers,New Orleans,LA Rams,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Kansas City,Houston,Philadelphia,Atlanta,New England,-4.064179116498065
Seattle,New England,Dallas,LA Chargers,Philadelphia,Baltimore,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,New Orleans,Kansas City,Houston,LA Rams,-4.064649131663873
Seattle,Baltimore,Dallas,LA Chargers,Kansas City,Atlanta,New England,New Orleans,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Green Bay,Philadelphia,Houston,LA Rams,-4.067035741196292
Seattle,New England,Dallas,LA Chargers,Philadelphia,Baltimore,Green Bay,New Orleans,Pittsburgh,Chicago,San Francisco,Houston,Carolina,Cleveland,Kansas City,Atlanta,LA Rams,-4.067497490956893
Seattle,Kansas City,Minnesota,LA Chargers,New England,Baltimore,Green Bay,New Orleans,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,Philadelphia,Atlanta,LA Rams,-4.070476461502564
Seattle,Baltimore,Dallas,LA Chargers,New England,Atlanta,Green Bay,Pittsburgh,Kansas City,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,New Orleans,Houston,LA Rams,-4.0710530021473295
Seattle,Baltimore,Minnesota,LA Chargers,Kansas City,New England,Green Bay,New Orleans,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,Philadelphia,Atlanta,LA Rams,-4.072204215492303
Seattle,Baltimore,Dallas,LA Chargers,Kansas City,LA Rams,Green Bay,New Orleans,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,Philadelphia,Atlanta,New England,-4.073294040253199
Seattle,Baltimore,Dallas,LA Chargers,Philadelphia,LA Rams,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Kansas City,Houston,New Orleans,Atlanta,New England,-4.074997650519131
Seattle,New England,Minnesota,LA Chargers,Kansas City,Baltimore,Green Bay,New Orleans,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,Philadelphia,Atlanta,LA Rams,-4.07578199891221
Seattle,Kansas City,Dallas,LA Chargers,New Orleans,New England,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,Philadelphia,Atlanta,LA Rams,-4.0759061031791735
Seattle,Baltimore,Minnesota,LA Chargers,New England,Atlanta,Green Bay,New Orleans,Pittsburgh,Chicago,San Francisco,Cleveland,Kansas City,Houston,Philadelphia,LA Rams,Dallas,-4.077539923263929
Seattle,Kansas City,Dallas,LA Chargers,New England,New Orleans,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,Philadelphia,Atlanta,LA Rams,-4.078201544070899
Seattle,Kansas City,Dallas,LA Chargers,New England,Baltimore,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,Philadelphia,Atlanta,LA Rams,-4.078330558512743
Baltimore,Kansas City,Dallas,LA Chargers,New England,Atlanta,Green Bay,Pittsburgh,Seattle,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,New Orleans,Houston,LA Rams,-4.079758147863863
Seattle,Kansas City,Minnesota,LA Chargers,New England,Baltimore,Green Bay,Houston,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,New Orleans,Atlanta,LA Rams,-4.079868199349024
Seattle,Baltimore,Dallas,LA Chargers,Kansas City,New England,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,Philadelphia,Atlanta,LA Rams,-4.080058312502482
Seattle,Baltimore,Dallas,LA Chargers,Kansas City,LA Rams,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,New Orleans,Atlanta,New England,-4.080227057248718
Seattle,Kansas City,Dallas,LA Chargers,New England,Atlanta,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,New Orleans,Philadelphia,Houston,LA Rams,-4.080979951020965
Baltimore,Kansas City,Dallas,LA Chargers,New Orleans,New England,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,Philadelphia,Atlanta,LA Rams,-4.081105144857186
Seattle,Baltimore,Minnesota,LA Chargers,Kansas City,New England,Green Bay,Houston,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,New Orleans,Atlanta,LA Rams,-4.081595953338763
Seattle,Baltimore,Dallas,LA Chargers,Philadelphia,LA Rams,Green Bay,New Orleans,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,Kansas City,Atlanta,New England,-4.082554918508673
Seattle,Baltimore,Dallas,LA Chargers,Kansas City,LA Rams,Green Bay,Houston,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,New Orleans,Atlanta,New England,-4.082685778099657
Baltimore,Kansas City,Dallas,LA Chargers,New England,New Orleans,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,Philadelphia,Atlanta,LA Rams,-4.083400585748911
Seattle,New England,Dallas,LA Chargers,Kansas City,New Orleans,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,Philadelphia,Atlanta,LA Rams,-4.083507081480545
Seattle,New England,Dallas,LA Chargers,Kansas City,Baltimore,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Houston,Philadelphia,Atlanta,LA Rams,-4.0836360959223885
Seattle,Baltimore,Dallas,LA Chargers,Kansas City,LA Rams,Green Bay,Minnesota,Pittsburgh,Chicago,San Francisco,Cleveland,Carolina,Philadelphia,New Orleans,Houston,New England,-4.083829997935007
