week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,log_prob
Philadelphia,Tennessee,Cleveland,Baltimore,San Francisco,Indianapolis,New Orleans,Kansas City,Arizona,Pittsburgh,LA Chargers,Dallas,Minnesota,Seattle,Green Bay,Tampa Bay,New England,-3.9017243392155163
Indianapolis,Tennessee,Philadelphia,Baltimore,San Francisco,New England,New Orleans,Kansas City,Arizona,Tampa Bay,Pittsburgh,Dallas,Minnesota,Seattle,Green Bay,LA Chargers,Buffalo,-3.901825235408287
New England,Tennessee,Philadelphia,Baltimore,San Francisco,Indianapolis,New Orleans,Kansas City,Arizona,Green Bay,Pittsburgh,Dallas,Minnesota,Seattle,LA Rams,Tampa Bay,Buffalo,-3.902001414938471
Pittsburgh,Buffalo,Philadelphia,Baltimore,San Francisco,Indianapolis,New Orleans,Kansas City,Arizona,Green Bay,LA Chargers,Dallas,Minnesota,Tennessee,LA Rams,Tampa Bay,New England,-3.902105626607256
Buffalo,Tennessee,Philadelphia,Baltimore,San Francisco,New England,New Orleans,Kansas City,Arizona,Pittsburgh,LA Chargers,Dallas,Minnesota,Seattle,Green Bay,Tampa Bay,Indianapolis,-3.903148205335157
Pittsburgh,Tennessee,Philadelphia,Baltimore,San Francisco,Indianapolis,New Orleans,Kansas City,Arizona,Green Bay,Tampa Bay,Dallas,Minnesota,Seattle,LA Rams,Cleveland,New England,-3.9031778631309133
Indianapolis,Tennessee,Philadelphia,Seattle,San Francisco,New England,New Orleans,Kansas City,Arizona,Tampa Bay,LA Chargers,Minnesota,Pittsburgh,Dallas,Green Bay,Baltimore,Buffalo,-3.9033861018151583
New England,Tennessee,Philadelphia,Baltimore,San Francisco,Pittsburgh,New Orleans,Kansas City,Arizona,Green Bay,LA Chargers,Dallas,Minnesota,Seattle,LA Rams,Tampa Bay,Indianapolis,-3.90420771900142
Indianapolis,Tennessee,Philadelphia,Baltimore,San Francisco,New England,New Orleans,Kansas City,Arizona,Pittsburgh,Tampa Bay,Dallas,Minnesota,Seattle,Green Bay,LA Chargers,Buffalo,-3.9047439066227545
Pittsburgh,Tennessee,Philadelphia,Baltimore,San Francisco,Indianapolis,New Orleans,Kansas City,Arizona,Tampa Bay,LA Chargers,Dallas,Minnesota,Seattle,New England,Cleveland,Buffalo,-3.9049685238812883
Buffalo,Tennessee,Philadelphia,Baltimore,San Francisco,Indianapolis,New Orleans,Kansas City,Arizona,Tampa Bay,Pittsburgh,Dallas,Minnesota,Seattle,Green Bay,LA Chargers,New England,-3.9059342933835057
Pittsburgh,Buffalo,Philadelphia,Baltimore,San Francisco,Indianapolis,New Orleans,Kansas City,Tennessee,Green Bay,LA Chargers,Dallas,Minnesota,Seattle,LA Rams,Tampa Bay,New England,-3.9060693088218357
Pittsburgh,Tennessee,Philadelphia,Baltimore,San Francisco,Indianapolis,New Orleans,Kansas City,Arizona,Green Bay,LA Chargers,Dallas,Minnesota,Seattle,New England,Cleveland,Buffalo,-3.9067429001995087
Pittsburgh,Tennessee,Philadelphia,Baltimore,San Francisco,New England,New Orleans,Kansas City,Arizona,Tampa Bay,LA Chargers,Dallas,Minnesota,Seattle,Green Bay,Cleveland,Indianapolis,-3.9077336390097988
Pittsburgh,Tampa Bay,Philadelphia,Baltimore,San Francisco,Indianapolis,New Orleans,Kansas City,Arizona,Green Bay,LA Chargers,Dallas,Minnesota,Tennessee,New England,Cleveland,Buffalo,-3.908165380178621
Pittsburgh,Tennessee,Philadelphia,Baltimore,San Francisco,Indianapolis,New Orleans,Kansas City,Arizona,Tampa Bay,LA Chargers,Dallas,Minnesota,Seattle,Green Bay,Cleveland,Buffalo,-3.908220886365382
Buffalo,Tennessee,Philadelphia,Baltimore,San Francisco,Indianapolis,New Orleans,Kansas City,Arizona,Pittsburgh,Tampa Bay,Dallas,Minnesota,Seattle,Green Bay,LA Chargers,New England,-3.908852964597973
Indianapolis,Tennessee,Philadelphia,Baltimore,San Francisco,New England,New Orleans,Kansas City,Arizona,Green Bay,LA Chargers,Dallas,Minnesota,Seattle,Pittsburgh,Tampa Bay,Buffalo,-3.9101297718628185
Pittsburgh,Tennessee,Philadelphia,Baltimore,San Francisco,New England,New Orleans,Kansas City,Arizona,Green Bay,Tampa Bay,Dallas,Minnesota,Seattle,LA Rams,LA Chargers,Indianapolis,-3.9108351254190823
Indianapolis,Tennessee,Philadelphia,Baltimore,San Francisco,New England,New Orleans,Kansas City,Arizona,Tampa Bay,LA Chargers,Dallas,Minnesota,Seattle,Green Bay,Cleveland,Buffalo,-3.9110487222246206
Philadelphia,Tennessee,Cleveland,Baltimore,San Francisco,Indianapolis,New Orleans,Kansas City,Arizona,Green Bay,LA Chargers,Dallas,Minnesota,Seattle,LA Rams,Tampa Bay,New England,-3.911130641226666
Pittsburgh,Tennessee,Philadelphia,Baltimore,San Francisco,Indianapolis,New Orleans,Kansas City,Arizona,Green Bay,Tampa Bay,Dallas,Minnesota,Seattle,LA Rams,LA Chargers,Buffalo,-3.9113223727746655
Indianapolis,Tennessee,Philadelphia,Baltimore,San Francisco,Pittsburgh,New Orleans,Kansas City,Arizona,Tampa Bay,LA Chargers,Dallas,Minnesota,Seattle,LA Rams,Cleveland,New England,-3.9116551656916925
Pittsburgh,Tampa Bay,Philadelphia,Baltimore,San Francisco,Indianapolis,New Orleans,Kansas City,Tennessee,Green Bay,LA Chargers,Dallas,Minnesota,Seattle,New England,Cleveland,Buffalo,-3.9121290623932006
New England,Tennessee,Philadelphia,Baltimore,San Francisco,Indianapolis,New Orleans,Kansas City,Arizona,Tampa Bay,Pittsburgh,Dallas,Minnesota,Seattle,Green Bay,LA Chargers,Buffalo,-3.9122619500801723
Pittsburgh,Tennessee,New England,Baltimore,San Francisco,Indianapolis,New Orleans,Kansas City,Arizona,Green Bay,LA Chargers,Dallas,Minnesota,Seattle,LA Rams,Tampa Bay,Buffalo,-3.9123130003584654
Buffalo,Tennessee,Philadelphia,Baltimore,San Francisco,New England,New Orleans,Kansas City,Arizona,Green Bay,LA Chargers,Dallas,Minnesota,Seattle,LA Rams,Tampa Bay,Indianapolis,-3.912554507346307
Pittsburgh,Tampa Bay,Philadelphia,Baltimore,San Francisco,Indianapolis,New Orleans,Kansas City,Atlanta,Green Bay,LA Chargers,Dallas,Minnesota,Seattle,LA Rams,Cleveland,New England,-3.9132162858962656
Indianapolis,Tennessee,Philadelphia,Baltimore,San Francisco,Pittsburgh,New Orleans,Kansas City,Arizona,Green Bay,LA Chargers,Dallas,Minnesota,Seattle,LA Rams,Cleveland,New England,-3.9134295420099128
Pittsburgh,Buffalo,Philadelphia,Baltimore,San Francisco,Indianapolis,New Orleans,Kansas City,Arizona,Green Bay,LA Chargers,Dallas,Minnesota,Seattle,LA Rams,Tampa Bay,New England,-3.9137156174661887
Indianapolis,Tennessee,Philadelphia,Baltimore,San Francisco,New England,New Orleans,Kansas City,Arizona,Green Bay,Tampa Bay,Dallas,Minnesota,Seattle,LA Rams,LA Chargers,Buffalo,-3.914150208633904
Buffalo,Tennessee,Philadelphia,Baltimore,San Francisco,Indianapolis,New Orleans,Kansas City,Arizona,Green Bay,LA Chargers,Dallas,Minnesota,Seattle,Pittsburgh,Tampa Bay,New England,-3.914238829838037
Indianapolis,Tampa Bay,Philadelphia,Baltimore,San Francisco,Pittsburgh,New Orleans,Kansas City,Arizona,Green Bay,LA Chargers,Dallas,Minnesota,Tennessee,LA Rams,Cleveland,New England,-3.914852021989025
Indianapolis,Tennessee,Philadelphia,Baltimore,San Francisco,Pittsburgh,New Orleans,Kansas City,New England,Green Bay,LA Chargers,Dallas,Minnesota,Seattle,LA Rams,Tampa Bay,Buffalo,-3.914935791431793
Buffalo,Tennessee,Philadelphia,Baltimore,San Francisco,Indianapolis,New Orleans,Kansas City,Arizona,Tampa Bay,LA Chargers,Dallas,Minnesota,Seattle,Green Bay,Cleveland,New England,-3.915157780199839
New England,Tennessee,Philadelphia,Baltimore,San Francisco,Indianapolis,New Orleans,Kansas City,Arizona,Pittsburgh,Tampa Bay,Dallas,Minnesota,Seattle,Green Bay,LA Chargers,Buffalo,-3.91518062129464
Pittsburgh,Tennessee,Philadelphia,Baltimore,San Francisco,Indianapolis,New Orleans,Kansas City,Atlanta,Green Bay,LA Chargers,Dallas,Minnesota,Seattle,Buffalo,Tampa Bay,New England,-3.916102613078044
Indianapolis,Tennessee,Philadelphia,Baltimore,San Francisco,New England,New Orleans,Kansas City,Atlanta,Green Bay,Pittsburgh,Dallas,Minnesota,Seattle,LA Rams,Tampa Bay,Buffalo,-3.916657752136767
Pittsburgh,Tennessee,Cleveland,Baltimore,San Francisco,Indianapolis,New Orleans,Kansas City,Atlanta,Green Bay,LA Chargers,Dallas,Minnesota,Seattle,LA Rams,Tampa Bay,New England,-3.9169655582428278
Philadelphia,Tennessee,Cleveland,Baltimore,San Francisco,Indianapolis,New Orleans,Kansas City,Arizona,Pittsburgh,LA Chargers,Dallas,Minnesota,Seattle,LA Rams,Tampa Bay,New England,-3.917005227724142
Indianapolis,Tennessee,Philadelphia,Baltimore,San Francisco,New England,New Orleans,Kansas City,Arizona,Tampa Bay,Pittsburgh,Dallas,Minnesota,Seattle,LA Rams,LA Chargers,Buffalo,-3.9171061239169127
Pittsburgh,Tennessee,Philadelphia,Baltimore,San Francisco,Indianapolis,New Orleans,Kansas City,Atlanta,Green Bay,Tampa Bay,Dallas,Minnesota,Seattle,New England,LA Chargers,Buffalo,-3.9178821736521274
Pittsburgh,Tennessee,Philadelphia,Baltimore,San Francisco,Indianapolis,New Orleans,Cleveland,Kansas City,Green Bay,LA Chargers,Dallas,Minnesota,Seattle,LA Rams,Tampa Bay,New England,-3.917948819169627
Buffalo,Tennessee,Philadelphia,Baltimore,San Francisco,Indianapolis,New Orleans,Kansas City,Arizona,Green Bay,Tampa Bay,Dallas,Minnesota,Seattle,LA Rams,LA Chargers,New England,-3.9182592666091227
Buffalo,Tennessee,Philadelphia,Baltimore,San Francisco,New England,New Orleans,Kansas City,Arizona,Pittsburgh,LA Chargers,Dallas,Minnesota,Seattle,LA Rams,Tampa Bay,Indianapolis,-3.9184290938437827
Indianapolis,Tennessee,Philadelphia,Baltimore,San Francisco,New England,New Orleans,Kansas City,Arizona,Pittsburgh,LA Chargers,Dallas,Minnesota,Seattle,Green Bay,Cleveland,Buffalo,-3.918697685040317
Indianapolis,Tampa Bay,Philadelphia,Baltimore,San Francisco,Pittsburgh,New Orleans,Kansas City,Tennessee,Green Bay,LA Chargers,Dallas,Minnesota,Seattle,LA Rams,Cleveland,New England,-3.9188157042036047
Indianapolis,Tennessee,Philadelphia,Baltimore,San Francisco,New England,New Orleans,Kansas City,Arizona,Green Bay,Pittsburgh,Dallas,Minnesota,Seattle,LA Rams,LA Chargers,Buffalo,-3.918880500235133
Indianapolis,Tennessee,Philadelphia,Baltimore,San Francisco,Pittsburgh,New Orleans,Kansas City,Atlanta,Green Bay,LA Chargers,Dallas,Minnesota,Seattle,LA Rams,Tampa Bay,Buffalo,-3.919351303555299
Pittsburgh,Tennessee,Philadelphia,Baltimore,San Francisco,Indianapolis,New Orleans,Tampa Bay,Kansas City,Green Bay,LA Chargers,Dallas,Minnesota,Seattle,New England,Cleveland,Buffalo,-3.919516564393534
Pittsburgh,Tampa Bay,Philadelphia,Baltimore,San Francisco,Indianapolis,New Orleans,Kansas City,Arizona,Green Bay,LA Chargers,Dallas,Minnesota,Seattle,New England,Cleveland,Buffalo,-3.9197753710375536
Pittsburgh,Tennessee,Philadelphia,Baltimore,San Francisco,New England,New Orleans,Kansas City,Atlanta,Green Bay,LA Chargers,Dallas,Minnesota,Seattle,Indianapolis,Tampa Bay,Buffalo,-3.919825506880687
Indianapolis,Tennessee,Philadelphia,Baltimore,San Francisco,New England,New Orleans,Kansas City,Arizona,Pittsburgh,Tampa Bay,Dallas,Minnesota,Seattle,LA Rams,LA Chargers,Buffalo,-3.92002479513138
Indianapolis,Tampa Bay,Philadelphia,Baltimore,San Francisco,New England,New Orleans,Kansas City,Arizona,Pittsburgh,LA Chargers,Dallas,Minnesota,Tennessee,Green Bay,Cleveland,Buffalo,-3.920120165019429
Indianapolis,Tampa Bay,Philadelphia,Baltimore,San Francisco,New England,New Orleans,Kansas City,Arizona,Green Bay,Pittsburgh,Dallas,Minnesota,Tennessee,LA Rams,LA Chargers,Buffalo,-3.920302980214245
New England,Tennessee,Philadelphia,Baltimore,San Francisco,Indianapolis,New Orleans,Kansas City,Arizona,Green Bay,LA Chargers,Dallas,Minnesota,Seattle,Pittsburgh,Tampa Bay,Buffalo,-3.920566486534704
Pittsburgh,Tennessee,Philadelphia,Baltimore,San Francisco,New England,New Orleans,Kansas City,Atlanta,Green Bay,LA Chargers,Dallas,Minnesota,Seattle,LA Rams,Tampa Bay,Buffalo,-3.920760115668484
Buffalo,Tennessee,Philadelphia,Baltimore,San Francisco,Indianapolis,New Orleans,Kansas City,Atlanta,Green Bay,Pittsburgh,Dallas,Minnesota,Seattle,LA Rams,Tampa Bay,New England,-3.9207668101119855
Buffalo,Tennessee,Philadelphia,Baltimore,San Francisco,Indianapolis,New Orleans,Kansas City,Arizona,Tampa Bay,Pittsburgh,Dallas,Minnesota,Seattle,LA Rams,LA Chargers,New England,-3.9212151818921313
Indianapolis,Tennessee,Philadelphia,Baltimore,San Francisco,Pittsburgh,New Orleans,Kansas City,Atlanta,Tampa Bay,LA Chargers,Dallas,Minnesota,Seattle,Green Bay,Cleveland,New England,-3.921467329053248
