week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,log_prob
Detroit,Philadelphia,Minnesota,New England,Cincinnati,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,Baltimore,LA Chargers,Jacksonville,New Orleans,Denver,Dallas,LA Rams,-4.004646594580078
Detroit,LA Chargers,Minnesota,New Orleans,Cincinnati,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,Philadelphia,Jacksonville,Washington,Denver,New England,Baltimore,-4.005074576334069
Detroit,Philadelphia,Minnesota,New England,Cincinnati,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,LA Chargers,Jacksonville,New Orleans,Denver,Dallas,Baltimore,-4.005341851192468
Detroit,LA Chargers,Minnesota,New Orleans,Carolina,Houston,Atlanta,Pittsburgh,Dallas,Green Bay,LA Rams,Philadelphia,Jacksonville,Washington,Denver,New England,Baltimore,-4.0115990825259935
Detroit,LA Chargers,Minnesota,Green Bay,Cincinnati,Houston,Atlanta,Pittsburgh,Carolina,LA Rams,Baltimore,Philadelphia,Jacksonville,New Orleans,Denver,Dallas,New England,-4.013167352943353
New Orleans,Washington,Minnesota,New England,Cincinnati,LA Chargers,Atlanta,Pittsburgh,Carolina,Green Bay,Baltimore,Philadelphia,Jacksonville,Houston,Denver,Dallas,LA Rams,-4.019159703242512
New Orleans,Washington,Minnesota,New England,Cincinnati,LA Chargers,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,Philadelphia,Jacksonville,Houston,Denver,Dallas,Baltimore,-4.019854959854904
Detroit,New Orleans,Minnesota,Green Bay,New England,Houston,Atlanta,Pittsburgh,Carolina,NY Jets,Baltimore,Philadelphia,Jacksonville,LA Chargers,Denver,Dallas,LA Rams,-4.019913616579394
Detroit,New Orleans,Minnesota,LA Chargers,Cincinnati,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,Philadelphia,Jacksonville,Washington,Denver,New England,Baltimore,-4.0200042005343875
Detroit,New Orleans,Minnesota,Green Bay,New England,Houston,Atlanta,Pittsburgh,Carolina,NY Jets,LA Rams,Philadelphia,Jacksonville,LA Chargers,Denver,Dallas,Baltimore,-4.020608873191785
Detroit,New Orleans,Minnesota,New England,Cincinnati,Philadelphia,Atlanta,Pittsburgh,Carolina,Green Bay,Baltimore,LA Chargers,Jacksonville,Houston,Denver,Dallas,LA Rams,-4.022808063058012
Detroit,New Orleans,Minnesota,New England,Cincinnati,Philadelphia,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,LA Chargers,Jacksonville,Houston,Denver,Dallas,Baltimore,-4.023503319670402
Detroit,New Orleans,Minnesota,LA Chargers,Carolina,Houston,Atlanta,Pittsburgh,Dallas,Green Bay,LA Rams,Philadelphia,Jacksonville,Washington,Denver,New England,Baltimore,-4.026528706726312
Detroit,LA Chargers,Minnesota,New Orleans,Cincinnati,New England,Atlanta,Pittsburgh,Carolina,Green Bay,Baltimore,Philadelphia,Jacksonville,Houston,Denver,Dallas,LA Rams,-4.030685445382667
Detroit,LA Chargers,Minnesota,New Orleans,Cincinnati,New England,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,Philadelphia,Jacksonville,Houston,Denver,Dallas,Baltimore,-4.031380701995057
Baltimore,LA Chargers,Minnesota,New England,Cincinnati,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,Philadelphia,Jacksonville,New Orleans,Denver,Dallas,Tennessee,-4.03295677758173
Detroit,LA Chargers,Minnesota,Green Bay,New England,Houston,Atlanta,Pittsburgh,Carolina,LA Rams,Baltimore,Philadelphia,Jacksonville,New Orleans,Denver,Dallas,Tennessee,-4.036238457346555
Detroit,LA Chargers,Minnesota,Green Bay,Cincinnati,Houston,Atlanta,Pittsburgh,Carolina,New England,LA Rams,Philadelphia,Jacksonville,New Orleans,Denver,Dallas,Baltimore,-4.036360378073363
Detroit,Washington,Minnesota,New Orleans,New England,Philadelphia,Atlanta,Pittsburgh,Carolina,Green Bay,Baltimore,LA Chargers,Jacksonville,Houston,Denver,Dallas,LA Rams,-4.0374916589440275
Detroit,Washington,Minnesota,New Orleans,New England,Philadelphia,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,LA Chargers,Jacksonville,Houston,Denver,Dallas,Baltimore,-4.038186915556419
Detroit,New Orleans,Minnesota,New England,Tennessee,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,Baltimore,Philadelphia,Jacksonville,LA Chargers,Denver,Dallas,LA Rams,-4.039740082297443
Detroit,New Orleans,Minnesota,New England,Tennessee,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,Philadelphia,Jacksonville,LA Chargers,Denver,Dallas,Baltimore,-4.040435338909833
Detroit,New Orleans,Minnesota,Green Bay,New England,LA Chargers,Atlanta,Pittsburgh,Carolina,NY Jets,Baltimore,Philadelphia,Jacksonville,Houston,Denver,Dallas,LA Rams,-4.042332543671921
Detroit,LA Chargers,Minnesota,Jacksonville,New England,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,Baltimore,Philadelphia,Tennessee,New Orleans,Denver,Dallas,LA Rams,-4.042568381955208
Detroit,New Orleans,Minnesota,Green Bay,New England,LA Chargers,Atlanta,Pittsburgh,Carolina,NY Jets,LA Rams,Philadelphia,Jacksonville,Houston,Denver,Dallas,Baltimore,-4.043027800284311
Detroit,LA Chargers,Minnesota,Jacksonville,New England,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,Philadelphia,Tennessee,New Orleans,Denver,Dallas,Baltimore,-4.043263638567598
Detroit,New Orleans,Minnesota,New England,LA Chargers,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,Baltimore,Philadelphia,Jacksonville,Washington,Denver,Dallas,LA Rams,-4.043423778955796
Detroit,New Orleans,Minnesota,New England,LA Chargers,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,Philadelphia,Jacksonville,Washington,Denver,Dallas,Baltimore,-4.044119035568186
Detroit,LA Chargers,Minnesota,New Orleans,New England,Houston,Atlanta,Oakland,Carolina,Green Bay,Baltimore,Philadelphia,Jacksonville,Pittsburgh,Denver,Dallas,LA Rams,-4.044222438915814
Detroit,LA Chargers,Minnesota,New Orleans,New England,Houston,Atlanta,Oakland,Carolina,Green Bay,LA Rams,Philadelphia,Jacksonville,Pittsburgh,Denver,Dallas,Baltimore,-4.044917695528205
Detroit,New Orleans,Minnesota,Jacksonville,New England,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,Baltimore,Philadelphia,Seattle,LA Chargers,Denver,Dallas,LA Rams,-4.052085256748575
Detroit,New Orleans,Minnesota,Jacksonville,New England,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,Philadelphia,Seattle,LA Chargers,Denver,Dallas,Baltimore,-4.0527805133609665
Detroit,LA Chargers,Minnesota,Green Bay,Cincinnati,Houston,Atlanta,Pittsburgh,Carolina,LA Rams,Baltimore,Philadelphia,Jacksonville,New Orleans,Denver,New England,Dallas,-4.052900604145264
Detroit,New Orleans,Minnesota,Jacksonville,New England,LA Chargers,Atlanta,Pittsburgh,Carolina,Green Bay,Baltimore,Philadelphia,Houston,Washington,Denver,Dallas,LA Rams,-4.05335954146191
Detroit,New Orleans,Minnesota,Jacksonville,New England,LA Chargers,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,Philadelphia,Houston,Washington,Denver,Dallas,Baltimore,-4.054054798074301
Detroit,LA Chargers,Minnesota,New England,Cincinnati,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,Philadelphia,Jacksonville,New Orleans,Baltimore,Dallas,Tennessee,-4.054190647539314
Detroit,LA Chargers,Minnesota,New England,Cincinnati,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,Philadelphia,Jacksonville,New Orleans,Denver,Dallas,Tennessee,-4.054916263900118
Detroit,LA Chargers,Minnesota,New England,Baltimore,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,Philadelphia,Jacksonville,New Orleans,Denver,Dallas,Tennessee,-4.0550834382956475
Detroit,New Orleans,Minnesota,New England,Cincinnati,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,Baltimore,Philadelphia,Jacksonville,Washington,Denver,Dallas,LA Rams,-4.056978005799526
Detroit,New Orleans,Minnesota,New England,Cincinnati,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,Philadelphia,Jacksonville,Washington,Denver,Dallas,Baltimore,-4.057673262411917
Detroit,New Orleans,Minnesota,LA Chargers,New England,Houston,Atlanta,Oakland,Carolina,Green Bay,Baltimore,Philadelphia,Jacksonville,Pittsburgh,Denver,Dallas,LA Rams,-4.059152063116132
Detroit,New Orleans,Minnesota,LA Chargers,New England,Houston,Atlanta,Oakland,Carolina,Green Bay,LA Rams,Philadelphia,Jacksonville,Pittsburgh,Denver,Dallas,Baltimore,-4.059847319728523
Detroit,Washington,Minnesota,Jacksonville,New England,Philadelphia,Atlanta,Pittsburgh,Carolina,Green Bay,Baltimore,LA Chargers,Houston,New Orleans,Denver,Dallas,LA Rams,-4.061607129648423
Detroit,New Orleans,Minnesota,Green Bay,Cincinnati,Houston,Atlanta,Pittsburgh,Carolina,LA Rams,Baltimore,Philadelphia,Jacksonville,LA Chargers,Denver,Dallas,New England,-4.061889773909167
Detroit,Washington,Minnesota,Green Bay,New England,Houston,Atlanta,Pittsburgh,Carolina,LA Rams,LA Chargers,Philadelphia,Jacksonville,New Orleans,Denver,Dallas,Baltimore,-4.061930398018045
Detroit,Washington,Minnesota,Jacksonville,New England,Philadelphia,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,LA Chargers,Houston,New Orleans,Denver,Dallas,Baltimore,-4.062302386260813
Baltimore,Washington,Minnesota,LA Chargers,New England,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,Philadelphia,Jacksonville,New Orleans,Denver,Dallas,Tennessee,-4.0625699976680645
Detroit,LA Chargers,Minnesota,Green Bay,New England,Houston,Atlanta,Pittsburgh,Carolina,Jacksonville,Baltimore,Philadelphia,Seattle,New Orleans,Denver,Dallas,LA Rams,-4.0626990195305535
Detroit,Washington,Minnesota,Green Bay,New England,LA Chargers,Atlanta,Pittsburgh,Carolina,Jacksonville,LA Rams,Philadelphia,Houston,New Orleans,Denver,Dallas,Baltimore,-4.062851721113151
Detroit,LA Chargers,Minnesota,Green Bay,New England,Houston,Atlanta,Pittsburgh,Carolina,Jacksonville,LA Rams,Philadelphia,Seattle,New Orleans,Denver,Dallas,Baltimore,-4.063394276142944
Detroit,LA Chargers,Minnesota,New Orleans,New England,Green Bay,Atlanta,Pittsburgh,Carolina,NY Jets,LA Rams,Philadelphia,Jacksonville,Houston,Denver,Dallas,Baltimore,-4.064675728540104
Detroit,LA Chargers,Minnesota,New England,Cincinnati,Green Bay,Atlanta,Pittsburgh,Carolina,Jacksonville,LA Rams,Philadelphia,Houston,New Orleans,Denver,Dallas,Baltimore,-4.069816053482927
Detroit,Philadelphia,Minnesota,New Orleans,New England,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,Baltimore,LA Chargers,Jacksonville,Washington,Denver,Dallas,LA Rams,-4.069869451175035
Detroit,Philadelphia,Minnesota,New Orleans,New England,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,LA Chargers,Jacksonville,Washington,Denver,Dallas,Baltimore,-4.070564707787426
Detroit,LA Chargers,Minnesota,New Orleans,New England,Houston,Atlanta,Cincinnati,Carolina,Green Bay,Baltimore,Philadelphia,Jacksonville,Pittsburgh,Denver,Dallas,LA Rams,-4.070701608443213
Detroit,LA Chargers,Minnesota,New Orleans,New England,Houston,Atlanta,Cincinnati,Carolina,Green Bay,LA Rams,Philadelphia,Jacksonville,Pittsburgh,Denver,Dallas,Baltimore,-4.071396865055603
Detroit,New Orleans,Minnesota,Jacksonville,New England,LA Chargers,Atlanta,Pittsburgh,Carolina,Green Bay,Baltimore,Philadelphia,Seattle,Houston,Denver,Dallas,LA Rams,-4.0745041838411025
Detroit,Philadelphia,Minnesota,LA Chargers,New England,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,Cincinnati,Jacksonville,New Orleans,Denver,Dallas,Baltimore,-4.074597747662729
Detroit,New Orleans,Minnesota,New England,Cincinnati,LA Chargers,Atlanta,Houston,Carolina,Green Bay,Baltimore,Philadelphia,Jacksonville,Pittsburgh,Denver,Dallas,LA Rams,-4.07460474029513
New Orleans,Washington,Minnesota,Green Bay,New England,Houston,Atlanta,Pittsburgh,Carolina,NY Jets,Baltimore,Philadelphia,Jacksonville,LA Chargers,Denver,Dallas,LA Rams,-4.07505210565935
Baltimore,LA Chargers,Minnesota,New Orleans,Cincinnati,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,Philadelphia,Jacksonville,Washington,Denver,Dallas,New England,-4.075108529773486
Detroit,New Orleans,Minnesota,Jacksonville,New England,LA Chargers,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,Philadelphia,Seattle,Houston,Denver,Dallas,Baltimore,-4.075199440453493
Detroit,New Orleans,Minnesota,New England,Cincinnati,LA Chargers,Atlanta,Houston,Carolina,Green Bay,LA Rams,Philadelphia,Jacksonville,Pittsburgh,Denver,Dallas,Baltimore,-4.07529999690752
New Orleans,Washington,Minnesota,Green Bay,New England,Houston,Atlanta,Pittsburgh,Carolina,NY Jets,LA Rams,Philadelphia,Jacksonville,LA Chargers,Denver,Dallas,Baltimore,-4.07574736227174
New Orleans,LA Chargers,Minnesota,Green Bay,New England,Houston,Atlanta,Pittsburgh,Carolina,NY Jets,Baltimore,Philadelphia,Jacksonville,Washington,Denver,Dallas,LA Rams,-4.076868945402477
Detroit,LA Chargers,Minnesota,New Orleans,New England,Philadelphia,Atlanta,Pittsburgh,Carolina,Green Bay,Baltimore,Cincinnati,Jacksonville,Houston,Denver,Dallas,LA Rams,-4.077134335327953
New Orleans,LA Chargers,Minnesota,Green Bay,New England,Houston,Atlanta,Pittsburgh,Carolina,NY Jets,LA Rams,Philadelphia,Jacksonville,Washington,Denver,Dallas,Baltimore,-4.077564202014868
Detroit,Washington,Minnesota,Jacksonville,New England,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,Baltimore,LA Chargers,Philadelphia,New Orleans,Denver,Dallas,LA Rams,-4.077578767630669
Detroit,Washington,Philadelphia,New England,Carolina,Houston,Atlanta,Pittsburgh,Minnesota,Green Bay,LA Rams,LA Chargers,Jacksonville,New Orleans,Denver,Dallas,Baltimore,-4.077581450856546
Detroit,LA Chargers,Minnesota,New Orleans,New England,Philadelphia,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,Cincinnati,Jacksonville,Houston,Denver,Dallas,Baltimore,-4.077829591940344
New Orleans,Washington,Minnesota,New England,Cincinnati,Philadelphia,Atlanta,Pittsburgh,Carolina,Green Bay,Baltimore,LA Chargers,Jacksonville,Houston,Denver,Dallas,LA Rams,-4.077946552137966
Detroit,Washington,Minnesota,Jacksonville,New England,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,LA Chargers,Philadelphia,New Orleans,Denver,Dallas,Baltimore,-4.0782740242430595
Detroit,Washington,Minnesota,Green Bay,New England,Houston,Atlanta,Pittsburgh,Carolina,Philadelphia,LA Rams,LA Chargers,Jacksonville,New Orleans,Denver,Dallas,Baltimore,-4.078449324448255
New Orleans,Washington,Minnesota,New England,Cincinnati,Philadelphia,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,LA Chargers,Jacksonville,Houston,Denver,Dallas,Baltimore,-4.0786418087503575
Detroit,Washington,Minnesota,New England,New Orleans,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,Baltimore,Philadelphia,Jacksonville,LA Chargers,Denver,Dallas,LA Rams,-4.078729950542649
Detroit,Washington,Minnesota,New England,New Orleans,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,Philadelphia,Jacksonville,LA Chargers,Denver,Dallas,Baltimore,-4.079425207155039
Detroit,New Orleans,Minnesota,LA Chargers,New England,Green Bay,Atlanta,Pittsburgh,Carolina,NY Jets,LA Rams,Philadelphia,Jacksonville,Houston,Denver,Dallas,Baltimore,-4.079605352740423
Detroit,LA Chargers,Minnesota,Green Bay,New England,Houston,Atlanta,Pittsburgh,Carolina,LA Rams,NY Giants,Philadelphia,Jacksonville,New Orleans,Denver,Dallas,Baltimore,-4.080337086448749
Detroit,LA Chargers,Minnesota,New England,Cincinnati,Houston,LA Rams,Pittsburgh,Carolina,Green Bay,Atlanta,Philadelphia,Jacksonville,New Orleans,Denver,Dallas,Baltimore,-4.080519059641607
Detroit,LA Chargers,Minnesota,New England,New Orleans,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,Baltimore,Philadelphia,Jacksonville,Washington,Denver,Dallas,LA Rams,-4.080546790285776
Detroit,LA Chargers,Minnesota,New England,New Orleans,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,Philadelphia,Jacksonville,Washington,Denver,Dallas,Baltimore,-4.081242046898167
Baltimore,New Orleans,Minnesota,New England,Cincinnati,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,Philadelphia,Jacksonville,LA Chargers,Denver,Dallas,Tennessee,-4.081679198547544
Detroit,LA Chargers,Minnesota,Green Bay,Cincinnati,Houston,Atlanta,Pittsburgh,Carolina,LA Rams,Baltimore,Philadelphia,Jacksonville,New Orleans,Denver,New England,Tennessee,-4.08251505436906
Detroit,New Orleans,Philadelphia,New England,Cincinnati,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,Baltimore,LA Chargers,Jacksonville,Washington,Minnesota,Dallas,LA Rams,-4.083009175604492
Detroit,Philadelphia,Minnesota,Green Bay,New England,Houston,Atlanta,Pittsburgh,Carolina,NY Jets,LA Rams,LA Chargers,Jacksonville,New Orleans,Denver,Dallas,Baltimore,-4.083653180701831
Detroit,New Orleans,Philadelphia,New England,Cincinnati,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,LA Chargers,Jacksonville,Washington,Minnesota,Dallas,Baltimore,-4.083704432216883
Detroit,Washington,Minnesota,LA Chargers,New England,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,Philadelphia,Jacksonville,New Orleans,Baltimore,Dallas,Tennessee,-4.083803867625649
Detroit,New Orleans,Minnesota,Green Bay,Cincinnati,Houston,Atlanta,Pittsburgh,Carolina,New England,Baltimore,Philadelphia,Jacksonville,LA Chargers,Denver,Dallas,LA Rams,-4.084387542426787
Detroit,Washington,Minnesota,LA Chargers,New England,Houston,Atlanta,Pittsburgh,Carolina,Green Bay,LA Rams,Philadelphia,Jacksonville,New Orleans,Denver,Dallas,Tennessee,-4.084529483986453
New Orleans,LA Chargers,Minnesota,New England,Cincinnati,Houston,Atlanta,Oakland,Carolina,Green Bay,Baltimore,Philadelphia,Jacksonville,Pittsburgh,Denver,Dallas,LA Rams,-4.084677332109753
Detroit,New Orleans,Minnesota,Green Bay,New England,Houston,Atlanta,Pittsburgh,Carolina,LA Rams,Baltimore,Philadelphia,Jacksonville,LA Chargers,Denver,Dallas,Tennessee,-4.084960878312369
Detroit,New Orleans,Minnesota,Green Bay,Cincinnati,Houston,Atlanta,Pittsburgh,Carolina,New England,LA Rams,Philadelphia,Jacksonville,LA Chargers,Denver,Dallas,Baltimore,-4.085082799039177
New Orleans,LA Chargers,Minnesota,New England,Cincinnati,Houston,Atlanta,Oakland,Carolina,Green Bay,LA Rams,Philadelphia,Jacksonville,Pittsburgh,Denver,Dallas,Baltimore,-4.085372588722144
Detroit,New Orleans,Minnesota,LA Chargers,New England,Houston,Atlanta,Cincinnati,Carolina,Green Bay,Baltimore,Philadelphia,Jacksonville,Pittsburgh,Denver,Dallas,LA Rams,-4.085631232643531
Detroit,LA Chargers,Minnesota,New England,Cincinnati,Houston,LA Rams,Pittsburgh,Carolina,Green Bay,Baltimore,Philadelphia,Jacksonville,New Orleans,Denver,Dallas,Atlanta,-4.086033580040556
Detroit,New Orleans,Minnesota,LA Chargers,New England,Houston,Atlanta,Cincinnati,Carolina,Green Bay,LA Rams,Philadelphia,Jacksonville,Pittsburgh,Denver,Dallas,Baltimore,-4.086326489255922
