week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,log_prob
Baltimore,Buffalo,Dallas,San Francisco,Philadelphia,Jacksonville,Seattle,Detroit,Cleveland,Cincinnati,Miami,Kansas City,Pittsburgh,Atlanta,LA Chargers,NY Jets,New Orleans,Carolina,-4.16413385706528
Baltimore,Buffalo,Philadelphia,San Francisco,Detroit,Miami,Seattle,Dallas,Cleveland,Cincinnati,Jacksonville,Kansas City,Pittsburgh,Atlanta,LA Chargers,NY Jets,New Orleans,Carolina,-4.164367166312653
Baltimore,Buffalo,Dallas,New Orleans,Philadelphia,Jacksonville,Seattle,Detroit,Cleveland,Cincinnati,Miami,Kansas City,Pittsburgh,Atlanta,LA Chargers,NY Jets,NY Giants,San Francisco,-4.16552941823527
Baltimore,Buffalo,Philadelphia,New Orleans,Detroit,Miami,Seattle,Dallas,Cleveland,Cincinnati,Jacksonville,Kansas City,Pittsburgh,Atlanta,LA Chargers,NY Jets,NY Giants,San Francisco,-4.165762727482644
Washington,Buffalo,Philadelphia,San Francisco,Detroit,Jacksonville,Seattle,Baltimore,Cleveland,Cincinnati,Miami,Dallas,Pittsburgh,Atlanta,LA Chargers,Kansas City,New Orleans,Denver,-4.166758603424995
Baltimore,Buffalo,Jacksonville,Philadelphia,Detroit,Miami,Seattle,Dallas,Cleveland,Cincinnati,San Francisco,Kansas City,Pittsburgh,Atlanta,LA Chargers,NY Jets,New Orleans,Carolina,-4.167072023951604
Washington,Buffalo,Baltimore,San Francisco,Philadelphia,Jacksonville,Seattle,Detroit,Cleveland,Cincinnati,Miami,Dallas,Pittsburgh,Atlanta,LA Chargers,Kansas City,New Orleans,NY Jets,-4.1678623966929225
Washington,Buffalo,Baltimore,San Francisco,Philadelphia,Miami,Seattle,Detroit,Cleveland,Cincinnati,Jacksonville,Dallas,Pittsburgh,NY Jets,LA Chargers,Kansas City,New Orleans,Denver,-4.167924959322746
Baltimore,Buffalo,Jacksonville,San Francisco,Philadelphia,Detroit,Seattle,Dallas,Cleveland,Cincinnati,Miami,Kansas City,Pittsburgh,Atlanta,LA Chargers,NY Jets,New Orleans,Denver,-4.1684932538919925
Baltimore,San Francisco,Dallas,New Orleans,Detroit,Jacksonville,Seattle,Buffalo,Cleveland,Cincinnati,Miami,Kansas City,Pittsburgh,Atlanta,LA Chargers,NY Jets,Philadelphia,Denver,-4.168616556984347
Baltimore,Buffalo,Jacksonville,New Orleans,Detroit,Miami,Seattle,Dallas,Cleveland,Cincinnati,San Francisco,Kansas City,Pittsburgh,NY Jets,LA Chargers,Atlanta,Philadelphia,Denver,-4.170141295474598
Baltimore,NY Giants,Philadelphia,San Francisco,Detroit,Jacksonville,Seattle,Buffalo,Cleveland,Cincinnati,Miami,Dallas,Pittsburgh,Atlanta,LA Chargers,Kansas City,New Orleans,Carolina,-4.1717583342270546
Washington,Buffalo,Baltimore,San Francisco,Philadelphia,Jacksonville,Seattle,Dallas,Cleveland,Cincinnati,Miami,Detroit,Pittsburgh,Atlanta,LA Chargers,Kansas City,New Orleans,Denver,-4.172747187045414
Washington,Buffalo,Dallas,San Francisco,Philadelphia,Jacksonville,Seattle,Detroit,Cleveland,Cincinnati,Miami,Kansas City,Pittsburgh,Baltimore,LA Chargers,NY Jets,New Orleans,Denver,-4.1738268150991145
Washington,Buffalo,Philadelphia,San Francisco,Detroit,Miami,Seattle,Dallas,Cleveland,Cincinnati,Jacksonville,Kansas City,Pittsburgh,Baltimore,LA Chargers,NY Jets,New Orleans,Denver,-4.1740601243464885
Baltimore,Buffalo,Dallas,San Francisco,Philadelphia,Miami,Seattle,Detroit,Cleveland,Cincinnati,Jacksonville,Kansas City,Pittsburgh,Atlanta,LA Chargers,NY Jets,New Orleans,Carolina,-4.174642592197744
Washington,San Francisco,Baltimore,Philadelphia,Detroit,Jacksonville,Seattle,Buffalo,Cleveland,Cincinnati,Miami,Dallas,Pittsburgh,Atlanta,LA Chargers,Kansas City,New Orleans,Denver,-4.174683884914542
Baltimore,Buffalo,Dallas,New Orleans,Philadelphia,Miami,Seattle,Detroit,Cleveland,Cincinnati,Jacksonville,Kansas City,Pittsburgh,Atlanta,LA Chargers,NY Jets,NY Giants,San Francisco,-4.176038153367735
Baltimore,Buffalo,Philadelphia,San Francisco,Detroit,Jacksonville,Seattle,Dallas,Cleveland,Cincinnati,Miami,Kansas City,Pittsburgh,NY Jets,LA Chargers,Atlanta,New Orleans,Denver,-4.176450345281187
Washington,Buffalo,Jacksonville,Philadelphia,Detroit,Miami,Seattle,Dallas,Cleveland,Cincinnati,San Francisco,Kansas City,Pittsburgh,Baltimore,LA Chargers,NY Jets,New Orleans,Denver,-4.17676498198544
Washington,Buffalo,Philadelphia,San Francisco,Detroit,Miami,Seattle,Baltimore,Cleveland,Cincinnati,Jacksonville,Dallas,Pittsburgh,Atlanta,LA Chargers,Kansas City,New Orleans,Denver,-4.17726733855746
Washington,Buffalo,Baltimore,San Francisco,Philadelphia,Miami,Seattle,Detroit,Cleveland,Cincinnati,Jacksonville,Dallas,Pittsburgh,Atlanta,LA Chargers,Kansas City,New Orleans,NY Jets,-4.178371131825386
Baltimore,NY Giants,Philadelphia,San Francisco,Detroit,Jacksonville,Seattle,Buffalo,Cleveland,Cincinnati,Miami,Dallas,Pittsburgh,NY Jets,LA Chargers,Kansas City,New Orleans,Denver,-4.178496015999867
Baltimore,San Francisco,Dallas,New Orleans,Detroit,Miami,Seattle,Buffalo,Cleveland,Cincinnati,Jacksonville,Kansas City,Pittsburgh,Atlanta,LA Chargers,NY Jets,Philadelphia,Denver,-4.179125292116812
Washington,Buffalo,Philadelphia,San Francisco,Detroit,Jacksonville,Seattle,Dallas,Cleveland,Cincinnati,Miami,Kansas City,Pittsburgh,Baltimore,LA Chargers,Atlanta,New Orleans,Denver,-4.179405621542209
Baltimore,Buffalo,Jacksonville,San Francisco,Detroit,New Orleans,Seattle,Dallas,Cleveland,Cincinnati,Miami,Kansas City,Pittsburgh,Atlanta,LA Chargers,NY Jets,Philadelphia,Carolina,-4.179676613040196
Washington,Buffalo,Baltimore,San Francisco,Philadelphia,Jacksonville,Seattle,Detroit,Cleveland,Cincinnati,Miami,Dallas,Pittsburgh,NY Jets,LA Chargers,Kansas City,New Orleans,Carolina,-4.1808592485552305
Baltimore,Buffalo,Philadelphia,San Francisco,Cincinnati,Jacksonville,Seattle,Detroit,Cleveland,Atlanta,Miami,Dallas,Pittsburgh,NY Jets,LA Chargers,Kansas City,New Orleans,Denver,-4.180870262989589
Baltimore,Buffalo,Kansas City,San Francisco,Philadelphia,Jacksonville,Seattle,Detroit,Cleveland,Cincinnati,Miami,Dallas,Pittsburgh,Atlanta,LA Chargers,NY Jets,New Orleans,Denver,-4.181471960480858
Baltimore,NY Giants,Philadelphia,San Francisco,Detroit,Miami,Seattle,Buffalo,Cleveland,Cincinnati,Jacksonville,Dallas,Pittsburgh,Atlanta,LA Chargers,Kansas City,New Orleans,Carolina,-4.1822670693595185
Washington,Buffalo,Baltimore,San Francisco,Philadelphia,Miami,Seattle,Dallas,Cleveland,Cincinnati,Jacksonville,Detroit,Pittsburgh,Atlanta,LA Chargers,Kansas City,New Orleans,Denver,-4.183255922177879
Washington,Buffalo,Philadelphia,San Francisco,Cincinnati,Jacksonville,Seattle,Detroit,Cleveland,Atlanta,Miami,Dallas,Pittsburgh,Baltimore,LA Chargers,Kansas City,New Orleans,Denver,-4.183825539250612
Washington,Buffalo,Dallas,San Francisco,Philadelphia,Miami,Seattle,Detroit,Cleveland,Cincinnati,Jacksonville,Kansas City,Pittsburgh,Baltimore,LA Chargers,NY Jets,New Orleans,Denver,-4.184335550231579
Baltimore,Buffalo,Philadelphia,San Francisco,Detroit,Jacksonville,Seattle,Dallas,Cleveland,Cincinnati,Miami,Indianapolis,Pittsburgh,Atlanta,LA Chargers,Kansas City,New Orleans,Denver,-4.1851496394081416
Washington,San Francisco,Baltimore,Philadelphia,Detroit,Miami,Seattle,Buffalo,Cleveland,Cincinnati,Jacksonville,Dallas,Pittsburgh,Atlanta,LA Chargers,Kansas City,New Orleans,Denver,-4.1851926200470055
Baltimore,NY Giants,Jacksonville,San Francisco,Philadelphia,Detroit,Seattle,Buffalo,Cleveland,Cincinnati,Miami,Dallas,Pittsburgh,Atlanta,LA Chargers,Kansas City,New Orleans,Denver,-4.186393156938858
Baltimore,Buffalo,Dallas,San Francisco,Philadelphia,Jacksonville,Seattle,Detroit,Cleveland,Cincinnati,Miami,Kansas City,Pittsburgh,NY Jets,LA Chargers,Atlanta,New Orleans,Denver,-4.1867257711662775
Baltimore,Buffalo,Philadelphia,San Francisco,Detroit,Miami,Seattle,Dallas,Cleveland,Cincinnati,Jacksonville,Kansas City,Pittsburgh,NY Jets,LA Chargers,Atlanta,New Orleans,Denver,-4.186959080413652
Washington,Buffalo,Philadelphia,San Francisco,Detroit,Jacksonville,Seattle,Dallas,Cleveland,Cincinnati,Miami,Kansas City,Pittsburgh,Baltimore,LA Chargers,NY Jets,New Orleans,Carolina,-4.186994413578972
Baltimore,San Francisco,Dallas,Philadelphia,Detroit,Jacksonville,Seattle,Buffalo,Cleveland,Cincinnati,Miami,Kansas City,Pittsburgh,Atlanta,LA Chargers,NY Jets,New Orleans,Denver,-4.188139199562351
Baltimore,Denver,Philadelphia,San Francisco,Detroit,Jacksonville,Seattle,Buffalo,Cleveland,Cincinnati,Miami,Dallas,Pittsburgh,Atlanta,LA Chargers,Kansas City,New Orleans,Carolina,-4.188221404069928
Washington,Buffalo,Philadelphia,New Orleans,Detroit,Jacksonville,Seattle,Dallas,Cleveland,Cincinnati,Miami,Kansas City,Pittsburgh,Baltimore,LA Chargers,NY Jets,NY Giants,San Francisco,-4.188389974748963
Baltimore,NY Giants,Philadelphia,San Francisco,Detroit,Jacksonville,Seattle,Buffalo,Cleveland,Cincinnati,Miami,Dallas,Pittsburgh,Atlanta,LA Chargers,Kansas City,New Orleans,NY Jets,-4.188942188502508
Baltimore,NY Giants,Philadelphia,San Francisco,Detroit,Miami,Seattle,Buffalo,Cleveland,Cincinnati,Jacksonville,Dallas,Pittsburgh,NY Jets,LA Chargers,Kansas City,New Orleans,Denver,-4.189004751132331
Washington,Buffalo,Jacksonville,San Francisco,Detroit,New Orleans,Seattle,Dallas,Cleveland,Cincinnati,Miami,Kansas City,Pittsburgh,Baltimore,LA Chargers,NY Jets,Philadelphia,Denver,-4.189369571074031
Baltimore,Buffalo,Jacksonville,Philadelphia,Detroit,Miami,Seattle,Dallas,Cleveland,Cincinnati,San Francisco,Kansas City,Pittsburgh,NY Jets,LA Chargers,Atlanta,New Orleans,Denver,-4.189663938052603
Washington,Buffalo,Dallas,San Francisco,Philadelphia,Jacksonville,Seattle,Detroit,Cleveland,Cincinnati,Miami,Kansas City,Pittsburgh,Baltimore,LA Chargers,Atlanta,New Orleans,Denver,-4.1896810474273
Washington,Buffalo,Philadelphia,San Francisco,Detroit,Miami,Seattle,Dallas,Cleveland,Cincinnati,Jacksonville,Kansas City,Pittsburgh,Baltimore,LA Chargers,Atlanta,New Orleans,Denver,-4.189914356674674
Washington,Buffalo,Philadelphia,San Francisco,Detroit,Jacksonville,Seattle,Baltimore,Cleveland,Cincinnati,Miami,Dallas,Pittsburgh,Atlanta,LA Chargers,Kansas City,New Orleans,Carolina,-4.190201627789944
Baltimore,Buffalo,Jacksonville,San Francisco,Philadelphia,Kansas City,Seattle,Detroit,Cleveland,Cincinnati,Miami,Dallas,Pittsburgh,Atlanta,LA Chargers,NY Jets,New Orleans,Denver,-4.190491518968842
Washington,Buffalo,Baltimore,New Orleans,Detroit,Miami,Seattle,Dallas,Cleveland,Cincinnati,San Francisco,Kansas City,Pittsburgh,Atlanta,LA Chargers,NY Jets,Philadelphia,Denver,-4.1905295350418665
Washington,Buffalo,Baltimore,San Francisco,Philadelphia,Miami,Seattle,Detroit,Cleveland,Cincinnati,Jacksonville,Dallas,Pittsburgh,NY Jets,LA Chargers,Kansas City,New Orleans,Carolina,-4.1913679836876945
Baltimore,Buffalo,Philadelphia,San Francisco,Cincinnati,Miami,Seattle,Detroit,Cleveland,Atlanta,Jacksonville,Dallas,Pittsburgh,NY Jets,LA Chargers,Kansas City,New Orleans,Denver,-4.191378998122053
Baltimore,Buffalo,Jacksonville,San Francisco,Philadelphia,Detroit,Seattle,Dallas,Cleveland,Cincinnati,Miami,Kansas City,Pittsburgh,Atlanta,LA Chargers,NY Jets,New Orleans,Carolina,-4.191936278256941
Washington,NY Giants,Philadelphia,San Francisco,Detroit,Miami,Seattle,Buffalo,Cleveland,Cincinnati,Jacksonville,Dallas,Pittsburgh,Baltimore,LA Chargers,Kansas City,New Orleans,Denver,-4.191960027393354
Baltimore,Buffalo,Kansas City,San Francisco,Philadelphia,Miami,Seattle,Detroit,Cleveland,Cincinnati,Jacksonville,Dallas,Pittsburgh,Atlanta,LA Chargers,NY Jets,New Orleans,Denver,-4.1919806956133225
Baltimore,San Francisco,Dallas,New Orleans,Detroit,Jacksonville,Seattle,Buffalo,Cleveland,Cincinnati,Miami,Kansas City,Pittsburgh,Atlanta,LA Chargers,NY Jets,Philadelphia,Carolina,-4.192059581349295
Washington,Buffalo,Jacksonville,Philadelphia,Detroit,Miami,Seattle,Dallas,Cleveland,Cincinnati,San Francisco,Kansas City,Pittsburgh,Baltimore,LA Chargers,Atlanta,New Orleans,Denver,-4.192619214313625
Baltimore,Buffalo,Jacksonville,New Orleans,Philadelphia,Detroit,Seattle,Dallas,Cleveland,Cincinnati,Miami,Kansas City,Pittsburgh,Atlanta,LA Chargers,NY Jets,NY Giants,San Francisco,-4.193331839426931
Washington,Buffalo,Baltimore,San Francisco,Detroit,Jacksonville,Seattle,Dallas,Cleveland,Cincinnati,Miami,Kansas City,Pittsburgh,Atlanta,LA Chargers,NY Jets,Philadelphia,Denver,-4.193372268975432
Washington,Buffalo,Baltimore,San Francisco,Philadelphia,Jacksonville,Seattle,Detroit,Cleveland,Cincinnati,Miami,Kansas City,Pittsburgh,Atlanta,LA Chargers,NY Jets,New Orleans,Dallas,-4.193383920423358
Baltimore,Buffalo,Jacksonville,New Orleans,Detroit,Miami,Seattle,Dallas,Cleveland,Cincinnati,San Francisco,Kansas City,Pittsburgh,NY Jets,LA Chargers,Atlanta,Philadelphia,Carolina,-4.193584319839546
Baltimore,Buffalo,Jacksonville,Philadelphia,Cincinnati,Miami,Seattle,Detroit,Cleveland,Atlanta,San Francisco,Dallas,Pittsburgh,NY Jets,LA Chargers,Kansas City,New Orleans,Denver,-4.194083855761004
Washington,Buffalo,Philadelphia,San Francisco,Cincinnati,Miami,Seattle,Detroit,Cleveland,Atlanta,Jacksonville,Dallas,Pittsburgh,Baltimore,LA Chargers,Kansas City,New Orleans,Denver,-4.194334274383076
Baltimore,Buffalo,Dallas,San Francisco,Philadelphia,Jacksonville,Seattle,Detroit,Cleveland,Cincinnati,Miami,Indianapolis,Pittsburgh,Atlanta,LA Chargers,Kansas City,New Orleans,Denver,-4.195425065293232
Baltimore,Buffalo,Philadelphia,San Francisco,Cincinnati,Jacksonville,Seattle,Detroit,Cleveland,NY Jets,Miami,Dallas,Pittsburgh,Atlanta,LA Chargers,Kansas City,New Orleans,Denver,-4.195604505724926
Baltimore,Buffalo,Philadelphia,San Francisco,Detroit,Miami,Seattle,Dallas,Cleveland,Cincinnati,Jacksonville,Indianapolis,Pittsburgh,Atlanta,LA Chargers,Kansas City,New Orleans,Denver,-4.1956583745406055
Washington,Buffalo,Baltimore,San Francisco,Philadelphia,Jacksonville,Seattle,Dallas,Cleveland,Cincinnati,Miami,Detroit,Pittsburgh,Atlanta,LA Chargers,Kansas City,New Orleans,Carolina,-4.196190211410363
Washington,Buffalo,Philadelphia,San Francisco,Detroit,Jacksonville,Seattle,Baltimore,Cleveland,Cincinnati,Miami,Dallas,Pittsburgh,NY Jets,LA Chargers,Kansas City,New Orleans,Denver,-4.196939309562756
Baltimore,Buffalo,Dallas,San Francisco,Philadelphia,Miami,Seattle,Detroit,Cleveland,Cincinnati,Jacksonville,Kansas City,Pittsburgh,NY Jets,LA Chargers,Atlanta,New Orleans,Denver,-4.197234506298742
Washington,Buffalo,Dallas,San Francisco,Philadelphia,Jacksonville,Seattle,Detroit,Cleveland,Cincinnati,Miami,Kansas City,Pittsburgh,Baltimore,LA Chargers,NY Jets,New Orleans,Carolina,-4.197269839464063
Washington,Buffalo,Baltimore,San Francisco,Detroit,Jacksonville,Seattle,Dallas,Cleveland,Cincinnati,Miami,Kansas City,Pittsburgh,Atlanta,LA Chargers,New Orleans,Philadelphia,Denver,-4.197464984645793
Washington,Buffalo,Philadelphia,San Francisco,Detroit,Miami,Seattle,Dallas,Cleveland,Cincinnati,Jacksonville,Kansas City,Pittsburgh,Baltimore,LA Chargers,NY Jets,New Orleans,Carolina,-4.197503148711437
Baltimore,Buffalo,Cincinnati,San Francisco,Philadelphia,Jacksonville,Seattle,Detroit,Cleveland,Atlanta,Miami,Dallas,Pittsburgh,NY Jets,LA Chargers,Kansas City,New Orleans,Denver,-4.197859388539337
Washington,San Francisco,Baltimore,Philadelphia,Detroit,Jacksonville,Seattle,Buffalo,Cleveland,Cincinnati,Miami,Dallas,Pittsburgh,Atlanta,LA Chargers,Kansas City,New Orleans,Carolina,-4.19812690927949
Baltimore,Buffalo,Jacksonville,Philadelphia,Detroit,Miami,Seattle,Dallas,Cleveland,Cincinnati,San Francisco,Indianapolis,Pittsburgh,Atlanta,LA Chargers,Kansas City,New Orleans,Denver,-4.198363232179557
Baltimore,San Francisco,Dallas,Philadelphia,Detroit,Miami,Seattle,Buffalo,Cleveland,Cincinnati,Jacksonville,Kansas City,Pittsburgh,Atlanta,LA Chargers,NY Jets,New Orleans,Denver,-4.198647934694816
Baltimore,Denver,Philadelphia,San Francisco,Detroit,Miami,Seattle,Buffalo,Cleveland,Cincinnati,Jacksonville,Dallas,Pittsburgh,Atlanta,LA Chargers,Kansas City,New Orleans,Carolina,-4.198730139202393
Washington,Buffalo,Philadelphia,New Orleans,Detroit,Miami,Seattle,Dallas,Cleveland,Cincinnati,Jacksonville,Kansas City,Pittsburgh,Baltimore,LA Chargers,NY Jets,NY Giants,San Francisco,-4.198898709881427
Baltimore,NY Giants,Philadelphia,San Francisco,Detroit,Miami,Seattle,Buffalo,Cleveland,Cincinnati,Jacksonville,Dallas,Pittsburgh,Atlanta,LA Chargers,Kansas City,New Orleans,NY Jets,-4.199450923634972
Baltimore,Buffalo,Philadelphia,San Francisco,Detroit,Jacksonville,Seattle,Dallas,Cleveland,Cincinnati,Miami,Kansas City,Pittsburgh,NY Jets,LA Chargers,Atlanta,New Orleans,Carolina,-4.199893369646135
Washington,Buffalo,Dallas,San Francisco,Philadelphia,Miami,Seattle,Detroit,Cleveland,Cincinnati,Jacksonville,Kansas City,Pittsburgh,Baltimore,LA Chargers,Atlanta,New Orleans,Denver,-4.2001897825597645
Washington,Buffalo,Jacksonville,Philadelphia,Detroit,Miami,Seattle,Dallas,Cleveland,Cincinnati,San Francisco,Kansas City,Pittsburgh,Baltimore,LA Chargers,NY Jets,New Orleans,Carolina,-4.200208006350389
Baltimore,Buffalo,Jacksonville,Philadelphia,Detroit,New Orleans,Seattle,Dallas,Cleveland,Cincinnati,Miami,Kansas City,Pittsburgh,Atlanta,LA Chargers,NY Jets,NY Giants,San Francisco,-4.2005948167881915
Washington,Buffalo,Philadelphia,San Francisco,Detroit,Miami,Seattle,Baltimore,Cleveland,Cincinnati,Jacksonville,Dallas,Pittsburgh,Atlanta,LA Chargers,Kansas City,New Orleans,Carolina,-4.2007103629224085
Washington,Buffalo,Cincinnati,San Francisco,Philadelphia,Jacksonville,Seattle,Detroit,Cleveland,Atlanta,Miami,Dallas,Pittsburgh,Baltimore,LA Chargers,Kansas City,New Orleans,Denver,-4.20081466480036
Baltimore,Buffalo,Philadelphia,New Orleans,Detroit,Jacksonville,Seattle,Dallas,Cleveland,Cincinnati,Miami,Kansas City,Pittsburgh,NY Jets,LA Chargers,Atlanta,NY Giants,San Francisco,-4.201288930816125
Washington,Buffalo,Jacksonville,San Francisco,Philadelphia,Detroit,Seattle,Dallas,Cleveland,Cincinnati,Miami,Kansas City,Pittsburgh,Baltimore,LA Chargers,NY Jets,New Orleans,Denver,-4.201629236290776
Washington,San Francisco,Dallas,New Orleans,Detroit,Jacksonville,Seattle,Buffalo,Cleveland,Cincinnati,Miami,Kansas City,Pittsburgh,Baltimore,LA Chargers,NY Jets,Philadelphia,Denver,-4.20175253938313
Baltimore,NY Giants,Philadelphia,San Francisco,Detroit,Jacksonville,Seattle,Buffalo,Cleveland,Cincinnati,Miami,Dallas,Pittsburgh,NY Jets,LA Chargers,Kansas City,New Orleans,Carolina,-4.201939040364816
Baltimore,Buffalo,Philadelphia,New Orleans,Detroit,Jacksonville,Seattle,Dallas,Cleveland,Cincinnati,Miami,Kansas City,Pittsburgh,Atlanta,LA Chargers,NY Jets,Minnesota,San Francisco,-4.202257613195266
Baltimore,Buffalo,Jacksonville,San Francisco,Detroit,New Orleans,Seattle,Dallas,Cleveland,Cincinnati,Miami,Kansas City,Pittsburgh,NY Jets,LA Chargers,Atlanta,Philadelphia,Denver,-4.202268527141194
Baltimore,San Francisco,Dallas,New Orleans,Detroit,Miami,Seattle,Buffalo,Cleveland,Cincinnati,Jacksonville,Kansas City,Pittsburgh,Atlanta,LA Chargers,NY Jets,Philadelphia,Carolina,-4.20256831648176
Washington,Buffalo,Philadelphia,San Francisco,Detroit,Jacksonville,Seattle,Dallas,Cleveland,Cincinnati,Miami,Kansas City,Pittsburgh,Baltimore,LA Chargers,Atlanta,New Orleans,Carolina,-4.2028486459071575
Washington,Buffalo,Baltimore,San Francisco,Philadelphia,Jacksonville,Seattle,Dallas,Cleveland,Cincinnati,Miami,Detroit,Pittsburgh,NY Jets,LA Chargers,Kansas City,New Orleans,Denver,-4.202927893183175
Washington,Buffalo,Baltimore,San Francisco,Detroit,Miami,Seattle,Dallas,Cleveland,Cincinnati,Jacksonville,Kansas City,Pittsburgh,Atlanta,LA Chargers,NY Jets,Philadelphia,Denver,-4.203881004107897
Washington,Buffalo,Baltimore,San Francisco,Philadelphia,Miami,Seattle,Detroit,Cleveland,Cincinnati,Jacksonville,Kansas City,Pittsburgh,Atlanta,LA Chargers,NY Jets,New Orleans,Dallas,-4.203892655555823
Baltimore,NY Giants,Dallas,San Francisco,Philadelphia,Jacksonville,Seattle,Buffalo,Cleveland,Cincinnati,Miami,Detroit,Pittsburgh,Atlanta,LA Chargers,Kansas City,New Orleans,Denver,-4.20410240474009
