week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,log_prob
San Francisco,LA Rams,Cincinnati,Philadelphia,Tampa Bay,Green Bay,Denver,Dallas,LA Chargers,Carolina,New England,Miami,Minnesota,Buffalo,Kansas City,Tennessee,Baltimore,Indianapolis,-3.9119409274910697
New Orleans,LA Rams,LA Chargers,Philadelphia,Tampa Bay,San Francisco,Cincinnati,Dallas,Green Bay,Kansas City,New England,Miami,Minnesota,Buffalo,Denver,Tennessee,Baltimore,Indianapolis,-3.9197277127187573
San Francisco,LA Rams,Cincinnati,Philadelphia,Tampa Bay,Green Bay,Denver,Dallas,LA Chargers,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Indianapolis,-3.9238382701148837
San Francisco,LA Rams,LA Chargers,Cleveland,Tampa Bay,Green Bay,Cincinnati,Dallas,Philadelphia,Kansas City,New England,Miami,Minnesota,Buffalo,Denver,Tennessee,Baltimore,Indianapolis,-3.931448477937151
San Francisco,LA Rams,Cincinnati,Philadelphia,Tampa Bay,Green Bay,Las Vegas,Dallas,LA Chargers,Kansas City,New England,Miami,Minnesota,Buffalo,Denver,Tennessee,Baltimore,Indianapolis,-3.937106543791176
San Francisco,LA Rams,LA Chargers,Philadelphia,Tampa Bay,Green Bay,Denver,Dallas,Cincinnati,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Indianapolis,-3.9629400960143326
San Francisco,LA Rams,LA Chargers,Philadelphia,Tampa Bay,Green Bay,Cincinnati,Dallas,Kansas City,Carolina,New England,Miami,Minnesota,Buffalo,Denver,Tennessee,Baltimore,Indianapolis,-3.966257014574983
San Francisco,LA Rams,LA Chargers,Cleveland,Tampa Bay,Green Bay,Cincinnati,Philadelphia,Buffalo,Kansas City,New England,Miami,Minnesota,Dallas,Denver,Tennessee,Baltimore,Indianapolis,-3.9672496105115127
New Orleans,LA Rams,LA Chargers,Cleveland,Tampa Bay,Green Bay,Cincinnati,Dallas,Philadelphia,Kansas City,New England,Miami,Minnesota,Buffalo,Denver,Tennessee,Baltimore,Indianapolis,-3.9715995364045837
San Francisco,LA Rams,Cincinnati,LA Chargers,Tampa Bay,Green Bay,Denver,Dallas,Philadelphia,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Indianapolis,-3.9759030130269366
San Francisco,LA Rams,LA Chargers,Philadelphia,Tampa Bay,Green Bay,Las Vegas,Dallas,Cincinnati,Kansas City,New England,Miami,Minnesota,Buffalo,Denver,Tennessee,Baltimore,Indianapolis,-3.976208369690625
San Francisco,LA Rams,LA Chargers,Philadelphia,Tampa Bay,Green Bay,Cincinnati,Denver,Buffalo,Carolina,New England,Miami,Minnesota,Dallas,Kansas City,Tennessee,Baltimore,Indianapolis,-3.9767775643469045
New Orleans,LA Rams,Cincinnati,Philadelphia,Tampa Bay,Green Bay,Las Vegas,Dallas,LA Chargers,Kansas City,New England,Miami,Minnesota,Buffalo,Denver,Tennessee,Baltimore,Indianapolis,-3.9772576022586086
Indianapolis,LA Rams,Cincinnati,Philadelphia,Tampa Bay,San Francisco,Denver,Dallas,LA Chargers,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Green Bay,-3.9849166197404116
San Francisco,LA Rams,LA Chargers,Philadelphia,Tampa Bay,Green Bay,Cincinnati,Denver,Buffalo,Kansas City,New England,Miami,Minnesota,Dallas,New Orleans,Tennessee,Baltimore,Indianapolis,-3.988674906970719
San Francisco,LA Rams,Cincinnati,LA Chargers,Tampa Bay,Green Bay,Las Vegas,Dallas,Philadelphia,Kansas City,New England,Miami,Minnesota,Buffalo,Denver,Tennessee,Baltimore,Indianapolis,-3.9891712867032294
New Orleans,LA Rams,LA Chargers,Philadelphia,Tampa Bay,San Francisco,Cincinnati,Dallas,Green Bay,Kansas City,New England,Miami,Minnesota,Buffalo,Denver,Carolina,Baltimore,Indianapolis,-3.992031693634357
Denver,LA Rams,LA Chargers,Philadelphia,Tampa Bay,San Francisco,Cincinnati,Dallas,Green Bay,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Indianapolis,-3.9921049907005566
Indianapolis,LA Rams,LA Chargers,Cleveland,Tampa Bay,San Francisco,Cincinnati,Dallas,Philadelphia,Kansas City,New England,Miami,Minnesota,Buffalo,Denver,Tennessee,Baltimore,Green Bay,-3.992526827562679
San Francisco,LA Rams,Cincinnati,Philadelphia,Tampa Bay,Green Bay,Denver,Dallas,LA Chargers,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Carolina,Baltimore,Indianapolis,-3.9961422510304834
Indianapolis,LA Rams,Cincinnati,Philadelphia,Tampa Bay,San Francisco,Las Vegas,Dallas,LA Chargers,Kansas City,New England,Miami,Minnesota,Buffalo,Denver,Tennessee,Baltimore,Green Bay,-3.998184893416704
San Francisco,LA Rams,Cincinnati,LA Chargers,Tampa Bay,Green Bay,Denver,Philadelphia,Buffalo,Carolina,New England,Miami,Minnesota,Dallas,Kansas City,Tennessee,Baltimore,Indianapolis,-3.999806802977485
San Francisco,Denver,LA Chargers,Cleveland,Tampa Bay,Green Bay,Cincinnati,Philadelphia,Buffalo,LA Rams,New England,Miami,Minnesota,Dallas,Kansas City,Tennessee,Baltimore,Indianapolis,-4.00372452807383
San Francisco,LA Rams,LA Chargers,Cleveland,Tampa Bay,Green Bay,Cincinnati,Dallas,Philadelphia,Kansas City,New England,Miami,Minnesota,Buffalo,Denver,Carolina,Baltimore,Indianapolis,-4.00375245885275
San Francisco,LA Rams,Cincinnati,Philadelphia,Tampa Bay,Indianapolis,Denver,Dallas,LA Chargers,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Green Bay,-4.004321220299917
New Orleans,LA Rams,LA Chargers,Cleveland,Tampa Bay,Green Bay,Cincinnati,Philadelphia,Buffalo,Kansas City,New England,Miami,Minnesota,Dallas,Denver,Tennessee,Baltimore,Indianapolis,-4.007400668978946
San Francisco,LA Rams,Cincinnati,Philadelphia,Tampa Bay,Green Bay,Las Vegas,Dallas,LA Chargers,Kansas City,New England,Miami,Minnesota,Buffalo,Denver,Carolina,Baltimore,Indianapolis,-4.009410524706776
San Francisco,Denver,LA Rams,Philadelphia,Tampa Bay,Green Bay,Cincinnati,Dallas,LA Chargers,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Indianapolis,-4.010978874177677
San Francisco,LA Rams,Cincinnati,Philadelphia,Tampa Bay,Green Bay,Denver,Dallas,LA Chargers,Carolina,New England,Miami,Minnesota,Buffalo,New Orleans,Kansas City,Baltimore,Indianapolis,-4.011109450627852
San Francisco,LA Rams,Cincinnati,LA Chargers,Tampa Bay,Green Bay,Denver,Philadelphia,Buffalo,Kansas City,New England,Miami,Minnesota,Dallas,New Orleans,Tennessee,Baltimore,Indianapolis,-4.011704145601299
San Francisco,LA Rams,LA Chargers,Cleveland,Tampa Bay,Indianapolis,Cincinnati,Dallas,Philadelphia,Kansas City,New England,Miami,Minnesota,Buffalo,Denver,Tennessee,Baltimore,Green Bay,-4.011931428122184
San Francisco,Denver,LA Chargers,Philadelphia,Tampa Bay,Green Bay,Cincinnati,Dallas,Kansas City,LA Rams,New England,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Indianapolis,-4.0146292747611145
Indianapolis,LA Rams,Cincinnati,Philadelphia,Tampa Bay,Green Bay,Denver,Dallas,LA Chargers,Carolina,New England,Miami,Minnesota,Buffalo,Kansas City,Tennessee,Baltimore,San Francisco,-4.014852750569394
New Orleans,LA Rams,LA Chargers,Philadelphia,Tampa Bay,Green Bay,Cincinnati,Denver,Buffalo,Carolina,New England,Miami,Minnesota,Dallas,Kansas City,Tennessee,Baltimore,Indianapolis,-4.016928622814337
San Francisco,LA Rams,Cincinnati,Cleveland,Tampa Bay,Green Bay,Denver,Philadelphia,LA Chargers,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Indianapolis,-4.022526502847324
Indianapolis,LA Rams,LA Chargers,Philadelphia,Tampa Bay,San Francisco,Denver,Dallas,Cincinnati,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Green Bay,-4.024018445639861
San Francisco,LA Rams,LA Chargers,Cleveland,Tampa Bay,Green Bay,Cincinnati,Dallas,Philadelphia,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Indianapolis,-4.024678638717327
San Francisco,LA Rams,Cincinnati,LA Chargers,Tampa Bay,Green Bay,Las Vegas,Philadelphia,Buffalo,Kansas City,New England,Miami,Minnesota,Dallas,Denver,Tennessee,Baltimore,Indianapolis,-4.024972419277591
Indianapolis,LA Rams,Cincinnati,Philadelphia,Tampa Bay,Green Bay,Denver,Dallas,LA Chargers,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,San Francisco,-4.026750093193208
San Francisco,LA Rams,LA Chargers,Philadelphia,Tampa Bay,Green Bay,Cincinnati,Dallas,Buffalo,Kansas City,New England,Miami,Minnesota,Tennessee,Denver,Carolina,Baltimore,Indianapolis,-4.027056645959382
New Orleans,Green Bay,LA Chargers,Philadelphia,Tampa Bay,San Francisco,Cincinnati,Denver,Buffalo,LA Rams,New England,Miami,Minnesota,Dallas,Kansas City,Tennessee,Baltimore,Indianapolis,-4.027347360752823
San Francisco,Denver,LA Chargers,Philadelphia,Tampa Bay,Green Bay,Cincinnati,Dallas,Buffalo,Carolina,New England,Miami,Minnesota,LA Rams,Kansas City,Tennessee,Baltimore,Indianapolis,-4.027602519475501
San Francisco,LA Rams,LA Chargers,Cleveland,Tampa Bay,Green Bay,Denver,Dallas,Philadelphia,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Indianapolis,-4.027604202571588
Indianapolis,LA Rams,LA Chargers,Cleveland,Tampa Bay,San Francisco,Cincinnati,Philadelphia,Buffalo,Kansas City,New England,Miami,Minnesota,Dallas,Denver,Tennessee,Baltimore,Green Bay,-4.028327960137041
New Orleans,San Francisco,LA Chargers,Philadelphia,Tampa Bay,Green Bay,Cincinnati,Denver,Buffalo,LA Rams,New England,Miami,Minnesota,Dallas,Kansas City,Tennessee,Baltimore,Indianapolis,-4.029405527605844
San Francisco,LA Rams,LA Chargers,Philadelphia,Tampa Bay,Green Bay,Cincinnati,Tennessee,Buffalo,Kansas City,New England,Miami,Minnesota,Dallas,Denver,Carolina,Baltimore,Indianapolis,-4.029978704838342
San Francisco,LA Rams,Cincinnati,Philadelphia,Tampa Bay,Green Bay,Las Vegas,Dallas,LA Chargers,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Indianapolis,-4.0303367045713525
Cincinnati,LA Rams,LA Chargers,Philadelphia,Tampa Bay,San Francisco,Denver,Dallas,Green Bay,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Indianapolis,-4.030973724115974
San Francisco,LA Rams,LA Chargers,Philadelphia,Tampa Bay,Green Bay,Denver,Dallas,Buffalo,Carolina,New England,Miami,Minnesota,Cincinnati,Kansas City,Tennessee,Baltimore,Indianapolis,-4.03182358159082
San Francisco,LA Rams,Cincinnati,Cleveland,Tampa Bay,Green Bay,Denver,Dallas,LA Chargers,Kansas City,New England,Miami,Minnesota,Buffalo,Philadelphia,Tennessee,Baltimore,Indianapolis,-4.033833812315896
Indianapolis,LA Rams,LA Chargers,Cleveland,Tampa Bay,Green Bay,Cincinnati,Dallas,Philadelphia,Kansas City,New England,Miami,Minnesota,Buffalo,Denver,Tennessee,Baltimore,San Francisco,-4.034360301015475
San Francisco,LA Rams,LA Chargers,Philadelphia,Tampa Bay,Green Bay,Denver,Dallas,Cincinnati,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Carolina,Baltimore,Indianapolis,-4.035244076929932
San Francisco,LA Rams,Cincinnati,Philadelphia,Tampa Bay,Green Bay,Denver,Dallas,LA Chargers,Kansas City,New England,Miami,Minnesota,Buffalo,Carolina,Tennessee,Baltimore,Indianapolis,-4.036575263024935
Indianapolis,LA Rams,Cincinnati,LA Chargers,Tampa Bay,San Francisco,Denver,Dallas,Philadelphia,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Green Bay,-4.036981362652465
Indianapolis,LA Rams,LA Chargers,Philadelphia,Tampa Bay,San Francisco,Cincinnati,Denver,Buffalo,Carolina,New England,Miami,Minnesota,Dallas,Kansas City,Tennessee,Baltimore,Green Bay,-4.037855913972432
San Francisco,Denver,LA Chargers,Philadelphia,Tampa Bay,Green Bay,Cincinnati,Dallas,Buffalo,Kansas City,New England,Miami,Minnesota,LA Rams,New Orleans,Tennessee,Baltimore,Indianapolis,-4.039499862099316
San Francisco,LA Rams,LA Chargers,Cleveland,Tampa Bay,Green Bay,Cincinnati,Philadelphia,Buffalo,Kansas City,New England,Miami,Minnesota,Dallas,Denver,Carolina,Baltimore,Indianapolis,-4.039553591427112
New Orleans,LA Rams,Cincinnati,LA Chargers,Tampa Bay,Green Bay,Denver,Philadelphia,Buffalo,Carolina,New England,Miami,Minnesota,Dallas,Kansas City,Tennessee,Baltimore,Indianapolis,-4.039957861444917
Indianapolis,LA Rams,Cincinnati,Philadelphia,Tampa Bay,Green Bay,Las Vegas,Dallas,LA Chargers,Kansas City,New England,Miami,Minnesota,Buffalo,Denver,Tennessee,Baltimore,San Francisco,-4.0400183668695
New Orleans,Green Bay,LA Chargers,Philadelphia,Tampa Bay,San Francisco,Cincinnati,Dallas,Buffalo,Kansas City,New England,Miami,Minnesota,LA Rams,Denver,Tennessee,Baltimore,Indianapolis,-4.041697398319102
San Francisco,Denver,Minnesota,Philadelphia,Tampa Bay,Green Bay,Cincinnati,Dallas,LA Chargers,Kansas City,New England,Miami,LA Rams,Buffalo,New Orleans,Tennessee,Baltimore,Indianapolis,-4.041945781855059
San Francisco,LA Rams,LA Chargers,Philadelphia,Tampa Bay,Green Bay,Cincinnati,Dallas,Buffalo,Carolina,New England,Miami,Minnesota,Tennessee,Denver,Kansas City,Baltimore,Indianapolis,-4.04202384555675
New Orleans,LA Rams,LA Chargers,Philadelphia,Tampa Bay,Indianapolis,Cincinnati,Dallas,Green Bay,Kansas City,New England,Miami,Minnesota,Buffalo,Denver,Tennessee,Baltimore,San Francisco,-4.042044136356586
San Francisco,LA Rams,LA Chargers,Philadelphia,Tampa Bay,Indianapolis,Denver,Dallas,Cincinnati,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Green Bay,-4.043423046199366
San Francisco,LA Rams,LA Chargers,Philadelphia,Tampa Bay,Green Bay,Denver,Dallas,Buffalo,Kansas City,New England,Miami,Minnesota,Cincinnati,New Orleans,Tennessee,Baltimore,Indianapolis,-4.043720924214635
New Orleans,San Francisco,LA Chargers,Philadelphia,Tampa Bay,Green Bay,Cincinnati,Dallas,Buffalo,Kansas City,New England,Miami,Minnesota,LA Rams,Denver,Tennessee,Baltimore,Indianapolis,-4.043755565172123
New Orleans,Denver,LA Chargers,Cleveland,Tampa Bay,Green Bay,Cincinnati,Philadelphia,Buffalo,LA Rams,New England,Miami,Minnesota,Dallas,Kansas City,Tennessee,Baltimore,Indianapolis,-4.043875586541263
New Orleans,LA Rams,LA Chargers,Cleveland,Tampa Bay,Green Bay,Cincinnati,Dallas,Philadelphia,Kansas City,New England,Miami,Minnesota,Buffalo,Denver,Carolina,Baltimore,Indianapolis,-4.043903517320183
Denver,LA Rams,LA Chargers,Cleveland,Tampa Bay,Green Bay,Cincinnati,Dallas,Philadelphia,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Indianapolis,-4.043976814386383
San Francisco,LA Rams,LA Chargers,Philadelphia,Tampa Bay,Green Bay,Cincinnati,Tennessee,Buffalo,Carolina,New England,Miami,Minnesota,Dallas,Denver,Kansas City,Baltimore,Indianapolis,-4.044945904435711
San Francisco,LA Rams,LA Chargers,Cleveland,Tampa Bay,Green Bay,Cincinnati,Dallas,Philadelphia,Kansas City,Denver,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Indianapolis,-4.046091995522614
New Orleans,LA Rams,LA Chargers,Philadelphia,Tampa Bay,San Francisco,Cincinnati,Dallas,Green Bay,Kansas City,New England,Miami,Minnesota,Tennessee,Denver,Buffalo,Baltimore,Indianapolis,-4.046883910008178
San Francisco,LA Rams,LA Chargers,Cleveland,Tampa Bay,Indianapolis,Cincinnati,Philadelphia,Buffalo,Kansas City,New England,Miami,Minnesota,Dallas,Denver,Tennessee,Baltimore,Green Bay,-4.047732560696546
San Francisco,LA Rams,Cincinnati,LA Chargers,Tampa Bay,Green Bay,Denver,Dallas,Philadelphia,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Carolina,Baltimore,Indianapolis,-4.048206993942536
San Francisco,LA Rams,LA Chargers,Philadelphia,Tampa Bay,Green Bay,Las Vegas,Dallas,Cincinnati,Kansas City,New England,Miami,Minnesota,Buffalo,Denver,Carolina,Baltimore,Indianapolis,-4.048512350606225
San Francisco,LA Rams,LA Chargers,Cleveland,Tampa Bay,Green Bay,Cincinnati,Philadelphia,Buffalo,Carolina,New England,Miami,Minnesota,Dallas,Kansas City,Tennessee,Baltimore,Indianapolis,-4.048582428667875
New Orleans,LA Rams,Cincinnati,Philadelphia,Tampa Bay,Green Bay,Las Vegas,Dallas,LA Chargers,Kansas City,New England,Miami,Minnesota,Buffalo,Denver,Carolina,Baltimore,Indianapolis,-4.049561583174208
Denver,LA Rams,Cincinnati,Philadelphia,Tampa Bay,Green Bay,Las Vegas,Dallas,LA Chargers,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Indianapolis,-4.049634880240408
Indianapolis,LA Rams,LA Chargers,Philadelphia,Tampa Bay,San Francisco,Cincinnati,Denver,Buffalo,Kansas City,New England,Miami,Minnesota,Dallas,New Orleans,Tennessee,Baltimore,Green Bay,-4.049753256596247
San Francisco,Denver,LA Chargers,Cleveland,Tampa Bay,Green Bay,Cincinnati,Dallas,Philadelphia,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Indianapolis,-4.05006342558911
New Orleans,Green Bay,Cincinnati,LA Chargers,Tampa Bay,San Francisco,Denver,Philadelphia,Buffalo,LA Rams,New England,Miami,Minnesota,Dallas,Kansas City,Tennessee,Baltimore,Indianapolis,-4.050376599383403
San Francisco,LA Rams,Cincinnati,Philadelphia,Tampa Bay,Green Bay,Denver,Dallas,LA Chargers,Kansas City,New England,Miami,Minnesota,Tennessee,New Orleans,Buffalo,Baltimore,Indianapolis,-4.050994467404305
San Francisco,LA Rams,LA Chargers,Cleveland,Tampa Bay,Green Bay,Denver,Philadelphia,Buffalo,Carolina,New England,Miami,Minnesota,Dallas,Kansas City,Tennessee,Baltimore,Indianapolis,-4.0515079925221364
San Francisco,LA Rams,LA Chargers,Cleveland,Tampa Bay,Green Bay,Cincinnati,Denver,Philadelphia,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Indianapolis,-4.051562007128797
San Francisco,LA Rams,Cincinnati,Philadelphia,Tampa Bay,Green Bay,Las Vegas,Dallas,LA Chargers,Kansas City,Denver,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Indianapolis,-4.051750061376639
New Orleans,San Francisco,Cincinnati,LA Chargers,Tampa Bay,Green Bay,Denver,Philadelphia,Buffalo,LA Rams,New England,Miami,Minnesota,Dallas,Kansas City,Tennessee,Baltimore,Indianapolis,-4.052434766236424
San Francisco,Denver,LA Chargers,Cleveland,Tampa Bay,Green Bay,Cincinnati,Dallas,Philadelphia,Kansas City,New England,Miami,LA Rams,Buffalo,New Orleans,Tennessee,Baltimore,Indianapolis,-4.052443520695687
San Francisco,LA Rams,Cincinnati,Cleveland,Tampa Bay,Green Bay,Denver,Dallas,LA Chargers,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Indianapolis,-4.053385270677106
San Francisco,LA Rams,Cincinnati,Philadelphia,Tampa Bay,Green Bay,Denver,Tennessee,LA Chargers,Kansas City,New England,Miami,Minnesota,Dallas,New Orleans,Buffalo,Baltimore,Indianapolis,-4.053916526283265
San Francisco,LA Rams,LA Chargers,Cleveland,Tampa Bay,Green Bay,Cincinnati,Philadelphia,Buffalo,Carolina,New England,Miami,Minnesota,Dallas,Denver,Kansas City,Baltimore,Indianapolis,-4.054520791024481
Indianapolis,LA Rams,LA Chargers,Cleveland,Tampa Bay,San Francisco,Cincinnati,Dallas,Green Bay,Kansas City,New England,Miami,Minnesota,Buffalo,Denver,Tennessee,Baltimore,Philadelphia,-4.054920802279724
San Francisco,Denver,Cincinnati,Philadelphia,Tampa Bay,Green Bay,Las Vegas,Dallas,LA Chargers,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Indianapolis,-4.055721491443135
San Francisco,LA Rams,Cincinnati,LA Chargers,Tampa Bay,Indianapolis,Denver,Dallas,Philadelphia,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Green Bay,-4.05638596321197
San Francisco,LA Rams,LA Chargers,Philadelphia,Tampa Bay,Green Bay,Las Vegas,Dallas,Buffalo,Kansas City,New England,Miami,Minnesota,Cincinnati,Denver,Tennessee,Baltimore,Indianapolis,-4.0569891978909265
San Francisco,LA Rams,Cincinnati,Philadelphia,Tampa Bay,Green Bay,Las Vegas,Denver,LA Chargers,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Indianapolis,-4.0572200729828225
Indianapolis,LA Rams,Cincinnati,Philadelphia,Tampa Bay,San Francisco,Denver,Dallas,LA Chargers,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Carolina,Baltimore,Green Bay,-4.057220600656011
San Francisco,LA Rams,LA Chargers,Philadelphia,Tampa Bay,Indianapolis,Cincinnati,Denver,Buffalo,Carolina,New England,Miami,Minnesota,Dallas,Kansas City,Tennessee,Baltimore,Green Bay,-4.057260514531938
San Francisco,Denver,Cincinnati,Philadelphia,Tampa Bay,Green Bay,Las Vegas,Dallas,LA Chargers,Kansas City,New England,Miami,LA Rams,Buffalo,New Orleans,Tennessee,Baltimore,Indianapolis,-4.058101586549712
San Francisco,LA Rams,LA Chargers,Philadelphia,Tampa Bay,Green Bay,Cincinnati,Dallas,Kansas City,Carolina,New England,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Indianapolis,-4.05948717535516
San Francisco,LA Rams,LA Chargers,Cleveland,Tampa Bay,Green Bay,Cincinnati,Philadelphia,Buffalo,Kansas City,New England,Miami,Minnesota,Dallas,New Orleans,Tennessee,Baltimore,Indianapolis,-4.060479771291689
Indianapolis,LA Rams,Cincinnati,LA Chargers,Tampa Bay,San Francisco,Denver,Philadelphia,Buffalo,Carolina,New England,Miami,Minnesota,Dallas,Kansas City,Tennessee,Baltimore,Green Bay,-4.060885152603013
San Francisco,LA Rams,LA Chargers,Philadelphia,Tampa Bay,Green Bay,Cincinnati,Denver,Buffalo,Kansas City,New England,Miami,Minnesota,Dallas,New Orleans,Carolina,Baltimore,Indianapolis,-4.060978887886319
San Francisco,LA Rams,Cincinnati,LA Chargers,Tampa Bay,Green Bay,Las Vegas,Dallas,Philadelphia,Kansas City,New England,Miami,Minnesota,Buffalo,Denver,Carolina,Baltimore,Indianapolis,-4.061475267618829
San Francisco,LA Rams,LA Chargers,Cleveland,Tampa Bay,Green Bay,Denver,Philadelphia,Cincinnati,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Indianapolis,-4.061628328746773
San Francisco,LA Rams,LA Chargers,Philadelphia,Tampa Bay,Green Bay,Denver,Dallas,Kansas City,Carolina,New England,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Indianapolis,-4.06241273920942
San Francisco,Denver,LA Rams,LA Chargers,Tampa Bay,Green Bay,Cincinnati,Dallas,Philadelphia,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Indianapolis,-4.063043617089731
San Francisco,LA Rams,LA Chargers,Cleveland,Tampa Bay,Green Bay,Denver,Philadelphia,Buffalo,Kansas City,New England,Miami,Minnesota,Dallas,New Orleans,Tennessee,Baltimore,Indianapolis,-4.0634053351459505
San Francisco,LA Rams,Cincinnati,Cleveland,Tampa Bay,Green Bay,Denver,Philadelphia,LA Chargers,Kansas City,New England,Miami,Minnesota,Dallas,New Orleans,Buffalo,Baltimore,Indianapolis,-4.063491412872035
San Francisco,Denver,LA Chargers,Philadelphia,Tampa Bay,Green Bay,Cincinnati,Dallas,Buffalo,LA Rams,New England,Miami,Minnesota,Tennessee,Kansas City,Carolina,Baltimore,Indianapolis,-4.0635315635217
Denver,LA Rams,LA Chargers,Philadelphia,Tampa Bay,San Francisco,Cincinnati,Dallas,Green Bay,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Carolina,Baltimore,Indianapolis,-4.064408971616156
Indianapolis,Denver,LA Chargers,Cleveland,Tampa Bay,San Francisco,Cincinnati,Philadelphia,Buffalo,LA Rams,New England,Miami,Minnesota,Dallas,Kansas City,Tennessee,Baltimore,Green Bay,-4.064802877699359
Indianapolis,LA Rams,LA Chargers,Cleveland,Tampa Bay,San Francisco,Cincinnati,Dallas,Philadelphia,Kansas City,New England,Miami,Minnesota,Buffalo,Denver,Carolina,Baltimore,Green Bay,-4.064830808478279
New Orleans,LA Rams,Cincinnati,LA Chargers,Tampa Bay,Green Bay,Las Vegas,Philadelphia,Buffalo,Kansas City,New England,Miami,Minnesota,Dallas,Denver,Tennessee,Baltimore,Indianapolis,-4.065123477745024
New Orleans,LA Rams,LA Chargers,Cleveland,Tampa Bay,San Francisco,Cincinnati,Philadelphia,Buffalo,Kansas City,New England,Miami,Green Bay,Dallas,Denver,Tennessee,Baltimore,Indianapolis,-4.065395305631334
Indianapolis,LA Rams,LA Chargers,Philadelphia,Tampa Bay,Green Bay,Denver,Dallas,Cincinnati,Kansas City,New England,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,San Francisco,-4.065851919092657
San Francisco,LA Rams,LA Chargers,Cleveland,Tampa Bay,Green Bay,Denver,Dallas,Philadelphia,Kansas City,Cincinnati,Miami,Minnesota,Buffalo,New Orleans,Tennessee,Baltimore,Indianapolis,-4.066240669315286
San Francisco,Denver,LA Chargers,Philadelphia,Tampa Bay,Green Bay,Cincinnati,Tennessee,Buffalo,LA Rams,New England,Miami,Minnesota,Dallas,Kansas City,Carolina,Baltimore,Indianapolis,-4.06645362240066
New Orleans,LA Rams,LA Chargers,Philadelphia,Tampa Bay,Green Bay,Cincinnati,Dallas,Buffalo,Kansas City,New England,Miami,Minnesota,Tennessee,Denver,Carolina,Baltimore,Indianapolis,-4.067207704426815
New Orleans,Denver,LA Chargers,Philadelphia,Tampa Bay,Green Bay,Cincinnati,Dallas,Buffalo,Carolina,New England,Miami,Minnesota,LA Rams,Kansas City,Tennessee,Baltimore,Indianapolis,-4.067753577942933
San Francisco,LA Rams,LA Chargers,Philadelphia,Tampa Bay,Indianapolis,Cincinnati,Denver,Buffalo,Kansas City,New England,Miami,Minnesota,Dallas,New Orleans,Tennessee,Baltimore,Green Bay,-4.069157857155751
