week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,log_prob
San Francisco,Cleveland,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Pittsburgh,Denver,Tennessee,Dallas,LA Rams,LA Chargers,Miami,Atlanta,Seattle,Green Bay,-4.43421341694299
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Pittsburgh,Denver,Tennessee,Dallas,LA Rams,Seattle,Miami,LA Chargers,Washington,Cleveland,-4.435180026787094
San Francisco,Green Bay,Pittsburgh,Buffalo,Minnesota,Tampa Bay,Baltimore,Kansas City,Indianapolis,Denver,Cleveland,New England,LA Rams,Tennessee,Miami,LA Chargers,Seattle,Washington,-4.436472713031122
San Francisco,Cleveland,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Miami,Pittsburgh,Tennessee,Dallas,LA Rams,LA Chargers,Denver,Atlanta,Seattle,Green Bay,-4.437287041629938
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Indianapolis,Denver,Tennessee,Dallas,LA Rams,LA Chargers,Miami,Atlanta,Seattle,Cleveland,-4.4375673353760545
San Francisco,Green Bay,Pittsburgh,Buffalo,Minnesota,Tampa Bay,Baltimore,Kansas City,Indianapolis,Denver,Tennessee,New England,LA Rams,New Orleans,Miami,LA Chargers,Seattle,Cleveland,-4.43812767540116
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Miami,Pittsburgh,Tennessee,Dallas,LA Rams,Seattle,Denver,LA Chargers,Washington,Cleveland,-4.438253651474041
San Francisco,Cleveland,Denver,Buffalo,Minnesota,Tampa Bay,Baltimore,Kansas City,Indianapolis,Pittsburgh,Tennessee,New England,LA Rams,LA Chargers,Miami,Atlanta,Seattle,Green Bay,-4.439026476878578
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Indianapolis,Pittsburgh,Cleveland,Miami,LA Rams,Tennessee,Denver,LA Chargers,Seattle,Dallas,-4.439060238252733
San Francisco,Green Bay,Denver,Buffalo,Minnesota,Tampa Bay,Baltimore,Kansas City,Indianapolis,Pittsburgh,Tennessee,New England,LA Rams,Seattle,Miami,LA Chargers,Washington,Cleveland,-4.439993086722682
San Francisco,Green Bay,Denver,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Indianapolis,Pittsburgh,Cleveland,Dallas,LA Rams,LA Chargers,Miami,Baltimore,Seattle,Tennessee,-4.440273491798599
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Indianapolis,Denver,Cleveland,Dallas,LA Rams,Tennessee,Miami,LA Chargers,Seattle,Washington,-4.441531209986037
San Francisco,Cleveland,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Miami,Pittsburgh,Tennessee,Dallas,LA Rams,New Orleans,Denver,LA Chargers,Seattle,Green Bay,-4.442905878609958
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Indianapolis,Denver,Tennessee,Dallas,LA Rams,New Orleans,Miami,LA Chargers,Seattle,Cleveland,-4.443186172356074
San Francisco,Green Bay,Pittsburgh,Buffalo,Minnesota,Tampa Bay,Baltimore,Kansas City,Indianapolis,Denver,Tennessee,New England,LA Rams,LA Chargers,Miami,Seattle,Washington,Cleveland,-4.443237946996754
San Francisco,Green Bay,Denver,Buffalo,Minnesota,Tampa Bay,Baltimore,Kansas City,Indianapolis,Pittsburgh,Cleveland,Dallas,LA Rams,LA Chargers,Miami,Seattle,New England,Tennessee,-4.444069253288327
San Francisco,Green Bay,Baltimore,Kansas City,Minnesota,Tampa Bay,New England,Seattle,Miami,Pittsburgh,Cleveland,Dallas,LA Rams,Tennessee,Denver,LA Chargers,Washington,Buffalo,-4.444133490567017
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,Arizona,Kansas City,Pittsburgh,Denver,Cleveland,New England,LA Rams,Tennessee,Miami,LA Chargers,Seattle,Dallas,-4.444738185285688
San Francisco,Cleveland,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Pittsburgh,Denver,Tennessee,Dallas,LA Rams,LA Chargers,Miami,Seattle,Washington,Green Bay,-4.444942525518605
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Indianapolis,Pittsburgh,Tennessee,Dallas,LA Rams,LA Chargers,Miami,Atlanta,Seattle,Cleveland,-4.446348176024206
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,Arizona,Kansas City,Miami,Pittsburgh,Cleveland,New England,LA Rams,Tennessee,Denver,LA Chargers,Seattle,Dallas,-4.447811809972635
San Francisco,Cleveland,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Miami,Pittsburgh,Tennessee,Dallas,LA Rams,LA Chargers,Denver,Seattle,Washington,Green Bay,-4.448016150205552
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Indianapolis,Denver,Tennessee,Dallas,LA Rams,LA Chargers,Miami,Seattle,Washington,Cleveland,-4.448296443951668
San Francisco,Cleveland,Denver,Buffalo,Minnesota,Tampa Bay,Baltimore,Kansas City,Indianapolis,Pittsburgh,Tennessee,New England,LA Rams,LA Chargers,Miami,Seattle,Washington,Green Bay,-4.449755585454192
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Indianapolis,Pittsburgh,Cleveland,Dallas,LA Rams,Tennessee,Miami,LA Chargers,Seattle,Washington,-4.450312050634189
San Francisco,Green Bay,Pittsburgh,Buffalo,Minnesota,Tampa Bay,Baltimore,Kansas City,Indianapolis,Denver,Tennessee,New England,LA Rams,Seattle,Miami,LA Chargers,Washington,Cleveland,-4.450550562428368
San Francisco,Green Bay,Denver,Buffalo,Minnesota,Tampa Bay,Baltimore,Kansas City,Indianapolis,Pittsburgh,Cleveland,Dallas,LA Rams,Seattle,Miami,LA Chargers,New England,Tennessee,-4.451381868719941
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,Arizona,Kansas City,Indianapolis,Pittsburgh,Cleveland,New England,LA Rams,Denver,Miami,LA Chargers,Seattle,Tennessee,-4.451385061212376
San Francisco,Cleveland,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Pittsburgh,Denver,Tennessee,Dallas,LA Rams,Seattle,Miami,LA Chargers,Washington,Green Bay,-4.452255140950219
San Francisco,Green Bay,Pittsburgh,Buffalo,Minnesota,Tampa Bay,Baltimore,Kansas City,Indianapolis,Denver,Cleveland,Dallas,LA Rams,LA Chargers,Miami,Seattle,New England,Tennessee,-4.454626728994013
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Indianapolis,Pittsburgh,Tennessee,Miami,LA Rams,LA Chargers,Denver,Atlanta,Seattle,Cleveland,-4.4546658836962925
San Francisco,Cleveland,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Miami,Pittsburgh,Tennessee,Dallas,LA Rams,Seattle,Denver,LA Chargers,Washington,Green Bay,-4.455328765637166
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Indianapolis,Denver,Tennessee,Dallas,LA Rams,Seattle,Miami,LA Chargers,Washington,Cleveland,-4.455609059383282
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Pittsburgh,Denver,Cleveland,NY Giants,LA Rams,Tennessee,Miami,LA Chargers,Seattle,Dallas,-4.455614907105691
San Francisco,Green Bay,Denver,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Baltimore,Pittsburgh,Tennessee,Dallas,LA Rams,LA Chargers,Miami,Atlanta,Seattle,Cleveland,-4.456500417999405
San Francisco,Cleveland,Denver,Buffalo,Minnesota,Tampa Bay,Baltimore,Kansas City,Indianapolis,Pittsburgh,Tennessee,New England,LA Rams,Seattle,Miami,LA Chargers,Washington,Green Bay,-4.457068200885806
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Indianapolis,Pittsburgh,Tennessee,Dallas,LA Rams,LA Chargers,Miami,Seattle,Washington,Cleveland,-4.45707728459982
San Francisco,Green Bay,Denver,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Indianapolis,Pittsburgh,Cleveland,Dallas,LA Rams,Tennessee,Miami,Baltimore,Seattle,Washington,-4.457811586486843
San Francisco,Green Bay,Denver,Buffalo,New England,Tampa Bay,Baltimore,Kansas City,Indianapolis,Pittsburgh,Cleveland,Dallas,LA Rams,Tennessee,Miami,LA Chargers,Seattle,Minnesota,-4.458502655379242
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Indianapolis,Pittsburgh,Cleveland,Miami,LA Rams,Tennessee,Denver,LA Chargers,Seattle,Washington,-4.458629758306277
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Miami,Pittsburgh,Cleveland,NY Giants,LA Rams,Tennessee,Denver,LA Chargers,Seattle,Dallas,-4.458688531792637
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Miami,Pittsburgh,Tennessee,Dallas,LA Rams,Denver,Washington,LA Chargers,Seattle,Cleveland,-4.458853435248524
San Francisco,Green Bay,Denver,New Orleans,Minnesota,Tampa Bay,Baltimore,Kansas City,Buffalo,Pittsburgh,Cleveland,New England,LA Rams,Tennessee,Miami,LA Chargers,Seattle,Dallas,-4.45918277451741
San Francisco,Cleveland,Denver,Buffalo,Minnesota,Tampa Bay,Baltimore,Kansas City,Indianapolis,Pittsburgh,Tennessee,New England,LA Rams,Green Bay,Miami,LA Chargers,Seattle,Dallas,-4.459533622160994
Jacksonville,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Miami,Pittsburgh,Cleveland,San Francisco,LA Rams,Tennessee,Denver,LA Chargers,Seattle,Dallas,-4.460120483747694
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Indianapolis,Pittsburgh,Tennessee,Miami,LA Rams,New Orleans,Denver,LA Chargers,Seattle,Cleveland,-4.460284720676312
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,Arizona,Kansas City,Pittsburgh,Denver,Tennessee,New England,LA Rams,LA Chargers,Miami,Atlanta,Seattle,Cleveland,-4.46034383072925
San Francisco,Green Bay,Denver,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Baltimore,Pittsburgh,Cleveland,Dallas,LA Rams,Tennessee,Miami,LA Chargers,Seattle,Washington,-4.460464292609388
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Indianapolis,Denver,Cleveland,Pittsburgh,LA Rams,Tennessee,Miami,LA Chargers,Seattle,Dallas,-4.4608263952609235
San Francisco,Green Bay,Baltimore,New Orleans,Minnesota,Tampa Bay,New England,Kansas City,Buffalo,Pittsburgh,Cleveland,Dallas,LA Rams,Denver,Miami,LA Chargers,Seattle,Tennessee,-4.46101659050851
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Pittsburgh,Denver,Cleveland,Dallas,LA Rams,LA Chargers,Miami,Atlanta,Seattle,Tennessee,-4.461239991683217
San Francisco,Green Bay,Denver,Buffalo,Minnesota,Tampa Bay,Baltimore,Kansas City,Indianapolis,Pittsburgh,Cleveland,Dallas,LA Rams,Tennessee,Miami,Seattle,New England,Washington,-4.461607347976571
San Francisco,Green Bay,Pittsburgh,Buffalo,Minnesota,Tampa Bay,Baltimore,Kansas City,Indianapolis,Denver,Cleveland,Dallas,LA Rams,Seattle,Miami,LA Chargers,New England,Tennessee,-4.461939344425627
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Indianapolis,Pittsburgh,Cleveland,NY Giants,LA Rams,Denver,Miami,LA Chargers,Seattle,Tennessee,-4.462261783032377
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,Arizona,Kansas City,Miami,Pittsburgh,Tennessee,New England,LA Rams,LA Chargers,Denver,Atlanta,Seattle,Cleveland,-4.463417455416196
San Francisco,Green Bay,Denver,Buffalo,Minnesota,Tampa Bay,Baltimore,Kansas City,Indianapolis,Pittsburgh,Cleveland,New England,LA Rams,Tennessee,Miami,Atlanta,Seattle,Dallas,-4.464021626253504
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,Arizona,Kansas City,Pittsburgh,Denver,Cleveland,New England,LA Rams,Tennessee,Miami,LA Chargers,Seattle,Washington,-4.464307705339232
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Miami,Pittsburgh,Cleveland,Dallas,LA Rams,LA Chargers,Denver,Atlanta,Seattle,Tennessee,-4.4643136163701636
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Indianapolis,Pittsburgh,Tennessee,Dallas,LA Rams,Seattle,Miami,LA Chargers,Washington,Cleveland,-4.464389900031434
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,Arizona,Kansas City,Indianapolis,Denver,Cleveland,New England,LA Rams,Tennessee,Miami,LA Chargers,Seattle,Dallas,-4.465167217881876
San Francisco,Green Bay,Denver,Buffalo,Baltimore,Tampa Bay,New England,Kansas City,Indianapolis,Pittsburgh,Cleveland,Dallas,LA Rams,Tennessee,Miami,LA Chargers,Seattle,Minnesota,-4.4653874086178975
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Indianapolis,Pittsburgh,Tennessee,Miami,LA Rams,LA Chargers,Denver,Seattle,Washington,Cleveland,-4.465394992271907
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Indianapolis,Pittsburgh,Cleveland,Dallas,LA Rams,Denver,Miami,Atlanta,Seattle,Tennessee,-4.465855442244604
San Francisco,Green Bay,Denver,Buffalo,Minnesota,Tampa Bay,Baltimore,Kansas City,Indianapolis,Pittsburgh,Cleveland,New England,LA Rams,LA Chargers,Miami,Atlanta,Seattle,Tennessee,-4.466053051618803
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Pittsburgh,Denver,Cleveland,Dallas,LA Rams,New Orleans,Miami,LA Chargers,Seattle,Tennessee,-4.466858828663237
San Francisco,Green Bay,Pittsburgh,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Baltimore,Denver,Tennessee,Dallas,LA Rams,LA Chargers,Miami,Atlanta,Seattle,Cleveland,-4.46705789370509
San Francisco,Green Bay,Denver,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Baltimore,Pittsburgh,Tennessee,Dallas,LA Rams,LA Chargers,Miami,Seattle,Washington,Cleveland,-4.46722952657502
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,Arizona,Kansas City,Miami,Pittsburgh,Cleveland,New England,LA Rams,Tennessee,Denver,LA Chargers,Seattle,Washington,-4.467381330026179
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,Arizona,Kansas City,Miami,Pittsburgh,Tennessee,New England,LA Rams,New Orleans,Denver,LA Chargers,Seattle,Cleveland,-4.469036292396216
San Francisco,Green Bay,Pittsburgh,Buffalo,New England,Tampa Bay,Baltimore,Kansas City,Indianapolis,Denver,Cleveland,Dallas,LA Rams,Tennessee,Miami,LA Chargers,Seattle,Minnesota,-4.469060131084928
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Indianapolis,Pittsburgh,Cleveland,Denver,LA Rams,Tennessee,Miami,LA Chargers,Seattle,Dallas,-4.469312358063302
San Francisco,Green Bay,Pittsburgh,New Orleans,Minnesota,Tampa Bay,Baltimore,Kansas City,Buffalo,Denver,Cleveland,New England,LA Rams,Tennessee,Miami,LA Chargers,Seattle,Dallas,-4.469740250223096
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Miami,Pittsburgh,Cleveland,Dallas,LA Rams,New Orleans,Denver,LA Chargers,Seattle,Tennessee,-4.469932453350183
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Cleveland,New England,Kansas City,Indianapolis,Pittsburgh,Tennessee,Tampa Bay,LA Rams,Denver,Miami,LA Chargers,Seattle,Dallas,-4.470465825877178
San Francisco,Green Bay,Pittsburgh,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Baltimore,Denver,Cleveland,Dallas,LA Rams,Tennessee,Miami,LA Chargers,Seattle,Washington,-4.471021768315074
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,Arizona,Kansas City,Pittsburgh,Denver,Tennessee,New England,LA Rams,LA Chargers,Miami,Seattle,Washington,Cleveland,-4.471072939304864
San Francisco,Green Bay,Denver,Buffalo,Minnesota,Tampa Bay,Baltimore,Kansas City,Indianapolis,Pittsburgh,Cleveland,New England,LA Rams,New Orleans,Miami,LA Chargers,Seattle,Tennessee,-4.471671888598823
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Pittsburgh,Denver,Cleveland,Dallas,LA Rams,LA Chargers,Miami,Seattle,Washington,Tennessee,-4.471969100258831
San Francisco,Green Bay,Pittsburgh,Buffalo,Minnesota,Tampa Bay,Baltimore,Kansas City,Indianapolis,Denver,Cleveland,Dallas,LA Rams,Tennessee,Miami,Seattle,New England,Washington,-4.472164823682257
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Indianapolis,Pittsburgh,Tennessee,Miami,LA Rams,Seattle,Denver,LA Chargers,Washington,Cleveland,-4.472707607703521
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,Arizona,Kansas City,Indianapolis,Pittsburgh,Cleveland,New England,LA Rams,Tennessee,Miami,LA Chargers,Seattle,Dallas,-4.473948058530028
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,Arizona,Kansas City,Miami,Pittsburgh,Tennessee,New England,LA Rams,LA Chargers,Denver,Seattle,Washington,Cleveland,-4.47414656399181
San Francisco,Cleveland,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Pittsburgh,Denver,Tennessee,Dallas,LA Rams,Green Bay,Miami,LA Chargers,Seattle,Washington,-4.474290082278951
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Miami,Pittsburgh,Tennessee,NY Giants,LA Rams,LA Chargers,Denver,Atlanta,Seattle,Cleveland,-4.474294177236199
San Francisco,Green Bay,Denver,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Baltimore,Pittsburgh,Tennessee,Dallas,LA Rams,Seattle,Miami,LA Chargers,Washington,Cleveland,-4.474542142006634
San Francisco,Green Bay,Pittsburgh,Buffalo,Minnesota,Tampa Bay,Baltimore,Kansas City,Indianapolis,Denver,Cleveland,New England,LA Rams,Tennessee,Miami,Atlanta,Seattle,Dallas,-4.474579101959189
San Francisco,Green Bay,Denver,Buffalo,Minnesota,Tampa Bay,Baltimore,Kansas City,Indianapolis,Pittsburgh,Cleveland,New England,LA Rams,Tennessee,Miami,Seattle,Washington,Dallas,-4.474750734829118
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Pittsburgh,Denver,Cleveland,Atlanta,LA Rams,Tennessee,Miami,LA Chargers,Seattle,Dallas,-4.474959350798805
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Miami,Pittsburgh,Cleveland,Dallas,LA Rams,LA Chargers,Denver,Seattle,Washington,Tennessee,-4.475042724945777
San Francisco,Green Bay,Baltimore,Tennessee,Minnesota,Tampa Bay,New England,Kansas City,Miami,Pittsburgh,Cleveland,Dallas,LA Rams,LA Chargers,Denver,Seattle,Washington,Buffalo,-4.475120921675317
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Pittsburgh,Denver,Cleveland,NY Giants,LA Rams,Tennessee,Miami,LA Chargers,Seattle,Washington,-4.475184427159235
San Francisco,Green Bay,Pittsburgh,Buffalo,Baltimore,Tampa Bay,New England,Kansas City,Indianapolis,Denver,Cleveland,Dallas,LA Rams,Tennessee,Miami,LA Chargers,Seattle,Minnesota,-4.475944884323583
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Indianapolis,Denver,Cleveland,NY Giants,LA Rams,Tennessee,Miami,LA Chargers,Seattle,Dallas,-4.476043939701878
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Indianapolis,Pittsburgh,Cleveland,Dallas,LA Rams,Denver,Miami,Seattle,Washington,Tennessee,-4.476584550820218
San Francisco,Green Bay,Pittsburgh,Buffalo,Minnesota,Tampa Bay,Baltimore,Kansas City,Indianapolis,Denver,Cleveland,New England,LA Rams,LA Chargers,Miami,Atlanta,Seattle,Tennessee,-4.47661052732449
San Francisco,Green Bay,Denver,Buffalo,Minnesota,Tampa Bay,Baltimore,Kansas City,Indianapolis,Pittsburgh,Cleveland,New England,LA Rams,LA Chargers,Miami,Seattle,Washington,Tennessee,-4.476782160194418
San Francisco,Cleveland,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Miami,Pittsburgh,Tennessee,Dallas,LA Rams,Green Bay,Denver,LA Chargers,Seattle,Washington,-4.477363706965897
San Francisco,Green Bay,Pittsburgh,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Baltimore,Denver,Tennessee,Dallas,LA Rams,LA Chargers,Miami,Seattle,Washington,Cleveland,-4.477787002280705
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Miami,Pittsburgh,Cleveland,Atlanta,LA Rams,Tennessee,Denver,LA Chargers,Seattle,Dallas,-4.478032975485752
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,New England,Kansas City,Miami,Pittsburgh,Cleveland,NY Giants,LA Rams,Tennessee,Denver,LA Chargers,Seattle,Washington,-4.478258051846181
San Francisco,Green Bay,Baltimore,Buffalo,Minnesota,Tampa Bay,Arizona,Kansas City,Pittsburgh,Denver,Tennessee,New England,LA Rams,Seattle,Miami,LA Chargers,Washington,Cleveland,-4.4783855547364775
San Francisco,Green Bay,Baltimore,Kansas City,Minnesota,Tampa Bay,New England,Seattle,Indianapolis,Pittsburgh,Cleveland,Miami,LA Rams,Tennessee,Denver,LA Chargers,Washington,Buffalo,-4.478587446796497
