week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,log_prob
Seattle,Green Bay,Cleveland,San Francisco,Kansas City,Houston,Buffalo,Detroit,Cincinnati,Chicago,NY Jets,Miami,Dallas,Philadelphia,Baltimore,LA Chargers,Tampa Bay,Atlanta,-4.055278174134741
Seattle,Green Bay,Cincinnati,San Francisco,Kansas City,Houston,Buffalo,Detroit,Baltimore,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,LA Chargers,Tampa Bay,Atlanta,-4.057411138117706
Seattle,Detroit,Cleveland,San Francisco,Kansas City,Houston,Buffalo,Pittsburgh,Cincinnati,Chicago,NY Jets,Miami,Dallas,Philadelphia,Baltimore,Green Bay,LA Chargers,Atlanta,-4.058801258093674
Seattle,Detroit,Cincinnati,San Francisco,Kansas City,Houston,Buffalo,Pittsburgh,Baltimore,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,Green Bay,LA Chargers,Atlanta,-4.06093422207664
Seattle,Green Bay,Detroit,San Francisco,Kansas City,Houston,Buffalo,Pittsburgh,Baltimore,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,LA Chargers,Cincinnati,Atlanta,-4.064199588847778
Seattle,Baltimore,Detroit,San Francisco,Kansas City,Houston,Buffalo,Pittsburgh,Cincinnati,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,Green Bay,LA Chargers,Atlanta,-4.066399552922832
Seattle,Baltimore,Green Bay,San Francisco,Chicago,Houston,LA Rams,Detroit,Cincinnati,Kansas City,NY Jets,Miami,Cleveland,Philadelphia,Dallas,Buffalo,LA Chargers,Atlanta,-4.067713011218314
Seattle,Baltimore,Cleveland,San Francisco,Kansas City,Houston,LA Rams,Detroit,Cincinnati,Chicago,NY Jets,Miami,Dallas,Philadelphia,Green Bay,Buffalo,LA Chargers,Atlanta,-4.069010155964899
Seattle,Baltimore,Green Bay,San Francisco,Chicago,Houston,Buffalo,Detroit,Cincinnati,Kansas City,NY Jets,Miami,Cleveland,Philadelphia,Dallas,LA Chargers,Tampa Bay,Atlanta,-4.069381222273837
Seattle,Baltimore,Cleveland,San Francisco,Kansas City,Houston,Buffalo,Detroit,Cincinnati,Chicago,NY Jets,Miami,Dallas,Philadelphia,Green Bay,LA Chargers,Tampa Bay,Atlanta,-4.070678367020423
Seattle,Green Bay,Cleveland,Cincinnati,San Francisco,Houston,Buffalo,Detroit,Baltimore,Chicago,NY Jets,Miami,Kansas City,Philadelphia,Dallas,LA Chargers,Tampa Bay,Atlanta,-4.0715302655866585
Seattle,Detroit,Cleveland,San Francisco,Kansas City,Houston,Buffalo,Pittsburgh,Baltimore,Chicago,NY Jets,Miami,Dallas,Philadelphia,Green Bay,LA Chargers,Cincinnati,Atlanta,-4.072001486904302
Seattle,Green Bay,Cleveland,San Francisco,Chicago,Houston,Buffalo,Detroit,Cincinnati,Kansas City,NY Jets,Miami,Dallas,Philadelphia,Baltimore,LA Chargers,Tampa Bay,Atlanta,-4.072364026401713
Seattle,Pittsburgh,Green Bay,San Francisco,Kansas City,Houston,Buffalo,Detroit,Baltimore,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,LA Chargers,Cincinnati,Atlanta,-4.0736272675573
Seattle,Green Bay,Cincinnati,San Francisco,Chicago,Houston,Buffalo,Detroit,Baltimore,Kansas City,NY Jets,Miami,Cleveland,Philadelphia,Dallas,LA Chargers,Tampa Bay,Atlanta,-4.074496990384678
Seattle,Baltimore,Cleveland,San Francisco,Chicago,Houston,Buffalo,Detroit,Cincinnati,LA Chargers,NY Jets,Miami,Kansas City,Philadelphia,Dallas,Green Bay,Tampa Bay,Atlanta,-4.077466078046231
Seattle,Detroit,Cincinnati,San Francisco,Chicago,Houston,Buffalo,Pittsburgh,Baltimore,Kansas City,NY Jets,Miami,Cleveland,Philadelphia,Dallas,Green Bay,LA Chargers,Atlanta,-4.078020074343612
Seattle,Pittsburgh,Cincinnati,San Francisco,Kansas City,Houston,Buffalo,Detroit,Baltimore,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,Green Bay,LA Chargers,Atlanta,-4.080942999743195
Seattle,Baltimore,Green Bay,San Francisco,Kansas City,Houston,LA Rams,Detroit,Cincinnati,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,Buffalo,Tampa Bay,Atlanta,-4.0827035276847345
Seattle,Baltimore,Detroit,San Francisco,Chicago,Houston,Buffalo,Pittsburgh,Cincinnati,Kansas City,NY Jets,Miami,Cleveland,Philadelphia,Dallas,Green Bay,LA Chargers,Atlanta,-4.083485405189804
Seattle,Baltimore,Tampa Bay,San Francisco,Kansas City,Houston,Buffalo,Detroit,Cincinnati,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,Green Bay,LA Chargers,Atlanta,-4.084512876592936
Seattle,Baltimore,Cleveland,San Francisco,Chicago,Houston,LA Rams,Detroit,Cincinnati,Kansas City,NY Jets,Miami,Dallas,Philadelphia,Green Bay,Buffalo,LA Chargers,Atlanta,-4.086096008231872
Seattle,Baltimore,Cleveland,San Francisco,Chicago,Houston,Buffalo,Detroit,Cincinnati,Kansas City,NY Jets,Miami,Dallas,Philadelphia,Green Bay,LA Chargers,Tampa Bay,Atlanta,-4.087764219287394
Seattle,Detroit,Cleveland,San Francisco,Chicago,Houston,Buffalo,Pittsburgh,Baltimore,Kansas City,NY Jets,Miami,Dallas,Philadelphia,Green Bay,LA Chargers,Cincinnati,Atlanta,-4.089087339171274
Seattle,Detroit,Cleveland,San Francisco,Kansas City,Houston,Buffalo,Pittsburgh,Cincinnati,Chicago,NY Jets,Miami,Dallas,Philadelphia,Baltimore,Green Bay,Tampa Bay,Atlanta,-4.0908776268270675
Seattle,Pittsburgh,Cleveland,San Francisco,Kansas City,Houston,Buffalo,Detroit,Baltimore,Chicago,NY Jets,Miami,Dallas,Philadelphia,Green Bay,LA Chargers,Cincinnati,Atlanta,-4.092010264570858
Seattle,Detroit,Cincinnati,San Francisco,Kansas City,Houston,Buffalo,Pittsburgh,Baltimore,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,Green Bay,Tampa Bay,Atlanta,-4.093010590810033
Seattle,LA Chargers,NY Jets,Cincinnati,Kansas City,Houston,Buffalo,Detroit,Baltimore,Chicago,San Francisco,Miami,Cleveland,Philadelphia,Dallas,Green Bay,Tampa Bay,Atlanta,-4.093861234320952
Seattle,Detroit,Cleveland,San Francisco,Kansas City,Houston,Buffalo,Pittsburgh,Cincinnati,Chicago,NY Jets,Miami,Dallas,Philadelphia,Baltimore,LA Chargers,Green Bay,Atlanta,-4.093871899015988
Seattle,Detroit,Cincinnati,San Francisco,Kansas City,Houston,Buffalo,Pittsburgh,Baltimore,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,LA Chargers,Green Bay,Atlanta,-4.096004862998955
Seattle,LA Chargers,Cincinnati,San Francisco,Cleveland,Houston,Buffalo,Detroit,Baltimore,Chicago,NY Jets,Miami,Kansas City,Philadelphia,Dallas,Green Bay,Tampa Bay,Atlanta,-4.0961477194987745
Seattle,LA Chargers,Cleveland,San Francisco,Kansas City,Houston,Buffalo,Detroit,Baltimore,Chicago,NY Jets,Miami,Tampa Bay,Philadelphia,Dallas,Green Bay,Cincinnati,Atlanta,-4.096898487908157
Seattle,Baltimore,Detroit,San Francisco,Kansas City,Houston,Buffalo,Pittsburgh,Cincinnati,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,Green Bay,Tampa Bay,Atlanta,-4.098475921656225
Seattle,Baltimore,Green Bay,San Francisco,Chicago,Houston,LA Rams,Detroit,Cincinnati,Kansas City,NY Jets,Miami,Cleveland,Philadelphia,Dallas,Buffalo,Tampa Bay,Atlanta,-4.099789379951707
Seattle,Baltimore,Cleveland,Green Bay,San Francisco,Houston,Buffalo,Detroit,Cincinnati,Chicago,NY Jets,Miami,Kansas City,Philadelphia,Dallas,LA Chargers,Tampa Bay,Atlanta,-4.100397729458062
Seattle,Detroit,Cleveland,San Francisco,Kansas City,Green Bay,Buffalo,Houston,Cincinnati,Chicago,NY Jets,Miami,Dallas,Philadelphia,Baltimore,LA Chargers,Tampa Bay,Atlanta,-4.100455585963392
Seattle,Baltimore,Cleveland,San Francisco,Kansas City,Houston,LA Rams,Detroit,Cincinnati,Chicago,NY Jets,Miami,Dallas,Philadelphia,Green Bay,Buffalo,Tampa Bay,Atlanta,-4.101086524698292
Seattle,LA Chargers,Cleveland,Cincinnati,San Francisco,Houston,Buffalo,Detroit,Kansas City,Chicago,NY Jets,Miami,Dallas,Philadelphia,Baltimore,Green Bay,Tampa Bay,Atlanta,-4.101421235624731
Seattle,Baltimore,Detroit,San Francisco,Kansas City,Houston,Buffalo,Pittsburgh,Cincinnati,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,LA Chargers,Green Bay,Atlanta,-4.101470193845146
Seattle,Baltimore,Tampa Bay,San Francisco,Chicago,Houston,Buffalo,Detroit,Cincinnati,Kansas City,NY Jets,Miami,Cleveland,Philadelphia,Dallas,Green Bay,LA Chargers,Atlanta,-4.1015987288599085
Seattle,Detroit,Cincinnati,San Francisco,Kansas City,Green Bay,Buffalo,Houston,Baltimore,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,LA Chargers,Tampa Bay,Atlanta,-4.102588549946357
Seattle,LA Chargers,Cleveland,San Francisco,Kansas City,Houston,Buffalo,Detroit,Baltimore,Chicago,NY Jets,Miami,Dallas,Philadelphia,Cincinnati,Green Bay,Tampa Bay,Atlanta,-4.104237048395784
Seattle,LA Chargers,Cleveland,San Francisco,Kansas City,Houston,Buffalo,Detroit,Cincinnati,Chicago,NY Jets,Miami,Dallas,Philadelphia,Baltimore,Green Bay,LA Rams,Atlanta,-4.106758977172254
Seattle,Dallas,Cincinnati,San Francisco,Kansas City,Houston,Buffalo,Detroit,Baltimore,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Green Bay,LA Chargers,Tampa Bay,Atlanta,-4.107213192011618
Seattle,Baltimore,Detroit,San Francisco,Kansas City,Green Bay,Buffalo,Houston,Cincinnati,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,LA Chargers,Tampa Bay,Atlanta,-4.108053880792548
Seattle,LA Chargers,Cincinnati,San Francisco,Kansas City,Houston,Buffalo,Detroit,Baltimore,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,Green Bay,LA Rams,Atlanta,-4.10889194115522
Seattle,Detroit,Cincinnati,San Francisco,Chicago,Houston,Buffalo,Pittsburgh,Baltimore,Kansas City,NY Jets,Miami,Cleveland,Philadelphia,Dallas,Green Bay,Tampa Bay,Atlanta,-4.110096443077005
Seattle,LA Chargers,Cincinnati,NY Jets,Kansas City,Houston,Buffalo,Detroit,Baltimore,Chicago,San Francisco,Miami,Cleveland,Philadelphia,Dallas,Green Bay,Tampa Bay,Atlanta,-4.111773809785003
Seattle,Baltimore,NY Jets,San Francisco,Kansas City,Houston,Buffalo,Detroit,Cincinnati,Chicago,LA Rams,Miami,Cleveland,Philadelphia,Dallas,Green Bay,LA Chargers,Atlanta,-4.113005291455431
Seattle,Pittsburgh,Cincinnati,San Francisco,Kansas City,Houston,Buffalo,Detroit,Baltimore,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,Green Bay,Tampa Bay,Atlanta,-4.113019368476588
Seattle,Detroit,Cincinnati,San Francisco,Chicago,Houston,Buffalo,Pittsburgh,Baltimore,Kansas City,NY Jets,Miami,Cleveland,Philadelphia,Dallas,LA Chargers,Green Bay,Atlanta,-4.113090715265926
Seattle,LA Chargers,Cleveland,San Francisco,Chicago,Houston,Buffalo,Detroit,Baltimore,Kansas City,NY Jets,Miami,Tampa Bay,Philadelphia,Dallas,Green Bay,Cincinnati,Atlanta,-4.113984340175128
Seattle,Baltimore,Detroit,San Francisco,Chicago,Houston,Buffalo,Pittsburgh,Cincinnati,Kansas City,NY Jets,Miami,Cleveland,Philadelphia,Dallas,Green Bay,Tampa Bay,Atlanta,-4.115561773923197
Seattle,Pittsburgh,Cincinnati,San Francisco,Kansas City,Houston,Buffalo,Detroit,Baltimore,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,LA Chargers,Green Bay,Atlanta,-4.11601364066551
Seattle,Detroit,Cleveland,Cincinnati,San Francisco,Green Bay,Buffalo,Houston,Baltimore,Chicago,NY Jets,Miami,Kansas City,Philadelphia,Dallas,LA Chargers,Tampa Bay,Atlanta,-4.1167076774153095
Seattle,LA Chargers,Cleveland,Cincinnati,Kansas City,Houston,Buffalo,Detroit,Baltimore,Chicago,San Francisco,Miami,NY Jets,Philadelphia,Dallas,Green Bay,Tampa Bay,Atlanta,-4.117130091381034
Seattle,Detroit,Cleveland,San Francisco,Chicago,Green Bay,Buffalo,Houston,Cincinnati,Kansas City,NY Jets,Miami,Dallas,Philadelphia,Baltimore,LA Chargers,Tampa Bay,Atlanta,-4.117541438230364
Cincinnati,LA Chargers,Detroit,San Francisco,Kansas City,Houston,Buffalo,Pittsburgh,Baltimore,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,Green Bay,Tampa Bay,Atlanta,-4.117658827844633
Seattle,Baltimore,Green Bay,San Francisco,Cleveland,Houston,Buffalo,Detroit,Cincinnati,Chicago,NY Jets,Miami,Kansas City,Philadelphia,Dallas,LA Chargers,Tampa Bay,Atlanta,-4.117805841570428
Seattle,Baltimore,NY Jets,San Francisco,Kansas City,Houston,Buffalo,Pittsburgh,Cincinnati,Chicago,Detroit,Miami,Cleveland,Philadelphia,Dallas,Green Bay,LA Chargers,Atlanta,-4.117868600177017
Seattle,Baltimore,Cleveland,San Francisco,Chicago,Houston,LA Rams,Detroit,Cincinnati,Kansas City,NY Jets,Miami,Dallas,Philadelphia,Green Bay,Buffalo,Tampa Bay,Atlanta,-4.118172376965265
Seattle,Baltimore,Detroit,San Francisco,Chicago,Houston,Buffalo,Pittsburgh,Cincinnati,Kansas City,NY Jets,Miami,Cleveland,Philadelphia,Dallas,LA Chargers,Green Bay,Atlanta,-4.1185560461121185
Seattle,Baltimore,Tampa Bay,San Francisco,Kansas City,Houston,Buffalo,Detroit,Cincinnati,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,LA Chargers,Green Bay,Atlanta,-4.119583517515251
Seattle,Detroit,Cincinnati,San Francisco,Chicago,Green Bay,Buffalo,Houston,Baltimore,Kansas City,NY Jets,Miami,Cleveland,Philadelphia,Dallas,LA Chargers,Tampa Bay,Atlanta,-4.119674402213329
Cincinnati,LA Chargers,Cleveland,San Francisco,Kansas City,Houston,LA Rams,Detroit,Baltimore,Chicago,NY Jets,Miami,Dallas,Philadelphia,Green Bay,Buffalo,Tampa Bay,Atlanta,-4.1202694308867
Seattle,Green Bay,NY Jets,Cincinnati,Kansas City,Houston,Buffalo,Detroit,Baltimore,Chicago,San Francisco,Miami,Cleveland,Philadelphia,Dallas,LA Chargers,Tampa Bay,Atlanta,-4.120635124503447
Seattle,LA Chargers,Cleveland,San Francisco,Chicago,Houston,Buffalo,Detroit,Baltimore,Kansas City,NY Jets,Miami,Dallas,Philadelphia,Cincinnati,Green Bay,Tampa Bay,Atlanta,-4.121322900662756
Seattle,Dallas,Cleveland,Cincinnati,San Francisco,Houston,Buffalo,Detroit,Baltimore,Chicago,NY Jets,Miami,Kansas City,Philadelphia,Green Bay,LA Chargers,Tampa Bay,Atlanta,-4.121332319480571
Seattle,Green Bay,Cincinnati,San Francisco,Cleveland,Houston,Buffalo,Detroit,Baltimore,Chicago,NY Jets,Miami,Kansas City,Philadelphia,Dallas,LA Chargers,Tampa Bay,Atlanta,-4.122921609681269
Seattle,LA Chargers,Cleveland,Cincinnati,San Francisco,Houston,Buffalo,Detroit,Baltimore,Chicago,NY Jets,Miami,Kansas City,Philadelphia,Dallas,Green Bay,LA Rams,Atlanta,-4.123011068624172
Seattle,Green Bay,Cleveland,San Francisco,Kansas City,Houston,Buffalo,Detroit,Baltimore,Chicago,NY Jets,Miami,Tampa Bay,Philadelphia,Dallas,LA Chargers,Cincinnati,Atlanta,-4.123672378090651
Seattle,LA Chargers,Cleveland,San Francisco,Chicago,Houston,Buffalo,Detroit,Cincinnati,Kansas City,NY Jets,Miami,Dallas,Philadelphia,Baltimore,Green Bay,LA Rams,Atlanta,-4.123844829439227
Seattle,Detroit,NY Jets,Cincinnati,Kansas City,Houston,Buffalo,Pittsburgh,Baltimore,Chicago,San Francisco,Miami,Cleveland,Philadelphia,Dallas,Green Bay,LA Chargers,Atlanta,-4.12415820846238
Seattle,Dallas,Cincinnati,San Francisco,Chicago,Houston,Buffalo,Detroit,Baltimore,Kansas City,NY Jets,Miami,Cleveland,Philadelphia,Green Bay,LA Chargers,Tampa Bay,Atlanta,-4.12429904427859
Seattle,Detroit,Cleveland,San Francisco,Kansas City,Houston,Buffalo,Pittsburgh,Cincinnati,Chicago,NY Jets,Miami,Dallas,Philadelphia,Baltimore,LA Chargers,Tampa Bay,Atlanta,-4.124684755718453
Seattle,Baltimore,Detroit,San Francisco,Chicago,Green Bay,Buffalo,Houston,Cincinnati,Kansas City,NY Jets,Miami,Cleveland,Philadelphia,Dallas,LA Chargers,Tampa Bay,Atlanta,-4.1251397330595205
Seattle,Baltimore,Green Bay,Cincinnati,San Francisco,Houston,Buffalo,Detroit,Kansas City,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,LA Chargers,Tampa Bay,Atlanta,-4.125212321679348
Seattle,Baltimore,Cleveland,San Francisco,Kansas City,Houston,Buffalo,Detroit,Cincinnati,Chicago,NY Jets,Miami,Tampa Bay,Philadelphia,Dallas,Green Bay,LA Chargers,Atlanta,-4.125872342165706
Seattle,LA Chargers,Cincinnati,San Francisco,Chicago,Houston,Buffalo,Detroit,Baltimore,Kansas City,NY Jets,Miami,Cleveland,Philadelphia,Dallas,Green Bay,LA Rams,Atlanta,-4.125977793422193
Seattle,Detroit,Cincinnati,San Francisco,Kansas City,LA Chargers,Buffalo,Houston,Baltimore,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,Green Bay,Tampa Bay,Atlanta,-4.126715360107885
Seattle,Detroit,Cincinnati,San Francisco,Kansas City,Houston,Buffalo,Pittsburgh,Baltimore,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,LA Chargers,Tampa Bay,Atlanta,-4.126817719701419
Seattle,Baltimore,Cleveland,San Francisco,Miami,Green Bay,Buffalo,Detroit,Cincinnati,Chicago,NY Jets,Houston,Kansas City,Philadelphia,Dallas,LA Chargers,Tampa Bay,Atlanta,-4.126859740398048
Seattle,LA Chargers,Cleveland,San Francisco,Kansas City,Houston,Buffalo,Detroit,Cincinnati,Chicago,NY Jets,Miami,Dallas,Philadelphia,Baltimore,Green Bay,Jacksonville,Atlanta,-4.127294418888585
Seattle,Green Bay,Cleveland,Cincinnati,San Francisco,Houston,Buffalo,Detroit,Kansas City,Chicago,NY Jets,Miami,Dallas,Philadelphia,Baltimore,LA Chargers,Tampa Bay,Atlanta,-4.128195125807225
Seattle,Green Bay,Cleveland,San Francisco,Kansas City,Houston,LA Rams,Detroit,Baltimore,Chicago,NY Jets,Miami,Dallas,Philadelphia,Cincinnati,Buffalo,LA Chargers,Atlanta,-4.129342727522755
Seattle,Baltimore,Buffalo,San Francisco,Kansas City,Houston,LA Rams,Detroit,Cincinnati,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,Green Bay,LA Chargers,Atlanta,-4.12941947247276
Seattle,LA Chargers,Cincinnati,San Francisco,Kansas City,Houston,Buffalo,Detroit,Baltimore,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,Green Bay,Jacksonville,Atlanta,-4.12942738287155
Seattle,Baltimore,NY Jets,San Francisco,Chicago,Houston,Buffalo,Detroit,Cincinnati,Kansas City,LA Rams,Miami,Cleveland,Philadelphia,Dallas,Green Bay,LA Chargers,Atlanta,-4.130091143722403
Seattle,Baltimore,Green Bay,San Francisco,Kansas City,Houston,Buffalo,Detroit,Cincinnati,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,LA Chargers,LA Rams,Atlanta,-4.130550063226874
Seattle,Green Bay,Cleveland,San Francisco,Kansas City,Houston,Buffalo,Detroit,Baltimore,Chicago,NY Jets,Miami,Dallas,Philadelphia,Cincinnati,LA Chargers,Tampa Bay,Atlanta,-4.131010938578278
Seattle,Baltimore,Detroit,San Francisco,Kansas City,LA Chargers,Buffalo,Houston,Cincinnati,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,Green Bay,Tampa Bay,Atlanta,-4.132180690954076
Seattle,Baltimore,Detroit,San Francisco,Kansas City,Houston,Buffalo,Pittsburgh,Cincinnati,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,LA Chargers,Tampa Bay,Atlanta,-4.132283050547611
Seattle,Baltimore,Green Bay,NY Jets,Kansas City,Houston,Buffalo,Detroit,Cincinnati,Chicago,San Francisco,Miami,Cleveland,Philadelphia,Dallas,LA Chargers,Tampa Bay,Atlanta,-4.133431931856656
Seattle,Green Bay,Cleveland,San Francisco,Kansas City,Houston,Buffalo,Detroit,Cincinnati,Chicago,NY Jets,Miami,Dallas,Philadelphia,Baltimore,LA Chargers,LA Rams,Atlanta,-4.133532867354749
Cincinnati,Detroit,Green Bay,San Francisco,Kansas City,Houston,Buffalo,Pittsburgh,Baltimore,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,LA Chargers,Tampa Bay,Atlanta,-4.133851619070095
Seattle,Green Bay,Cleveland,San Francisco,Kansas City,Houston,Buffalo,Detroit,Baltimore,Chicago,LA Rams,Miami,NY Jets,Philadelphia,Dallas,LA Chargers,Cincinnati,Atlanta,-4.1340741844404585
Seattle,LA Chargers,Cleveland,Cincinnati,Chicago,Houston,Buffalo,Detroit,Baltimore,Kansas City,San Francisco,Miami,NY Jets,Philadelphia,Dallas,Green Bay,Tampa Bay,Atlanta,-4.134215943648006
Seattle,Detroit,Cleveland,San Francisco,Kansas City,Houston,Buffalo,Pittsburgh,Baltimore,Chicago,NY Jets,Miami,Dallas,Philadelphia,Cincinnati,Green Bay,LA Chargers,Atlanta,-4.134534022537212
Seattle,Baltimore,NY Jets,San Francisco,Chicago,Houston,Buffalo,Pittsburgh,Cincinnati,Kansas City,Detroit,Miami,Cleveland,Philadelphia,Dallas,Green Bay,LA Chargers,Atlanta,-4.134954452443989
Seattle,Green Bay,Cincinnati,San Francisco,Kansas City,Houston,Buffalo,Detroit,Baltimore,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,LA Chargers,LA Rams,Atlanta,-4.135665831337715
Seattle,Baltimore,Cincinnati,San Francisco,Chicago,Houston,Buffalo,Detroit,Kansas City,LA Chargers,NY Jets,Miami,Cleveland,Philadelphia,Dallas,Green Bay,Tampa Bay,Atlanta,-4.1362639022497625
Seattle,Baltimore,Cleveland,San Francisco,Kansas City,Houston,Buffalo,Detroit,Cincinnati,Chicago,LA Rams,Miami,NY Jets,Philadelphia,Dallas,Green Bay,LA Chargers,Atlanta,-4.136274148515514
Seattle,Green Bay,Cleveland,NY Jets,Kansas City,Houston,Buffalo,Detroit,Cincinnati,Chicago,San Francisco,Miami,Dallas,Philadelphia,Baltimore,LA Chargers,Tampa Bay,Atlanta,-4.136414735984531
Seattle,Baltimore,Tampa Bay,San Francisco,Chicago,Houston,Buffalo,Detroit,Cincinnati,Kansas City,NY Jets,Miami,Cleveland,Philadelphia,Dallas,LA Chargers,Green Bay,Atlanta,-4.136669369782223
Seattle,LA Chargers,Detroit,San Francisco,Kansas City,Cincinnati,Buffalo,Houston,Baltimore,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,Green Bay,Tampa Bay,Atlanta,-4.137380136698765
Seattle,LA Chargers,Cleveland,San Francisco,Kansas City,Houston,LA Rams,Detroit,Baltimore,Chicago,NY Jets,Miami,Dallas,Philadelphia,Cincinnati,Buffalo,Green Bay,Atlanta,-4.137639478262575
Seattle,Green Bay,NY Jets,Cincinnati,Chicago,Houston,Buffalo,Detroit,Baltimore,Kansas City,San Francisco,Miami,Cleveland,Philadelphia,Dallas,LA Chargers,Tampa Bay,Atlanta,-4.137720976770418
Seattle,LA Chargers,Cleveland,Cincinnati,Kansas City,Houston,Buffalo,Detroit,Baltimore,Chicago,NY Jets,Miami,Dallas,Philadelphia,San Francisco,Green Bay,Tampa Bay,Atlanta,-4.137771156221383
Seattle,Green Bay,Cincinnati,NY Jets,Kansas City,Houston,Buffalo,Detroit,Baltimore,Chicago,San Francisco,Miami,Cleveland,Philadelphia,Dallas,LA Chargers,Tampa Bay,Atlanta,-4.138547699967496
Seattle,Baltimore,Detroit,Cincinnati,San Francisco,Houston,Buffalo,Pittsburgh,Kansas City,Chicago,NY Jets,Miami,Cleveland,Philadelphia,Dallas,Green Bay,LA Chargers,Atlanta,-4.139316504595315
Seattle,Baltimore,Cleveland,Dallas,San Francisco,Houston,Buffalo,Detroit,Cincinnati,Chicago,NY Jets,Miami,Kansas City,Philadelphia,Green Bay,LA Chargers,Tampa Bay,Atlanta,-4.139808943472369
